timestamp,total_gen_mw,total_emissions_kg,carbon_intensity
2019-12-03,98163.41666666667,897089700.0,379.88772561873884
2019-12-04,97885.375,866529120.0,367.89629965097834
2019-12-05,97078.20833333333,878430500.0,376.42007043742484
2019-12-06,96034.33333333333,836595880.0,362.5666488491782
2019-12-07,91628.66666666667,812647520.0,369.27887862284024
2019-12-08,91677.79166666667,755680300.0,343.3043370334911
2019-12-09,94228.625,795063700.0,350.0293683380376
2019-12-10,95239.25,815224000.0,354.1819299205378
2019-12-11,100826.79166666667,937226420.0,385.6453626974804
2019-12-12,104020.66666666667,947623060.0,379.12413112155883
2019-12-13,98523.08333333333,917499440.0,387.2684344089814
2019-12-14,89235.20833333333,760845020.0,355.1337962625029
2019-12-15,90097.66666666667,788003560.0,362.61681408436624
2019-12-16,100742.29166666667,962938680.0,396.32276393186993
2019-12-17,102246.625,974484420.0,395.7402537929142
2019-12-18,106425.75,1051099760.0,409.9379790012174
2019-12-19,108537.25,1077280940.0,413.28904706038344
2019-12-20,106625.91666666667,1069361160.0,417.6449968442289
2019-12-21,98731.08333333333,910015520.0,383.9215523133353
2019-12-22,93321.625,807708880.0,360.42722099090673
2019-12-23,93051.54166666667,781186600.0,349.4006516311383
2019-12-24,87114.45833333333,708517820.0,338.7369815279781
2019-12-25,84532.70833333333,658648900.0,324.6786780570599
2019-12-26,88277.125,696328640.0,328.20663976467057
2019-12-27,86898.25,734581180.0,351.3198101083307
2019-12-28,83205.54166666667,653129500.0,327.06340662252825
2019-12-29,81908.625,612542400.0,310.9887590744289
2019-12-30,88259.75,671425300.0,315.6601234822534
2019-12-31,77659.54166666667,618020920.0,330.87051514453805
2020-01-01,71786.0,23565560.0,328.275151143677
