timestamp,total_gen_mw,total_emissions_kg,carbon_intensity,Net Generation (MW) from Coal,Net Generation (MW) from Natural Gas,Net Generation (MW) from All Petroleum Products,Net Generation (MW) from Nuclear,Net Generation (MW) from Hydropower and Pumped Storage,Net Generation (MW) from Solar,Net Generation (MW) from Wind,Net Generation (MW) from Other Fuel Sources
2019-01-01 01:00:00,70094.0,21573780.0,307.78354780723026,16197.0,12246.0,212.0,34702.0,2040.0,4.0,4139.0,554.0
2019-01-01 02:00:00,69079.0,21190540.0,306.75805961290695,16036.0,11683.0,217.0,34689.0,2055.0,4.0,3831.0,564.0
2019-01-01 03:00:00,68034.0,20902060.0,307.2296204838757,15941.0,11174.0,219.0,34671.0,2049.0,4.0,3388.0,588.0
2019-01-01 04:00:00,67307.0,20524260.0,304.9349993314217,15649.0,10977.0,221.0,34677.0,2042.0,4.0,3164.0,573.0
2019-01-01 05:00:00,67418.0,20739120.0,307.61992346257676,15750.0,11231.0,222.0,34680.0,2042.0,4.0,2904.0,585.0
2019-01-01 06:00:00,68335.0,21286940.0,311.5085973512841,15772.0,12484.0,222.0,34699.0,2124.0,4.0,2445.0,585.0
2019-01-01 07:00:00,68793.0,21707380.0,315.54634919250503,16117.0,12691.0,218.0,34707.0,2163.0,4.0,2310.0,583.0
2019-01-01 08:00:00,70197.0,22345960.0,318.3321224553756,16146.0,14114.0,224.0,34720.0,2164.0,45.0,2190.0,594.0
2019-01-01 09:00:00,72765.0,23565860.0,323.86257129114273,16657.0,16095.0,82.0,34701.0,2358.0,106.0,2171.0,595.0
2019-01-01 10:00:00,74651.0,25045180.0,335.4969122985626,18056.0,16375.0,80.0,34711.0,2363.0,243.0,2239.0,584.0
2019-01-01 11:00:00,76318.0,26662680.0,349.3629287979245,19566.0,16710.0,78.0,34725.0,2196.0,305.0,2156.0,582.0
2019-01-01 12:00:00,76312.0,26684480.0,349.6760666736555,19515.0,16899.0,79.0,34735.0,2199.0,343.0,1972.0,570.0
2019-01-01 13:00:00,75383.0,25959140.0,344.36331798946713,18864.0,16691.0,79.0,34742.0,2170.0,339.0,1928.0,570.0
2019-01-01 14:00:00,75240.0,25749460.0,342.2309941520468,18432.0,17205.0,78.0,34742.0,2173.0,182.0,1860.0,568.0
2019-01-01 15:00:00,74740.0,25491760.0,341.07251806261706,18064.0,17452.0,77.0,34742.0,2173.0,90.0,1574.0,568.0
2019-01-01 16:00:00,76867.0,26812700.0,348.8193893348251,18866.0,18721.0,76.0,34760.0,2578.0,20.0,1274.0,572.0
2019-01-01 17:00:00,83396.0,30685880.0,367.9538586982589,21201.0,22525.0,74.0,34724.0,3200.0,7.0,1109.0,556.0
2019-01-01 18:00:00,85584.0,32061040.0,374.6148812862217,22540.0,22672.0,72.0,34755.0,3918.0,7.0,1060.0,560.0
2019-01-01 19:00:00,84904.0,31875900.0,375.43460849901066,22649.0,21944.0,70.0,34758.0,3979.0,7.0,915.0,582.0
2019-01-01 20:00:00,82669.0,30523500.0,369.22546541025054,21352.0,21762.0,70.0,34755.0,3478.0,7.0,670.0,575.0
2019-01-01 21:00:00,83838.0,31912180.0,380.6409981154131,22390.0,22629.0,73.0,34776.0,2944.0,7.0,437.0,582.0
2019-01-01 22:00:00,80423.0,30665120.0,381.29788742026534,22082.0,20378.0,75.0,34765.0,2164.0,7.0,372.0,580.0
2019-01-01 23:00:00,74542.0,27331100.0,366.653698586032,20486.0,16181.0,73.0,34758.0,2168.0,7.0,297.0,572.0
2019-01-02 00:00:00,71608.0,21998860.0,307.21232264551446,16101.0,13479.0,211.0,34710.0,2100.0,4.0,4446.0,557.0
2019-01-02 01:00:00,73146.0,25563580.0,349.48705329067894,18332.0,17006.0,77.0,34798.0,2062.0,7.0,301.0,563.0
2019-01-02 02:00:00,72908.0,25393500.0,348.2951116475558,18213.0,16858.0,80.0,34782.0,2058.0,7.0,338.0,572.0
2019-01-02 03:00:00,72786.0,25274800.0,347.24809716154203,18048.0,16948.0,83.0,34793.0,2036.0,7.0,295.0,576.0
2019-01-02 04:00:00,72898.0,25149060.0,344.98971165189715,17720.0,17408.0,87.0,34767.0,2038.0,7.0,296.0,575.0
2019-01-02 05:00:00,77380.0,27525180.0,355.71439648487984,18631.0,20925.0,86.0,34788.0,2080.0,7.0,278.0,585.0
2019-01-02 06:00:00,83553.0,30969780.0,370.6602994506481,20477.0,24826.0,85.0,34784.0,2584.0,7.0,208.0,582.0
2019-01-02 07:00:00,90045.0,35287900.0,391.89183186184687,23632.0,27732.0,86.0,34782.0,3024.0,7.0,193.0,589.0
2019-01-02 08:00:00,90430.0,35578700.0,393.43912418445206,24056.0,27461.0,89.0,34809.0,3056.0,52.0,337.0,570.0
2019-01-02 09:00:00,91253.0,35673980.0,390.93487337402604,23932.0,27966.0,87.0,34791.0,3185.0,119.0,594.0,579.0
2019-01-02 10:00:00,93133.0,36443240.0,391.3031900615249,24188.0,29230.0,81.0,34792.0,3502.0,199.0,573.0,568.0
2019-01-02 11:00:00,92676.0,36353400.0,392.2633691570633,23994.0,29499.0,80.0,34798.0,2523.0,310.0,921.0,551.0
2019-01-02 12:00:00,91541.0,35363060.0,386.3084301023585,23391.0,28529.0,76.0,34792.0,2152.0,284.0,1750.0,567.0
2019-01-02 13:00:00,92424.0,35611420.0,385.30489916039124,23517.0,28848.0,76.0,34773.0,2163.0,226.0,2267.0,554.0
2019-01-02 14:00:00,91849.0,34862740.0,379.565809099718,22849.0,28526.0,124.0,34782.0,2138.0,148.0,2724.0,558.0
2019-01-02 15:00:00,90669.0,33717620.0,371.87594436907875,22076.0,27517.0,150.0,34782.0,2136.0,90.0,3338.0,580.0
2019-01-02 16:00:00,93292.0,34897520.0,374.06765853449383,22757.0,28708.0,168.0,34782.0,2881.0,8.0,3411.0,577.0
2019-01-02 17:00:00,98019.0,36423020.0,371.59142615207253,23967.0,29493.0,184.0,34766.0,5586.0,4.0,3446.0,573.0
2019-01-02 18:00:00,99342.0,36862340.0,371.0650077510016,24311.0,29728.0,184.0,34748.0,6147.0,4.0,3642.0,578.0
2019-01-02 19:00:00,96804.0,36266400.0,374.63741167720343,23914.0,29209.0,197.0,34756.0,4378.0,4.0,3767.0,579.0
2019-01-02 20:00:00,96075.0,35599620.0,370.5398907103825,23480.0,28621.0,203.0,34752.0,4813.0,4.0,3622.0,580.0
2019-01-02 21:00:00,91025.0,34058000.0,374.1609447953859,22382.0,27492.0,212.0,34622.0,2167.0,4.0,3564.0,582.0
2019-01-02 22:00:00,86272.0,31410100.0,364.0822051186944,21096.0,24211.0,214.0,34559.0,2164.0,4.0,3458.0,566.0
2019-01-02 23:00:00,81207.0,28984480.0,356.92095509007845,20243.0,20407.0,217.0,34606.0,2143.0,4.0,3013.0,574.0
2019-01-03 00:00:00,73084.0,25577060.0,349.9679820480543,18394.0,16882.0,76.0,34771.0,2082.0,7.0,301.0,571.0
2019-01-03 01:00:00,75429.0,25433600.0,337.18596295854377,18013.0,17143.0,215.0,34753.0,1994.0,4.0,2723.0,584.0
2019-01-03 02:00:00,74856.0,25057880.0,334.74778240889174,17774.0,16803.0,221.0,34761.0,1995.0,4.0,2719.0,579.0
2019-01-03 03:00:00,74715.0,24757640.0,331.36103861339757,17587.0,16519.0,223.0,34795.0,1996.0,4.0,3011.0,580.0
2019-01-03 04:00:00,75057.0,25020980.0,333.3597132845704,17767.0,16746.0,223.0,34767.0,1996.0,4.0,2986.0,568.0
2019-01-03 05:00:00,77055.0,26190980.0,339.899811822724,18329.0,18248.0,226.0,34786.0,2044.0,4.0,2870.0,548.0
2019-01-03 06:00:00,83234.0,28989620.0,348.29060239805847,19147.0,22958.0,225.0,34770.0,2756.0,4.0,2798.0,576.0
2019-01-03 07:00:00,89256.0,31611780.0,354.1698037106749,20458.0,26152.0,226.0,34770.0,4305.0,4.0,2772.0,569.0
2019-01-03 08:00:00,89572.0,32714500.0,365.23132228821504,21316.0,26776.0,224.0,34779.0,3352.0,12.0,2542.0,571.0
2019-01-03 09:00:00,88631.0,32213000.0,363.45071137638075,21094.0,26124.0,221.0,34784.0,3405.0,58.0,2385.0,560.0
2019-01-03 10:00:00,89563.0,32980620.0,368.23933990598795,21374.0,27315.0,221.0,34758.0,3000.0,116.0,2229.0,550.0
2019-01-03 11:00:00,88264.0,32572900.0,369.03947249161604,21034.0,27119.0,222.0,34777.0,2314.0,190.0,2048.0,560.0
2019-01-03 12:00:00,87772.0,32499460.0,370.2713849519209,20966.0,27124.0,217.0,34768.0,2138.0,196.0,1810.0,553.0
2019-01-03 13:00:00,87373.0,32251600.0,369.1254735444588,20741.0,27056.0,215.0,34775.0,2114.0,162.0,1753.0,557.0
2019-01-03 14:00:00,86484.0,31313660.0,362.0746033948476,20210.0,26088.0,217.0,34764.0,2158.0,133.0,2375.0,539.0
2019-01-03 15:00:00,86314.0,30973000.0,358.8409759714531,19762.0,26332.0,211.0,34784.0,2172.0,75.0,2438.0,540.0
2019-01-03 16:00:00,87824.0,31418540.0,357.7443523410457,19990.0,26827.0,213.0,34788.0,2985.0,8.0,2455.0,558.0
2019-01-03 17:00:00,93125.0,32813520.0,352.35994630872483,20816.0,28217.0,209.0,34775.0,5686.0,1.0,2856.0,565.0
2019-01-03 18:00:00,96176.0,33898340.0,352.4615288637498,21656.0,28848.0,210.0,34781.0,6079.0,1.0,4042.0,559.0
2019-01-03 19:00:00,95603.0,34551140.0,361.4022572513415,22133.0,29305.0,207.0,34785.0,4583.0,1.0,4036.0,553.0
2019-01-03 20:00:00,93663.0,34089380.0,363.957806177466,21817.0,28906.0,208.0,34760.0,2882.0,1.0,4515.0,574.0
2019-01-03 21:00:00,91946.0,33551600.0,364.90548800382834,21430.0,28520.0,209.0,34756.0,2003.0,1.0,4449.0,578.0
2019-01-03 22:00:00,88078.0,31158640.0,353.76189286768545,20482.0,25024.0,211.0,34784.0,1963.0,1.0,5031.0,582.0
2019-01-03 23:00:00,84650.0,29139980.0,344.24075605434143,18899.0,23923.0,211.0,34781.0,1970.0,1.0,4290.0,575.0
2019-01-04 00:00:00,77527.0,26691820.0,344.29063423065514,18956.0,17967.0,214.0,34719.0,2056.0,4.0,3043.0,568.0
2019-01-04 01:00:00,79920.0,26342740.0,329.61386386386386,17334.0,20926.0,212.0,34799.0,1992.0,1.0,4089.0,567.0
2019-01-04 02:00:00,80065.0,26910580.0,336.1091613064385,17676.0,21470.0,212.0,34817.0,1990.0,1.0,3326.0,573.0
2019-01-04 03:00:00,79872.0,26982860.0,337.8262720352564,17744.0,21462.0,218.0,34807.0,2002.0,1.0,3059.0,579.0
2019-01-04 04:00:00,81040.0,27625580.0,340.8882033563672,18155.0,22004.0,222.0,34799.0,2003.0,1.0,3264.0,592.0
2019-01-04 05:00:00,83466.0,29224740.0,350.13945798289126,18836.0,24223.0,220.0,34807.0,2068.0,1.0,2717.0,594.0
2019-01-04 06:00:00,90390.0,33193740.0,367.2280119482244,21544.0,27361.0,220.0,34813.0,3680.0,1.0,2181.0,590.0
2019-01-04 07:00:00,95301.0,35603800.0,373.5931417298874,23190.0,29270.0,221.0,34794.0,5052.0,1.0,2191.0,582.0
2019-01-04 08:00:00,94651.0,36796360.0,388.7582804196469,24394.0,29287.0,220.0,34804.0,3850.0,23.0,1482.0,591.0
2019-01-04 09:00:00,93451.0,36679320.0,392.4978865929739,24338.0,29124.0,220.0,34793.0,3031.0,124.0,1221.0,600.0
2019-01-04 10:00:00,91598.0,36263000.0,395.8929234262757,24171.0,28501.0,219.0,34814.0,2131.0,218.0,930.0,614.0
2019-01-04 11:00:00,90118.0,35194900.0,390.542399964491,23171.0,28311.0,220.0,34798.0,2158.0,253.0,606.0,601.0
2019-01-04 12:00:00,88363.0,33874980.0,383.36158799497525,22023.0,27852.0,220.0,34798.0,2166.0,225.0,481.0,598.0
2019-01-04 13:00:00,87923.0,33692420.0,383.2037123392059,21915.0,27666.0,220.0,34716.0,2146.0,137.0,523.0,600.0
2019-01-04 14:00:00,87545.0,33204420.0,379.2840253583871,21339.0,27850.0,219.0,34669.0,2162.0,75.0,631.0,600.0
2019-01-04 15:00:00,87111.0,32878580.0,377.4331599912755,21153.0,27512.0,217.0,34645.0,2158.0,28.0,798.0,600.0
2019-01-04 16:00:00,88117.0,33139540.0,376.0856588399514,21293.0,27820.0,217.0,34646.0,2399.0,4.0,1146.0,592.0
2019-01-04 17:00:00,91772.0,35403100.0,385.77234886457745,23241.0,28671.0,216.0,34646.0,3210.0,1.0,1198.0,589.0
2019-01-04 18:00:00,93482.0,36643620.0,391.98583684559594,24284.0,29180.0,213.0,34637.0,3182.0,1.0,1386.0,599.0
2019-01-04 19:00:00,91314.0,34909060.0,382.2969095647984,22772.0,28585.0,212.0,34647.0,2695.0,1.0,1806.0,596.0
2019-01-04 20:00:00,89079.0,33368300.0,374.5922158982476,21406.0,28096.0,210.0,34650.0,2202.0,1.0,1911.0,603.0
2019-01-04 21:00:00,86476.0,31192460.0,360.7065544197234,20019.0,26172.0,209.0,34644.0,2139.0,1.0,2700.0,592.0
2019-01-04 22:00:00,83836.0,29668580.0,353.88830573977765,19134.0,24628.0,212.0,34478.0,2178.0,1.0,2628.0,577.0
2019-01-04 23:00:00,81238.0,28190280.0,347.0085428001674,18498.0,22592.0,213.0,34205.0,2157.0,1.0,2996.0,576.0
2019-01-05 00:00:00,81576.0,27662980.0,339.10684515053447,18307.0,21776.0,211.0,34802.0,1988.0,1.0,3909.0,582.0
2019-01-05 01:00:00,79377.0,27792820.0,350.136941431397,19243.0,20034.0,157.0,34404.0,2046.0,1.0,2928.0,564.0
2019-01-05 02:00:00,78312.0,27422260.0,350.16676882214733,19355.0,19013.0,83.0,34424.0,2048.0,1.0,2813.0,575.0
2019-01-05 03:00:00,77158.0,26280280.0,340.6034371030872,17942.0,19586.0,83.0,34426.0,2088.0,1.0,2454.0,578.0
2019-01-05 04:00:00,77961.0,26988040.0,346.173599620323,18436.0,20118.0,85.0,34455.0,2068.0,1.0,2222.0,576.0
2019-01-05 05:00:00,78298.0,27438620.0,350.4383253722956,18927.0,20043.0,87.0,34486.0,2072.0,1.0,2107.0,575.0
2019-01-05 06:00:00,78917.0,27779520.0,352.0093262541658,19168.0,20334.0,87.0,34463.0,2031.0,1.0,2283.0,550.0
2019-01-05 07:00:00,81788.0,28630620.0,350.05893285078497,19199.0,22285.0,86.0,34483.0,2176.0,1.0,3005.0,553.0
2019-01-05 08:00:00,84254.0,30515820.0,362.18838274740665,20847.0,22888.0,87.0,34499.0,2103.0,100.0,3154.0,576.0
2019-01-05 09:00:00,85607.0,31314420.0,365.79275059282537,21376.0,23552.0,86.0,34498.0,2108.0,249.0,3159.0,579.0
2019-01-05 10:00:00,86602.0,32400400.0,374.12992771529525,22209.0,24189.0,86.0,34503.0,2018.0,346.0,2669.0,582.0
2019-01-05 11:00:00,85619.0,31638360.0,369.52498861234074,21463.0,24086.0,97.0,34514.0,2035.0,347.0,2490.0,587.0
2019-01-05 12:00:00,84173.0,30294620.0,359.9089969467644,20388.0,23414.0,87.0,34543.0,2078.0,260.0,2816.0,587.0
2019-01-05 13:00:00,82394.0,28978500.0,351.7064349345826,19380.0,22630.0,83.0,34538.0,2043.0,305.0,2822.0,593.0
2019-01-05 14:00:00,80767.0,27649840.0,342.3408075080169,18580.0,21347.0,81.0,34546.0,1980.0,431.0,3215.0,587.0
2019-01-05 15:00:00,80367.0,26739840.0,332.7216394788906,17524.0,21646.0,81.0,34528.0,2008.0,342.0,3652.0,586.0
2019-01-05 16:00:00,80286.0,26819620.0,334.05101761203696,17548.0,21784.0,78.0,34525.0,1989.0,85.0,3690.0,587.0
2019-01-05 17:00:00,85675.0,29587360.0,345.34414940180915,19273.0,24356.0,76.0,34546.0,3098.0,1.0,3740.0,585.0
2019-01-05 18:00:00,87814.0,30881140.0,351.66533810098616,20793.0,23915.0,75.0,34573.0,3143.0,1.0,4743.0,571.0
2019-01-05 19:00:00,86792.0,29992080.0,345.56272467508524,19884.0,23918.0,73.0,34572.0,2560.0,1.0,5210.0,574.0
2019-01-05 20:00:00,85366.0,29191380.0,341.95557950472084,19188.0,23607.0,74.0,34381.0,2150.0,1.0,5375.0,590.0
2019-01-05 21:00:00,83813.0,28589060.0,341.10531779079616,19012.0,22575.0,75.0,34119.0,2116.0,1.0,5321.0,594.0
2019-01-05 22:00:00,82201.0,28343140.0,344.80286127905987,19181.0,21603.0,77.0,33753.0,2130.0,1.0,4869.0,587.0
2019-01-05 23:00:00,78647.0,26821720.0,341.0393276285173,18590.0,19351.0,78.0,33591.0,2103.0,1.0,4342.0,591.0
2019-01-06 00:00:00,79615.0,27667000.0,347.5098913521321,18769.0,20769.0,191.0,34288.0,2101.0,1.0,2928.0,568.0
2019-01-06 01:00:00,75960.0,25885180.0,340.7738283307004,18286.0,17835.0,80.0,33716.0,2037.0,1.0,3419.0,586.0
2019-01-06 02:00:00,76212.0,26265720.0,344.6402141395056,18486.0,18272.0,83.0,33720.0,2003.0,1.0,3063.0,584.0
2019-01-06 03:00:00,76081.0,26069540.0,342.65506499651684,18289.0,18256.0,84.0,33718.0,1991.0,1.0,3154.0,588.0
2019-01-06 04:00:00,76527.0,26341080.0,344.2063585401231,18511.0,18360.0,89.0,33714.0,2003.0,1.0,3252.0,597.0
2019-01-06 05:00:00,76877.0,26382420.0,343.177023036799,18564.0,18340.0,88.0,33712.0,2001.0,1.0,3576.0,595.0
2019-01-06 06:00:00,77366.0,26508060.0,342.6319054881989,18678.0,18381.0,90.0,33722.0,1955.0,1.0,3951.0,588.0
2019-01-06 07:00:00,79288.0,27447820.0,346.17874079305824,19236.0,19312.0,88.0,33722.0,2006.0,1.0,4330.0,593.0
2019-01-06 08:00:00,81146.0,28345680.0,349.31703349518153,20023.0,19607.0,87.0,33728.0,2011.0,148.0,4944.0,598.0
2019-01-06 09:00:00,81561.0,28455020.0,348.8802246171577,19982.0,19983.0,87.0,33724.0,1985.0,451.0,4763.0,586.0
2019-01-06 10:00:00,80465.0,27849560.0,346.10774871061955,19360.0,20008.0,86.0,33590.0,2020.0,522.0,4301.0,578.0
2019-01-06 11:00:00,78869.0,26551520.0,336.6534379794343,18229.0,19530.0,85.0,33640.0,2023.0,591.0,4176.0,595.0
2019-01-06 12:00:00,78124.0,26001660.0,332.8255081665045,17724.0,19362.0,87.0,33650.0,2002.0,649.0,4035.0,615.0
2019-01-06 13:00:00,76599.0,25189260.0,328.8458073865194,17166.0,18764.0,83.0,33680.0,1985.0,602.0,3720.0,599.0
2019-01-06 14:00:00,76411.0,25001880.0,327.2026278938896,16888.0,18967.0,81.0,33683.0,2033.0,552.0,3606.0,601.0
2019-01-06 15:00:00,76474.0,25093520.0,328.1313910610142,16832.0,19303.0,79.0,33688.0,1951.0,297.0,3713.0,611.0
2019-01-06 16:00:00,79219.0,27011840.0,340.97678587207616,18108.0,20965.0,78.0,33717.0,2001.0,105.0,3676.0,569.0
2019-01-06 17:00:00,86023.0,30297680.0,352.20441044836844,20414.0,23388.0,77.0,33711.0,3610.0,1.0,4240.0,582.0
2019-01-06 18:00:00,90423.0,33638860.0,372.01663293631043,23350.0,24483.0,75.0,33732.0,3312.0,1.0,4880.0,590.0
2019-01-06 19:00:00,89767.0,33246480.0,370.3641650049573,23150.0,24009.0,74.0,33723.0,2621.0,1.0,5594.0,595.0
2019-01-06 20:00:00,89159.0,32860080.0,368.55595060509876,22841.0,23805.0,74.0,33723.0,2331.0,1.0,5786.0,598.0
2019-01-06 21:00:00,87203.0,31378280.0,359.8302810683119,21581.0,23185.0,75.0,33753.0,2134.0,1.0,5858.0,616.0
2019-01-06 22:00:00,83924.0,29410920.0,350.44707115962063,20389.0,21290.0,77.0,33661.0,2111.0,1.0,5786.0,609.0
2019-01-06 23:00:00,80980.0,27579540.0,340.5722400592739,19188.0,19725.0,78.0,33729.0,2050.0,1.0,5597.0,612.0
2019-01-07 00:00:00,76569.0,25670640.0,335.26152881714535,17874.0,18281.0,78.0,33722.0,2042.0,1.0,3980.0,591.0
2019-01-07 01:00:00,77756.0,25349660.0,326.01548433561396,17314.0,18827.0,84.0,33748.0,1974.0,1.0,5226.0,582.0
2019-01-07 02:00:00,77899.0,25311540.0,324.92766274278233,17206.0,18978.0,85.0,33751.0,1987.0,1.0,5304.0,587.0
2019-01-07 03:00:00,78291.0,25670620.0,327.8872411899197,17419.0,19310.0,89.0,33753.0,1997.0,1.0,5124.0,598.0
2019-01-07 04:00:00,79369.0,26065200.0,328.40529677833916,17302.0,20542.0,91.0,33750.0,2001.0,1.0,5098.0,584.0
2019-01-07 05:00:00,83534.0,28251120.0,338.19905667153495,18266.0,23482.0,92.0,33774.0,2066.0,1.0,5261.0,592.0
2019-01-07 06:00:00,91298.0,32200600.0,352.69775898705336,21203.0,26023.0,90.0,33763.0,4007.0,1.0,5611.0,600.0
2019-01-07 07:00:00,96580.0,34842020.0,360.7581279768068,22917.0,28328.0,89.0,33777.0,5025.0,2.0,5850.0,592.0
2019-01-07 08:00:00,97029.0,35535760.0,366.2385472384545,23469.0,28697.0,88.0,33766.0,4251.0,99.0,6069.0,590.0
2019-01-07 09:00:00,96278.0,35520260.0,368.9343359853757,23441.0,28769.0,87.0,33775.0,3256.0,314.0,6071.0,565.0
2019-01-07 10:00:00,95453.0,34730240.0,363.8465003719108,22976.0,27938.0,87.0,33783.0,3355.0,516.0,6212.0,586.0
2019-01-07 11:00:00,94439.0,34927500.0,369.84190853355074,23321.0,27586.0,87.0,33786.0,2184.0,520.0,6359.0,596.0
2019-01-07 12:00:00,93177.0,34116200.0,366.14400549491825,22744.0,27019.0,87.0,33768.0,2171.0,440.0,6363.0,585.0
2019-01-07 13:00:00,92933.0,33887100.0,364.64011707359066,22472.0,27117.0,85.0,33745.0,2260.0,325.0,6347.0,582.0
2019-01-07 14:00:00,92630.0,33607600.0,362.8155025369751,22236.0,26996.0,83.0,33811.0,2202.0,288.0,6426.0,588.0
2019-01-07 15:00:00,92782.0,33745780.0,363.7104179690026,22348.0,27077.0,83.0,33912.0,2223.0,151.0,6408.0,580.0
2019-01-07 16:00:00,93934.0,33572260.0,357.40264440990484,22349.0,26632.0,81.0,33893.0,3719.0,28.0,6632.0,600.0
2019-01-07 17:00:00,99003.0,35550440.0,359.08447218771147,23627.0,28404.0,78.0,33919.0,5926.0,1.0,6471.0,577.0
2019-01-07 18:00:00,99348.0,36670720.0,369.11382212022386,24438.0,29179.0,78.0,33918.0,4470.0,1.0,6687.0,577.0
2019-01-07 19:00:00,97639.0,35597080.0,364.5784983459478,23761.0,28205.0,74.0,33916.0,4542.0,1.0,6560.0,580.0
2019-01-07 20:00:00,95746.0,35062340.0,366.2016167777244,23419.0,27726.0,76.0,33933.0,3751.0,1.0,6260.0,580.0
2019-01-07 21:00:00,91348.0,33954860.0,371.70884967377503,22928.0,26231.0,78.0,33935.0,2604.0,1.0,4991.0,580.0
2019-01-07 22:00:00,86610.0,32144860.0,371.14490243620827,22303.0,23351.0,80.0,33937.0,2072.0,1.0,4271.0,595.0
2019-01-07 23:00:00,82332.0,29721120.0,360.9911091677598,21015.0,20576.0,78.0,33959.0,2071.0,1.0,4029.0,603.0
2019-01-08 00:00:00,77969.0,25548100.0,327.6699713988893,17713.0,18368.0,79.0,33759.0,1975.0,1.0,5486.0,588.0
2019-01-08 01:00:00,78064.0,27076220.0,346.84643369542937,18989.0,19025.0,82.0,34120.0,1934.0,1.0,3326.0,587.0
2019-01-08 02:00:00,76168.0,25613040.0,336.2703497531772,17804.0,18286.0,83.0,34348.0,1967.0,1.0,3081.0,598.0
2019-01-08 03:00:00,76651.0,25680080.0,335.0260270577031,17667.0,18756.0,87.0,34436.0,1981.0,1.0,3124.0,599.0
2019-01-08 04:00:00,78023.0,26823720.0,343.79247145072605,18904.0,18590.0,91.0,34565.0,2010.0,1.0,3266.0,596.0
2019-01-08 05:00:00,80692.0,28386240.0,351.7850592375948,20034.0,19656.0,88.0,34603.0,2084.0,1.0,3616.0,610.0
2019-01-08 06:00:00,86183.0,30977580.0,359.43956464732025,21644.0,22088.0,93.0,34646.0,3210.0,1.0,3908.0,593.0
2019-01-08 07:00:00,90544.0,34189360.0,377.59939918713553,23967.0,24305.0,92.0,34648.0,3034.0,1.0,3897.0,600.0
2019-01-08 08:00:00,90408.0,34212580.0,378.424254490753,23979.0,24223.0,145.0,34659.0,2357.0,36.0,4404.0,605.0
2019-01-08 09:00:00,89023.0,32747020.0,367.8489828471294,23012.0,22773.0,272.0,34565.0,2359.0,98.0,5354.0,590.0
2019-01-08 10:00:00,88763.0,32262480.0,363.46766107499747,22642.0,22486.0,272.0,34549.0,2210.0,202.0,5814.0,588.0
2019-01-08 11:00:00,88561.0,32265360.0,364.3292194080916,22831.0,22039.0,270.0,34558.0,1989.0,367.0,5909.0,598.0
2019-01-08 12:00:00,86429.0,30628980.0,354.3831352902382,21806.0,20535.0,268.0,34584.0,2007.0,419.0,6210.0,600.0
2019-01-08 13:00:00,86585.0,30628480.0,353.73886931916616,21747.0,20651.0,291.0,34602.0,2031.0,399.0,6278.0,586.0
2019-01-08 14:00:00,85764.0,29559480.0,344.6606967958584,20718.0,20397.0,339.0,34590.0,2147.0,358.0,6618.0,597.0
2019-01-08 15:00:00,85376.0,29035240.0,340.08667541229386,19892.0,21014.0,376.0,34595.0,2118.0,269.0,6520.0,592.0
2019-01-08 16:00:00,86088.0,29986020.0,348.31823250627264,20970.0,20726.0,396.0,34583.0,2332.0,87.0,6403.0,591.0
2019-01-08 17:00:00,91014.0,32799780.0,360.38169951875534,23133.0,22362.0,402.0,34608.0,3396.0,1.0,6518.0,594.0
2019-01-08 18:00:00,93262.0,33811960.0,362.5480903261779,23598.0,23696.0,399.0,34602.0,3845.0,1.0,6529.0,592.0
2019-01-08 19:00:00,92330.0,33363880.0,361.354705946063,23465.0,22919.0,408.0,34615.0,3628.0,1.0,6700.0,594.0
2019-01-08 20:00:00,90790.0,32879940.0,362.15376142747,23295.0,22172.0,400.0,34618.0,2798.0,1.0,6908.0,598.0
2019-01-08 21:00:00,88420.0,31908760.0,360.8771771092513,22617.0,21445.0,400.0,34633.0,2162.0,1.0,6566.0,596.0
2019-01-08 22:00:00,84307.0,29411940.0,348.8671166095342,21160.0,19242.0,209.0,34635.0,2161.0,1.0,6290.0,609.0
2019-01-08 23:00:00,79248.0,25943300.0,327.36851403189985,19144.0,15754.0,209.0,34634.0,2131.0,1.0,6806.0,569.0
2019-01-09 00:00:00,80811.0,28788540.0,356.2453131380629,20121.0,20448.0,79.0,34050.0,1968.0,1.0,3546.0,598.0
2019-01-09 01:00:00,77621.0,24146620.0,311.0835985107123,17319.0,15740.0,214.0,34629.0,1998.0,1.0,7160.0,560.0
2019-01-09 02:00:00,77787.0,23928240.0,307.6123259670639,16704.0,16651.0,217.0,34660.0,1991.0,1.0,7004.0,559.0
2019-01-09 03:00:00,77460.0,23881320.0,308.3051897753679,16750.0,16456.0,221.0,34658.0,1937.0,1.0,6897.0,540.0
2019-01-09 04:00:00,78439.0,24498260.0,312.32244164255025,17231.0,16819.0,222.0,34660.0,2000.0,1.0,6977.0,529.0
2019-01-09 05:00:00,82657.0,27489520.0,332.5734057611576,19209.0,19245.0,225.0,34660.0,1961.0,1.0,6782.0,574.0
2019-01-09 06:00:00,88609.0,31609720.0,356.7326118114413,22262.0,21883.0,225.0,34659.0,2750.0,1.0,6226.0,603.0
2019-01-09 07:00:00,93538.0,34756300.0,371.5741196091428,24640.0,23805.0,223.0,34688.0,2724.0,1.0,6839.0,618.0
2019-01-09 08:00:00,94189.0,35010100.0,371.70051704551486,24541.0,24606.0,220.0,34677.0,2631.0,155.0,6717.0,642.0
