Data Year,U.S. nameplate capacity (MW),U.S. annual heat input from combustion (GJ),U.S. ozone season heat input from combustion (GJ),U.S. total annual heat input (GJ),U.S. total ozone season heat input (GJ),U.S. annual net generation (MWh),U.S. annual net generation (GJ),U.S. ozone season net generation (MWh),U.S. ozone season net generation (GJ),U.S. annual nonbaseload generation (MWh),U.S. annual nonbaseload generation (GJ),U.S. annual NOx emissions (metric tons),U.S. ozone season NOx emissions (metric tons),U.S. annual SO2 emissions (metric tons),U.S. annual CO2 emissions (metric tons),U.S. annual CH4 emissions (kg),U.S. annual N2O emissions (kg),U.S. annual CO2 equivalent emissions (metric tons),U.S. annual Hg emissions (kg),U.S. annual NOx total output emission rate (kg/MWh),U.S. annual NOx total output emission rate (kg/GJ),U.S. ozone season NOx total output emission rate (kg/MWh),U.S. ozone season NOx total output emission rate (kg/GJ),U.S. annual SO2 total output emission rate (kg/MWh),U.S. annual SO2 total output emission rate (kg/GJ),U.S. annual CO2 total output emission rate (kg/MWh),U.S. annual CO2 total output emission rate (kg/GJ),U.S. annual CH4 total output emission rate (kg/MWh),U.S. annual CH4 total output emission rate (kg/GJ),U.S. annual N2O total output emission rate (kg/MWh),U.S. annual N2O total output emission rate (kg/GJ),U.S. annual CO2 equivalent total output emission rate (kg/MWh),U.S. annual CO2 equivalent total output emission rate (kg/GJ),U.S. annual Hg total output emission rate (kg/MWh),U.S. annual Hg total output emission rate (kg/GJ),U.S. annual NOx input emission rate (kg/GJ),U.S. ozone season NOx input emission rate (kg/GJ),U.S. annual SO2 input emission rate (kg/GJ),U.S. annual CO2 input emission rate (kg/GJ),U.S. annual CH4 input emission rate (kg/GJ),U.S. annual N2O input emission rate (kg/GJ),U.S. annual CO2 equivalent input emission rate (kg/GJ),U.S. annual Hg input emission rate (kg/GJ),U.S. annual NOx combustion output emission rate (kg/MWh),U.S. annual NOx combustion output emission rate (kg/GJ),U.S. ozone season NOx combustion output emission rate (kg/MWh),U.S. ozone season NOx combustion output emission rate (kg/GJ),U.S. annual SO2 combustion output emission rate (kg/MWh),U.S. annual SO2 combustion output emission rate (kg/GJ),U.S. annual CO2 combustion output emission rate (kg/MWh),U.S. annual CO2 combustion output emission rate (kg/GJ),U.S. annual CH4 combustion output emission rate (kg/MWh),U.S. annual CH4 combustion output emission rate (kg/GJ),U.S. annual N2O combustion output emission rate (kg/MWh),U.S. annual N2O combustion output emission rate (kg/GJ),U.S. annual CO2 equivalent combustion output emission rate (kg/MWh),U.S. annual CO2 equivalent combustion output emission rate (kg/GJ),U.S. annual Hg combustion output emission rate (kg/MWh),U.S. annual Hg combustion output emission rate (kg/GJ),U.S. annual NOx coal output emission rate (kg/MWh),U.S. annual NOx coal output emission rate (kg/GJ),U.S. annual NOx oil output emission rate (kg/MWh),U.S. annual NOx oil output emission rate (kg/GJ),U.S. annual NOx gas output emission rate (kg/MWh),U.S. annual NOx gas output emission rate (kg/GJ),U.S. annual NOx fossil fuel output emission rate (kg/MWh),U.S. annual NOx fossil fuel output emission rate (kg/GJ),U.S. ozone season NOx coal output emission rate (kg/MWh),U.S. ozone season NOx coal output emission rate (kg/GJ),U.S. ozone season NOx oil output emission rate (kg/MWh),U.S. ozone season NOx oil output emission rate (kg/GJ),U.S. ozone season NOx gas output emission rate (kg/MWh),U.S. ozone season NOx gas output emission rate (kg/GJ),U.S. ozone season NOx fossil fuel output emission rate (kg/MWh),U.S. ozone season NOx fossil fuel output emission rate (kg/GJ),U.S. annual SO2 coal output emission rate (kg/MWh),U.S. annual SO2 coal output emission rate (kg/GJ),U.S. annual SO2 oil output emission rate (kg/MWh),U.S. annual SO2 oil output emission rate (kg/GJ),U.S. annual SO2 gas output emission rate (kg/MWh),U.S. annual SO2 gas output emission rate (kg/GJ),U.S. annual SO2 fossil fuel output emission rate (kg/MWh),U.S. annual SO2 fossil fuel output emission rate (kg/GJ),U.S. annual CO2 coal output emission rate (kg/MWh),U.S. annual CO2 coal output emission rate (kg/GJ),U.S. annual CO2 oil output emission rate (kg/MWh),U.S. annual CO2 oil output emission rate (kg/GJ),U.S. annual CO2 gas output emission rate (kg/MWh),U.S. annual CO2 gas output emission rate (kg/GJ),U.S. annual CO2 fossil fuel output emission rate (kg/MWh),U.S. annual CO2 fossil fuel output emission rate (kg/GJ),U.S. annual CH4 coal output emission rate (kg/MWh),U.S. annual CH4 coal output emission rate (kg/GJ),U.S. annual CH4 oil output emission rate (kg/MWh),U.S. annual CH4 oil output emission rate (kg/GJ),U.S. annual CH4 gas output emission rate (kg/MWh),U.S. annual CH4 gas output emission rate (kg/GJ),U.S. annual CH4 fossil fuel output emission rate (kg/MWh),U.S. annual CH4 fossil fuel output emission rate (kg/GJ),U.S. annual N2O coal output emission rate (kg/MWh),U.S. annual N2O coal output emission rate (kg/GJ),U.S. annual N2O oil output emission rate (kg/MWh),U.S. annual N2O oil output emission rate (kg/GJ),U.S. annual N2O gas output emission rate (kg/MWh),U.S. annual N2O gas output emission rate (kg/GJ),U.S. annual N2O fossil fuel output emission rate (kg/MWh),U.S. annual N2O fossil fuel output emission rate (kg/GJ),U.S. annual CO2 equivalent coal output emission rate (kg/MWh),U.S. annual CO2 equivalent coal output emission rate (kg/GJ),U.S. annual CO2 equivalent oil output emission rate (kg/MWh),U.S. annual CO2 equivalent oil output emission rate (kg/GJ),U.S. annual CO2 equivalent gas output emission rate (kg/MWh),U.S. annual CO2 equivalent gas output emission rate (kg/GJ),U.S. annual CO2 equivalent fossil fuel output emission rate (kg/MWh),U.S. annual CO2 equivalent fossil fuel output emission rate (kg/GJ),U.S. annual Hg coal output emission rate (kg/MWh),U.S. annual Hg coal output emission rate (kg/GJ),U.S. annual Hg fossil fuel output emission rate (kg/MWh),U.S. annual Hg fossil fuel output emission rate (kg/GJ),U.S. annual NOx coal input emission rate (kg/GJ),U.S. annual NOx oil input emission rate (kg/GJ),U.S. annual NOx gas input emission rate (kg/GJ),U.S. annual NOx fossil fuel input emission rate (kg/GJ),U.S. ozone season NOx coal input emission rate (kg/GJ),U.S. ozone season NOx oil input emission rate (kg/GJ),U.S. ozone season NOx gas input emission rate (kg/GJ),U.S. ozone season NOx fossil fuel input emission rate (kg/GJ),U.S. annual SO2 coal input emission rate (kg/GJ),U.S. annual SO2 oil input emission rate (kg/GJ),U.S. annual SO2 gas input emission rate (kg/GJ),U.S. annual SO2 fossil fuel input emission rate (kg/GJ),U.S. annual CO2 coal input emission rate (kg/GJ),U.S. annual CO2 oil input emission rate (kg/GJ),U.S. annual CO2 gas input emission rate (kg/GJ),U.S. annual CO2 fossil fuel input emission rate (kg/GJ),U.S. annual CH4 coal input emission rate (kg/GJ),U.S. annual CH4 oil input emission rate (kg/GJ),U.S. annual CH4 gas input emission rate (kg/GJ),U.S. annual CH4 fossil fuel input emission rate (kg/GJ),U.S. annual N2O coal input emission rate (kg/GJ),U.S. annual N2O oil input emission rate (kg/GJ),U.S. annual N2O gas input emission rate (kg/GJ),U.S. annual N2O fossil fuel input emission rate (kg/GJ),U.S. annual CO2 equivalent coal input emission rate (kg/GJ),U.S. annual CO2 equivalent oil input emission rate (kg/GJ),U.S. annual CO2 equivalent gas input emission rate (kg/GJ),U.S. annual CO2 equivalent fossil fuel input emission rate (kg/GJ),U.S. annual Hg coal input emission rate (kg/GJ),U.S. annual Hg fossil fuel input emission rate (kg/GJ),U.S. annual NOx non-baseload output emission rate (kg/MWh),U.S. annual NOx non-baseload output emission rate (kg/GJ),U.S. ozone season NOx non-baseload output emission rate (kg/MWh),U.S. ozone season NOx non-baseload output emission rate (kg/GJ),U.S. annual SO2 non-baseload output emission rate (kg/MWh),U.S. annual SO2 non-baseload output emission rate (kg/GJ),U.S. annual CO2 non-baseload output emission rate (kg/MWh),U.S. annual CO2 non-baseload output emission rate (kg/GJ),U.S. annual CH4 non-baseload output emission rate (kg/MWh),U.S. annual CH4 non-baseload output emission rate (kg/GJ),U.S. annual N2O non-baseload output emission rate (kg/MWh),U.S. annual N2O non-baseload output emission rate (kg/GJ),U.S. annual CO2 equivalent non-baseload output emission rate (kg/MWh),U.S. annual CO2 equivalent non-baseload output emission rate (kg/GJ),U.S. annual Hg non-baseload output emission rate (kg/MWh),U.S. annual Hg non-baseload output emission rate (kg/GJ),U.S. annual coal net generation (MWh),U.S. annual coal net generation (GJ),U.S. annual oil net generation (MWh),U.S. annual oil net generation (GJ),U.S. annual gas net generation (MWh),U.S. annual gas net generation (GJ),U.S. annual nuclear net generation (MWh),U.S. annual nuclear net generation (GJ),U.S. annual hydro net generation (MWh),U.S. annual hydro net generation (GJ),U.S. annual biomass net generation (MWh),U.S. annual biomass net generation (GJ),U.S. annual wind net generation (MWh),U.S. annual wind net generation (GJ),U.S. annual solar net generation (MWh),U.S. annual solar net generation (GJ),U.S. annual geothermal net generation (MWh),U.S. annual geothermal net generation (GJ),U.S. annual other fossil net generation (MWh),U.S. annual other fossil net generation (GJ),U.S. annual other unknown/ purchased fuel net generation (MWh),U.S. annual other unknown/ purchased fuel net generation (GJ),U.S. annual total nonrenewables net generation (MWh),U.S. annual total nonrenewables net generation (GJ),U.S. annual total renewables net generation (MWh),U.S. annual total renewables net generation (GJ),U.S. annual total nonrenewable other unknown/purchased net generation (MWh),U.S. annual total nonrenewable other unknown/purchased net generation (GJ),U.S. annual total nonhydro renewables net generation (MWh),U.S. annual total nonhydro renewables net generation (GJ),U.S. annual total combustion net generation (MWh),U.S. annual total combustion net generation (GJ),U.S. annual total noncombustion net generation (MWh),U.S. annual total noncombustion net generation (GJ),U.S. annual total noncombustion other unknown/purchased net generation (MWh),U.S. annual total noncombustion other unknown/purchased net generation (GJ),U.S. coal generation percent (resource mix),U.S. oil generation percent (resource mix),U.S. gas generation percent (resource mix),U.S. nuclear generation percent (resource mix),U.S. hydro generation percent (resource mix),U.S. biomass generation percent (resource mix),U.S. wind generation percent (resource mix),U.S. solar generation percent (resource mix),U.S. geothermal generation percent (resource mix),U.S. other fossil generation percent (resource mix),U.S. other unknown/ purchased fuel generation percent (resource mix),U.S. total nonrenewables generation percent (resource mix),U.S. total renewables generation percent (resource mix),U.S. total renewables other unknown/purchased generation percent (resource mix),U.S. total nonhydro renewables generation percent (resource mix),U.S. total combustion generation percent (resource mix),U.S. total noncombustion generation percent (resource mix),U.S. total noncombustion other unknown/purchased generation percent (resource mix),U.S. annual nonbaseload coal net generation (MWh),U.S. annual nonbaseload coal net generation (GJ),U.S. annual nonbaseload oil net generation (MWh),U.S. annual nonbaseload oil net generation (GJ),U.S. annual nonbaseload gas net generation (MWh),U.S. annual nonbaseload gas net generation (GJ),U.S. annual nonbaseload nuclear net generation (MWh),U.S. annual nonbaseload nuclear net generation (GJ),U.S. annual nonbaseload hydro net generation (MWh),U.S. annual nonbaseload hydro net generation (GJ),U.S. annual nonbaseload biomass net generation (MWh),U.S. annual nonbaseload biomass net generation (GJ),U.S. annual nonbaseload wind net generation (MWh),U.S. annual nonbaseload wind net generation (GJ),U.S. annual nonbaseload solar net generation (MWh),U.S. annual nonbaseload solar net generation (MWh).1,U.S. annual nonbaseload geothermal net generation (MWh),U.S. annual nonbaseload geothermal net generation (GJ),U.S. annual nonbaseload other fossil net generation (MWh),U.S. annual nonbaseload other fossil net generation (GJ),U.S. annual nonbaseload other unknown/ purchased fuel net generation (MWh),U.S. annual nonbaseload other unknown/ purchased fuel net generation (GJ),U.S. nonbaseload coal generation percent (resource mix),U.S. nonbaseload oil generation percent (resource mix),U.S. nonbaseload gas generation percent (resource mix),U.S. nonbaseload nuclear generation percent (resource mix),U.S. nonbaseload hydro generation percent (resource mix),U.S. nonbaseload biomass generation percent (resource mix),U.S. nonbaseload wind generation percent (resource mix),U.S. nonbaseload solar generation percent (resource mix),U.S. nonbaseload geothermal generation percent (resource mix),U.S. nonbaseload other fossil generation percent (resource mix),U.S. nonbaseload other unknown/ purchased fuel generation percent (resource mix)
YEAR,USNAMEPCAP,USHTIAN,USHTIOZ,USHTIANT,USHTIOZT,USNGENAN,USNGENAN2,USNGENOZ,USNGENOZ2,USNGENNB,USNGENNB2,USNOXAN,USNOXOZ,USSO2AN,USCO2AN,USCH4AN,USN2OAN,USCO2EQA,USHGAN,USNOXRTA,USNOXRTA2,USNOXRTO,USNOXRTO2,USSO2RTA,USSO2RTA2,USCO2RTA,USCO2RTA2,USCH4RTA,USCH4RTA2,USN2ORTA,USN2ORTA2,USC2ERTA,USC2ERTA2,USHGRTA,USHGRTA2,USNOXRA,USNOXRO,USSO2RA,USCO2RA,USCH4RA,USN2ORA,USC2ERA,USHGRA,USNOXCRT,USNOXCRT2,USNOXCRO,USNOXCRO2,USSO2CRT,USSO2CRT2,USCO2CRT,USCO2CRT2,USCH4CRT,USCH4CRT2,USN2OCRT,USN2OCRT2,USC2ECRT,USC2ECRT2,USHGCRT,USHGCRT2,USCNOXRT,USCNOXRT2,USONOXRT,USONOXRT2,USGNOXRT,USGNOXRT2,USFSNXRT,USFSNXRT2,USCNXORT,USCNXORT2,USONXORT,USONXORT2,USGNXORT,USGNXORT2,USFSNORT,USFSNORT2,USCSO2RT,USCSO2RT2,USOSO2RT,USOSO2RT2,USGSO2RT,USGSO2RT2,USFSS2RT,USFSS2RT2,USCCO2RT,USCCO2RT2,USOCO2RT,USOCO2RT2,USGCO2RT,USGCO2RT2,USFSC2RT,USFSC2RT2,USCCH4RT,USCCH4RT2,USOCH4RT,USOCH4RT2,USGCH4RT,USGCH4RT,USFCH4RT,USFCH4RT2,USCN2ORT,USCN2ORT2,USON2ORT,USON2ORT2,USGN2ORT,USGN2ORT2,USFN2ORT,USFN2ORT2,USCC2ERT,USCC2ERT2,USOC2ERT,USOC2ERT2,USGC2ERT,USGC2ERT2,USFSC2ERT,USFSC2ERT2,USCHGRT,USCHGRT2,USFSHGRT,USFSHGRT2,USCNOXR,USONOXR,USGNOXR,USFSNXR,USCNXOR,USONXOR,USGNXOR,USFSNOR,USCSO2R,USOSO2R,USGSO2R,USFSS2R,USCCO2R,USOCO2R,USGCO2R,USFSC2R,USCCH4R,USOCH4R,USGCH4R,USFCH4R,USCN2OR,USON2OR,USGN2OR,USFN2OR,USCC2ER,USOC2ER,USGC2ER,USFSC2ER,USCHGR,USFSHGR,USNBNOX,USNBNOX2,USNBNXO,USNBNXO2,USNBSO2,USNBSO22,USNBCO2,USNBCO22,USNBCH4,USNBCH4,USNBN2O,USNBN2O,USNBC2E,USNBC2E,USNBHG,USNBHG,USGENACL,USGENACL2,USGENAOL,USGENAOL2,USGENAGS,USGENAGS2,USGENANC,USGENANC2,USGENAHY,USGENAHY2,USGENABM,USGENABM2,USGENAWI,USGENAWI2,USGENASO,USGENASO2,USGENAGT,USGENAGT2,USGENAOF,USGENAOF2,USGENAOP,USGENAOP2,USGENATN,USGENATN2,USGENATR,USGENATR2,USGENATO,USGENATO2,USGENATH,USGENATH2,USGENACY,USGENACY2,USGENACN,USGENACN2,USGENACNO,USGENACNO2,USCLPR,USOLPR,USGSPR,USNCPR,USHYPR,USBMPR,USWIPR,USSOPR,USGTPR,USOFPR,USOPPR,USTNPR,USTRPR,USTOPR,USTHPR,USCYPR,USCNPR,USCOPR,USNBGNCL,USNBGNCL2,USNBGNOL,USNBGNOL2,USNBGNGS,USNBGNGS2,USNBGNNC,USNBGNNC2,USNBGNHY,USNBGNHY2,USNBGNBM,USNBGNBM2,USNBGNWI,USNBGNWI2,USNBGNSO,USNBGNSO2,USNBGNGT,USNBGNGT2,USNBGNOF,USNBGNOF2,USNBGNOP,USNBGNOP2,USNBCLPR,USNBOLPR,USNBGSPR,USNBNCPR,USNBHYPR,USNBBMPR,USNBWIPR,USNBSOPR,USNBGTPR,USNBOFPR,USNBOPPR
2023,1303568.8,23095598570.0651,11092356283.811,34771249061.6702,16026103784.5143,4190970937.357,15087495374.4852,1898218225.612,6833585612.2032,4347119111.8788,4347119111.8788,859560.5674656,389994.3364464,682685.059896,1458483971.96658,107455209.43117,15005564.0545608,1465469192.30534,--,0.2050272,0.056952,0.2054808,0.057078,0.1628424,0.045234,348.0060024,96.668334,0.0258552,0.007182,0.0036288,0.001008,349.6729824,97.131384,--,--,0.0374013,0.0352518,0.0296631,63.148011,0.0047289,0.0008598,63.4506606,--,0.3338496,0.092736,0.3347568,0.092988,0.265356,0.07371,566.802684,157.44519,0.0258552,0.007182,0.0036288,0.001008,569.51748,158.1993,--,--,0.6060096,0.168336,2.1255696,0.590436,0.1896048,0.052668,0.322056,0.08946,0.5425056,0.150696,2.0248704,0.562464,0.1959552,0.054432,0.3075408,0.085428,0.825552,0.22932,2.1174048,0.588168,0.0149688,0.004158,0.2571912,0.071442,1010.6044704,280.723464,705.2155488,195.893208,407.7700704,113.269464,576.1894824,160.052634,0.11308248,0.0314118,0.03646944,0.0101304,0.00852768,0.0023688,0.03751272,0.0104202,0.01642032,0.0045612,0.00630504,0.0017514,0.0009072,0.000252,0.0052164,0.001449,1018.125612,282.81267,707.9049432,196.640262,408.2527008,113.403528,578.6271288,160.729758,--,--,--,--,0.0533076,0.2033427,0.0236445,0.0361116,0.0477189,0.1947447,0.0240744,0.0339621,0.0722232,0.2024829,0.0017196,0.0288033,88.6544079,67.3967127,51.1155399,64.4445894,0.00993069,0.00348219,0.00107475,0.00421302,0.00146166,0.00060186,0.00012897,0.00060186,89.3143044,67.6537929,51.1761558,64.717146,--,--,0.4168584,0.115794,0.394632,0.10962,0.3102624,0.086184,622.5555672,172.932102,0.0462672,0.012852,0.0063504,0.001764,625.5860688,173.773908,--,--,674702091.564,2428927529.6304,23005568.56,82820046.816,1809177398.984,6513038636.3424,774873169,2789543408.4,238970131.97,860292475.092,47122300.829,169640282.9844,419958724.48,1511851408.128,165066936,594240969.6,16367398,58922632.8,19169271.316,69009376.7376,2557947.773,9208611.9828,3300927499.424,11883338997.9264,887485491.279,3194947768.6044,2557947.773,9208611.9828,648515359.309,2334655293.5124,2573176631.253,9263435872.5108,1615236359.45,5814850894.02,2557947.773,9208611.9828,0.161,0.005,0.432,0.185,0.057,0.011,0.1,0.039,0.004,0.005,0.001,0.788,0.212,0.001,0.155,0.614,0.385,0.001,383488372.082,1380558139.4952,17237854.92,62056277.712,779565623.506,2806436244.6216,0,0,0,0,19621598.395,70637754.222,0,0,0,0,0,0,4350911.345,15663280.842,3268726.375,11767414.95,0.318,0.014,0.646,0,0,0.016,0,0,0,0.004,0.003
