Data Year,U.S. nameplate capacity (MW),U.S. annual heat input from combustion (MMBtu),U.S. ozone season heat input from combustion (MMBtu),U.S. total annual heat input (MMBtu),U.S. total ozone season heat input (MMBtu),U.S. annual net generation (MWh),U.S. ozone season net generation (MWh),U.S. annual nonbaseload generation (MWh),U.S. annual NOx emissions (tons),U.S. ozone season NOx emissions (tons),U.S. annual SO2 emissions (tons),U.S. annual CO2 emissions (tons),U.S. annual CH4 emissions (lbs),U.S. annual N2O emissions (lbs),U.S. annual CO2 equivalent emissions (tons),U.S. annual Hg emissions (lbs),U.S. annual NOx total output emission rate (lb/MWh),U.S. ozone season NOx total output emission rate (lb/MWh),U.S. annual SO2 total output emission rate (lb/MWh),U.S. annual CO2 total output emission rate (lb/MWh),U.S. annual CH4 total output emission rate (lb/MWh),U.S. annual N2O total output emission rate (lb/MWh),U.S. annual CO2 equivalent total output emission rate (lb/MWh),U.S. annual Hg total output emission rate (lb/MWh),U.S. annual NOx input emission rate (lb/MMBtu),U.S. ozone season NOx input emission rate (lb/MMBtu),U.S. annual SO2 input emission rate (lb/MMBtu),U.S. annual CO2 input emission rate (lb/MMBtu),U.S. annual CH4 input emission rate (lb/MMBtu),U.S. annual N2O input emission rate (lb/MMBtu),U.S. annual CO2 equivalent input emission rate (lb/MMBtu),U.S. annual Hg input emission rate (lb/MMBtu),U.S. annual NOx combustion output emission rate (lb/MWh),U.S. ozone season NOx combustion output emission rate (lb/MWh),U.S. annual SO2 combustion output emission rate (lb/MWh),U.S. annual CO2 combustion output emission rate (lb/MWh),U.S. annual CH4 combustion output emission rate (lb/MWh),U.S. annual N2O combustion output emission rate (lb/MWh),U.S. annual CO2 equivalent combustion output emission rate (lb/MWh),U.S. annual Hg combustion output emission rate (lb/MWh),U.S. annual NOx coal output emission rate (lb/MWh),U.S. annual NOx oil output emission rate (lb/MWh),U.S. annual NOx gas output emission rate (lb/MWh),U.S. annual NOx fossil fuel output emission rate (lb/MWh),U.S. ozone season NOx coal output emission rate (lb/MWh),U.S. ozone season NOx oil output emission rate (lb/MWh),U.S. ozone season NOx gas output emission rate (lb/MWh),U.S. ozone season NOx fossil fuel output emission rate (lb/MWh),U.S. annual SO2 coal output emission rate (lb/MWh),U.S. annual SO2 oil output emission rate (lb/MWh),U.S. annual SO2 gas output emission rate (lb/MWh),U.S. annual SO2 fossil fuel output emission rate (lb/MWh),U.S. annual CO2 coal output emission rate (lb/MWh),U.S. annual CO2 oil output emission rate (lb/MWh),U.S. annual CO2 gas output emission rate (lb/MWh),U.S. annual CO2 fossil fuel output emission rate (lb/MWh),U.S. annual CH4 coal output emission rate (lb/MWh),U.S. annual CH4 oil output emission rate (lb/MWh),U.S. annual CH4 gas output emission rate (lb/MWh),U.S. annual CH4 fossil fuel output emission rate (lb/MWh),U.S. annual N2O coal output emission rate (lb/MWh),U.S. annual N2O oil output emission rate (lb/MWh),U.S. annual N2O gas output emission rate (lb/MWh),U.S. annual N2O fossil fuel output emission rate (lb/MWh),U.S. annual CO2 equivalent coal output emission rate (lb/MWh),U.S. annual CO2 equivalent oil output emission rate (lb/MWh),U.S. annual CO2 equivalent gas output emission rate (lb/MWh),U.S. annual CO2 equivalent fossil fuel output emission rate (lb/MWh),U.S. annual Hg coal output emission rate (lb/MWh),U.S. annual Hg fossil fuel output emission rate (lb/MWh),U.S. annual NOx coal input emission rate (lb/MMBtu),U.S. annual NOx oil input emission rate (lb/MMBtu),U.S. annual NOx gas input emission rate (lb/MMBtu),U.S. annual NOx fossil fuel input emission rate (lb/MMBtu),U.S. ozone season NOx coal input emission rate (lb/MMBtu),U.S. ozone season NOx oil input emission rate (lb/MMBtu),U.S. ozone season NOx gas input emission rate (lb/MMBtu),U.S. ozone season NOx fossil fuel input emission rate (lb/MMBtu),U.S. annual SO2 coal input emission rate (lb/MMBtu),U.S. annual SO2 oil input emission rate (lb/MMBtu),U.S. annual SO2 gas input emission rate (lb/MMBtu),U.S. annual SO2 fossil fuel input emission rate (lb/MMBtu),U.S. annual CO2 coal input emission rate (lb/MMBtu),U.S. annual CO2 oil input emission rate (lb/MMBtu),U.S. annual CO2 gas input emission rate (lb/MMBtu),U.S. annual CO2 fossil fuel input emission rate (lb/MMBtu),U.S. annual CH4 coal input emission rate (lb/MMBtu),U.S. annual CH4 oil input emission rate (lb/MMBtu),U.S. annual CH4 gas input emission rate (lb/MMBtu),U.S. annual CH4 fossil fuel input emission rate (lb/MMBtu),U.S. annual N2O coal input emission rate (lb/MMBtu),U.S. annual N2O oil input emission rate (lb/MMBtu),U.S. annual N2O gas input emission rate (lb/MMBtu),U.S. annual N2O fossil fuel input emission rate (lb/MMBtu),U.S. annual CO2 equivalent coal input emission rate (lb/MMBtu),U.S. annual CO2 equivalent oil input emission rate (lb/MMBtu),U.S. annual CO2 equivalent gas input emission rate (lb/MMBtu),U.S. annual CO2 equivalent fossil fuel input emission rate (lb/MMBtu),U.S. annual Hg coal input emission rate (lb/MMBtu),U.S. annual Hg fossil fuel input emission rate (lb/MMBtu),U.S. annual NOx non-baseload output emission rate (lb/MWh),U.S. ozone season NOx non-baseload output emission rate (lb/MWh),U.S. annual SO2 non-baseload output emission rate (lb/MWh),U.S. annual CO2 non-baseload output emission rate (lb/MWh),U.S. annual CH4 non-baseload output emission rate (lb/MWh),U.S. annual N2O non-baseload output emission rate (lb/MWh),U.S. annual CO2 equivalent non-baseload output emission rate (lb/MWh),U.S. annual Hg non-baseload output emission rate (lb/MWh),U.S. annual coal net generation (MWh),U.S. annual oil net generation (MWh),U.S. annual gas net generation (MWh),U.S. annual nuclear net generation (MWh),U.S. annual hydro net generation (MWh),U.S. annual biomass net generation (MWh),U.S. annual wind net generation (MWh),U.S. annual solar net generation (MWh),U.S. annual geothermal net generation (MWh),U.S. annual other fossil net generation (MWh),U.S. annual other unknown/ purchased fuel net generation (MWh),U.S. annual total nonrenewables net generation (MWh),U.S. annual total renewables net generation (MWh),U.S. annual total nonrenewable other unknown/purchased net generation (MWh),U.S. annual total nonhydro renewables net generation (MWh),U.S. annual total combustion net generation (MWh),U.S. annual total noncombustion net generation (MWh),U.S. annual total noncombustion other unknown/purchased net generation (MWh),U.S. coal generation percent (resource mix),U.S. oil generation percent (resource mix),U.S. gas generation percent (resource mix),U.S. nuclear generation percent (resource mix),U.S. hydro generation percent (resource mix),U.S. biomass generation percent (resource mix),U.S. wind generation percent (resource mix),U.S. solar generation percent (resource mix),U.S. geothermal generation percent (resource mix),U.S. other fossil generation percent (resource mix),U.S. other unknown/ purchased fuel generation percent (resource mix),U.S. total nonrenewables generation percent (resource mix),U.S. total renewables generation percent (resource mix),U.S. total nonrenewables other unknown/purchased generation percent (resource mix),U.S. total nonhydro renewables generation percent (resource mix),U.S. total combustion generation percent (resource mix),U.S. total noncombustion generation percent (resource mix),U.S. total noncombustion other unknown/purchased generation percent (resource mix),U.S. annual nonbaseload coal net generation (MWh),U.S. annual nonbaseload oil net generation (MWh),U.S. annual nonbaseload gas net generation (MWh),U.S. annual nonbaseload nuclear net generation (MWh),U.S. annual nonbaseload hydro net generation (MWh),U.S. annual nonbaseload biomass net generation (MWh),U.S. annual nonbaseload wind net generation (MWh),U.S. annual nonbaseload solar net generation (MWh),U.S. annual nonbaseload geothermal net generation (MWh),U.S. annual nonbaseload other fossil net generation (MWh),U.S. annual nonbaseload other unknown/ purchased fuel net generation (MWh),U.S. nonbaseload coal generation percent (resource mix),U.S. nonbaseload oil generation percent (resource mix),U.S. nonbaseload gas generation percent (resource mix),U.S. nonbaseload nuclear generation percent (resource mix),U.S. nonbaseload hydro generation percent (resource mix),U.S. nonbaseload biomass generation percent (resource mix),U.S. nonbaseload wind generation percent (resource mix),U.S. nonbaseload solar generation percent (resource mix),U.S. nonbaseload geothermal generation percent (resource mix),U.S. nonbaseload other fossil generation percent (resource mix),U.S. nonbaseload other unknown/ purchased fuel generation percent (resource mix)
YEAR,USNAMEPCAP,USHTIAN,USHTIOZ,USHTIANT,USHTIOZT,USNGENAN,USNGENOZ,USNGENNB,USNOXAN,USNOXOZ,USSO2AN,USCO2AN,USCH4AN,USN2OAN,USCO2EQA,USHGAN,USNOXRTA,USNOXRTO,USSO2RTA,USCO2RTA,USCH4RTA,USN2ORTA,USC2ERTA,USHGRTA,USNOXRA,USNOXRO,USSO2RA,USCO2RA,USCH4RA,USN2ORA,USC2ERA,USHGRA,USNOXCRT,USNOXCRO,USSO2CRT,USCO2CRT,USCH4CRT,USN2OCRT,USC2ECRT,USHGCRT,USCNOXRT,USONOXRT,USGNOXRT,USFSNXRT,USCNXORT,USONXORT,USGNXORT,USFSNORT,USCSO2RT,USOSO2RT,USGSO2RT,USFSS2RT,USCCO2RT,USOCO2RT,USGCO2RT,USFSC2RT,USCCH4RT,USOCH4RT,USGCH4RT,USFCH4RT,USCN2ORT,USON2ORT,USGN2ORT,USFN2ORT,USCC2ERT,USOC2ERT,USGC2ERT,USFSC2ERT,USCHGRT,USFSHGRT,USCNOXR,USONOXR,USGNOXR,USFSNXR,USCNXOR,USONXOR,USGNXOR,USFSNOR,USCSO2R,USOSO2R,USGSO2R,USFSS2R,USCCO2R,USOCO2R,USGCO2R,USFSC2R,USCCH4R,USOCH4R,USGCH4R,USFCH4R,USCN2OR,USON2OR,USGN2OR,USFN2OR,USCC2ER,USOC2ER,USGC2ER,USFSC2ER,USCHGR,USFSHGR,USNBNOX,USNBNXO,USNBSO2,USNBCO2,USNBCH4,USNBN2O,USNBC2E,USNBHG,USGENACL,USGENAOL,USGENAGS,USGENANC,USGENAHY,USGENABM,USGENAWI,USGENASO,USGENAGT,USGENAOF,USGENAOP,USGENATN,USGENATR,USGENATO,USGENATH,USGENACY,USGENACN,USGENACO,USCLPR,USOLPR,USGSPR,USNCPR,USHYPR,USBMPR,USWIPR,USSOPR,USGTPR,USOFPR,USOPPR,USTNPR,USTRPR,USTOPR,USTHPR,USCYPR,USCNPR,USCOPR,USNBGNCL,USNBGNOL,USNBGNGS,USNBGNNC,USNBGNHY,USNBGNBM,USNBGNWI,USNBGNSO,USNBGNGT,USNBGNOF,USNBGNOP,USNBCLPR,USNBOLPR,USNBGSPR,USNBNCPR,USNBHYPR,USNBBMPR,USNBWIPR,USNBSOPR,USNBGTPR,USNBOFPR,USNBOPPR
2023,1303568.8,21889487792.688,10513085284.628,32955406181.092,15189179968.263,4190970937.357,1898218225.612,1207533086.633,947487.398,429887.937,752518.805,1607676335.942,236894200.686,33081049.503,1615376093.811,--,0.452,0.453,0.359,767.209,0.057,0.008,770.884,--,0.087,0.082,0.069,146.89,0.011,0.002,147.594,--,0.736,0.738,0.585,1249.565,0.057,0.008,1255.55,--,1.336,4.686,0.418,0.71,1.196,4.464,0.432,0.678,1.82,4.668,0.033,0.567,2227.964,1554.708,898.964,1270.259,0.2493,0.0804,0.0188,0.0827,0.0362,0.0139,0.002,0.0115,2244.545,1560.637,900.028,1275.633,--,--,0.124,0.473,0.055,0.084,0.111,0.453,0.056,0.079,0.168,0.471,0.004,0.067,206.221,156.773,118.901,149.906,0.0231,0.0081,0.0025,0.0098,0.0034,0.0014,0.0003,0.0014,207.756,157.371,119.042,150.54,--,--,0.919,0.87,0.684,1372.477,0.102,0.014,1379.158,--,674702091.564,23005568.56,1809177398.984,774873169,238970131.97,47122300.829,419958724.48,165066936,16367398,19169271.316,2557947.773,3300927499.424,887485491.279,2557947.773,648515359.309,2573176631.253,1615236359.45,2557947.773,0.161,0.005,0.432,0.185,0.057,0.011,0.1,0.039,0.004,0.005,0.001,0.788,0.212,0.001,0.155,0.614,0.385,0.001,383488372.082,17237854.92,779565623.506,0,0,19621598.395,0,0,0,4350911.345,3268726.375,0.318,0.014,0.646,0,0,0.016,0,0,0,0.004,0.003
