stage,model_rmse,persistence_rmse,seasonal_rmse,uplift_vs_persistence,defensible
Stage1_CPU,0.0003904339521868023,0.00027935171872532,0.0006824995750504588,-0.3976429211473973,False
Stage5_CarbonIntensity,14.015087365086174,12.019410479286108,19.018467771790892,-0.16603783432135508,False
Stage6_Emissions,14404.682427617183,14105.802603331917,14165.861884835056,-0.021188430937965075,False
