stage,param_idx,params,fold,MAE,RMSE,MAPE,sMAPE,R2
stage1_cpu,1,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",1,0.00045494424329659466,0.0005874289935948911,5.2984517259586,5.130489148295532,0.6413978229591477
stage1_cpu,1,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",2,0.0005437465201537693,0.0007352513599083261,6.001714588435195,6.058464784399436,0.5655745364409178
stage1_cpu,1,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",3,0.0004548246858038573,0.0005652451490264481,5.381651107171356,5.30019525149392,0.4510104567114567
stage1_cpu,1,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",4,0.0003434851730037109,0.0004384980194531527,3.521952375082945,3.5921695010887413,0.628277453795391
stage1_cpu,1,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",5,0.0003117008215853198,0.00039527175163744585,3.5748355095663156,3.566328233467633,0.6830115927413847
stage1_cpu,2,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",1,0.00045520661586182854,0.0005872890021031767,5.302441553723546,5.136492757036794,0.6415687211356351
stage1_cpu,2,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",2,0.0005368140804261606,0.0007290201432161091,5.93187158494929,5.979560760072494,0.5729067999604454
stage1_cpu,2,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",3,0.0004481063524726831,0.0005591075067212982,5.298890310869384,5.222245279020868,0.46286799428096526
stage1_cpu,2,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",4,0.00035047012354302566,0.0004416670290498923,3.5958101704678542,3.6674601543109824,0.6228851878416448
stage1_cpu,2,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",5,0.000326385180720136,0.00040239367848609854,3.725124698049198,3.7283741879012275,0.6714858186680095
stage1_cpu,3,"{""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 400}",1,0.0004552556604512446,0.0005871617069772873,5.2893674744347035,5.134183329508206,0.6417240845421195
stage1_cpu,3,"{""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 400}",2,0.0005302633856079552,0.0007275231783818428,5.882383978225391,5.9155720993393475,0.574658979500702
stage1_cpu,3,"{""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 400}",3,0.0004533415904541985,0.000564792092612692,5.376440600264042,5.28614994942726,0.4518901583967526
stage1_cpu,3,"{""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 400}",4,0.00034192073896310827,0.00043312357788802394,3.501483058173664,3.5730224043427317,0.6373336319843864
stage1_cpu,3,"{""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 400}",5,0.00032610825325008586,0.0004012074263445631,3.7212251455695124,3.725528940496247,0.6734198760616328
stage5_ci,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.9}",1,8.342041310892064,11.681742033700973,2.4341699122592773,2.4429340537862543,0.7827772119616723
stage5_ci,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.9}",2,11.500755872395455,15.08762849793897,3.515237848128367,3.444389815934646,0.5962021277000655
stage5_ci,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.9}",3,7.561485608375051,10.1860104385839,2.3677074399018028,2.329072371507496,0.8692605023495862
stage5_ci,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.9}",4,6.514782897619843,8.765760163947157,1.9680023565579907,1.9494238241787216,0.886761279255529
stage5_ci,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.9}",5,8.571951485623188,11.018173437788693,2.546200748257863,2.5296638961843954,0.8594481261216865
stage5_ci,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 5, ""n_estimators"": 500, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.9}",1,8.488044949128446,11.79723020884453,2.4975472713710754,2.504120634272748,0.7784609602672977
stage5_ci,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 5, ""n_estimators"": 500, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.9}",2,11.431210041747189,15.269983201015707,3.4991261441221027,3.421590217070441,0.586382237480686
stage5_ci,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 5, ""n_estimators"": 500, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.9}",3,7.458702641428655,10.480252852850391,2.352701686326127,2.305250344315331,0.861598084851248
stage5_ci,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 5, ""n_estimators"": 500, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.9}",4,6.690292089548415,8.463635471570395,2.028991667630232,2.0088088748560495,0.8944326337421117
stage5_ci,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 5, ""n_estimators"": 500, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.9}",5,8.510007348905864,11.327630863493843,2.537664975650522,2.5147082751393737,0.851442149255125
