datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw
2/28/2020 5:00:00 AM,2/28/2020 12:00:00 AM,RTO,RTO,RTO,RTO,90518.685
2/28/2020 6:00:00 AM,2/28/2020 1:00:00 AM,RTO,RTO,RTO,RTO,88817.388
2/28/2020 7:00:00 AM,2/28/2020 2:00:00 AM,RTO,RTO,RTO,RTO,88351.122
2/28/2020 8:00:00 AM,2/28/2020 3:00:00 AM,RTO,RTO,RTO,RTO,88643.098
2/28/2020 9:00:00 AM,2/28/2020 4:00:00 AM,RTO,RTO,RTO,RTO,90580.349
2/28/2020 10:00:00 AM,2/28/2020 5:00:00 AM,RTO,RTO,RTO,RTO,95674.614
2/28/2020 11:00:00 AM,2/28/2020 6:00:00 AM,RTO,RTO,RTO,RTO,103293.402
2/28/2020 12:00:00 PM,2/28/2020 7:00:00 AM,RTO,RTO,RTO,RTO,106095.067
2/28/2020 1:00:00 PM,2/28/2020 8:00:00 AM,RTO,RTO,RTO,RTO,104618.133
2/28/2020 2:00:00 PM,2/28/2020 9:00:00 AM,RTO,RTO,RTO,RTO,102102.714
2/28/2020 3:00:00 PM,2/28/2020 10:00:00 AM,RTO,RTO,RTO,RTO,99526.531
2/28/2020 4:00:00 PM,2/28/2020 11:00:00 AM,RTO,RTO,RTO,RTO,97647.533
2/28/2020 5:00:00 PM,2/28/2020 12:00:00 PM,RTO,RTO,RTO,RTO,96223.049
2/28/2020 6:00:00 PM,2/28/2020 1:00:00 PM,RTO,RTO,RTO,RTO,94825.078
2/28/2020 7:00:00 PM,2/28/2020 2:00:00 PM,RTO,RTO,RTO,RTO,93759.965
2/28/2020 8:00:00 PM,2/28/2020 3:00:00 PM,RTO,RTO,RTO,RTO,93458.063
2/28/2020 9:00:00 PM,2/28/2020 4:00:00 PM,RTO,RTO,RTO,RTO,94947.042
2/28/2020 10:00:00 PM,2/28/2020 5:00:00 PM,RTO,RTO,RTO,RTO,97707.925
2/28/2020 11:00:00 PM,2/28/2020 6:00:00 PM,RTO,RTO,RTO,RTO,100856.855
2/29/2020 12:00:00 AM,2/28/2020 7:00:00 PM,RTO,RTO,RTO,RTO,101357.904
2/29/2020 1:00:00 AM,2/28/2020 8:00:00 PM,RTO,RTO,RTO,RTO,100056.272
2/29/2020 2:00:00 AM,2/28/2020 9:00:00 PM,RTO,RTO,RTO,RTO,97786.277
2/29/2020 3:00:00 AM,2/28/2020 10:00:00 PM,RTO,RTO,RTO,RTO,94082.748
2/29/2020 4:00:00 AM,2/28/2020 11:00:00 PM,RTO,RTO,RTO,RTO,90529.873
2/29/2020 5:00:00 AM,2/29/2020 12:00:00 AM,RTO,RTO,RTO,RTO,88057.254
2/29/2020 6:00:00 AM,2/29/2020 1:00:00 AM,RTO,RTO,RTO,RTO,86541.611
2/29/2020 7:00:00 AM,2/29/2020 2:00:00 AM,RTO,RTO,RTO,RTO,86120.492
2/29/2020 8:00:00 AM,2/29/2020 3:00:00 AM,RTO,RTO,RTO,RTO,86510.940
2/29/2020 9:00:00 AM,2/29/2020 4:00:00 AM,RTO,RTO,RTO,RTO,87621.291
2/29/2020 10:00:00 AM,2/29/2020 5:00:00 AM,RTO,RTO,RTO,RTO,90065.707
2/29/2020 11:00:00 AM,2/29/2020 6:00:00 AM,RTO,RTO,RTO,RTO,93623.394
2/29/2020 12:00:00 PM,2/29/2020 7:00:00 AM,RTO,RTO,RTO,RTO,96319.120
2/29/2020 1:00:00 PM,2/29/2020 8:00:00 AM,RTO,RTO,RTO,RTO,97081.539
2/29/2020 2:00:00 PM,2/29/2020 9:00:00 AM,RTO,RTO,RTO,RTO,96158.415
2/29/2020 3:00:00 PM,2/29/2020 10:00:00 AM,RTO,RTO,RTO,RTO,95116.187
2/29/2020 4:00:00 PM,2/29/2020 11:00:00 AM,RTO,RTO,RTO,RTO,94044.080
2/29/2020 5:00:00 PM,2/29/2020 12:00:00 PM,RTO,RTO,RTO,RTO,92581.670
2/29/2020 6:00:00 PM,2/29/2020 1:00:00 PM,RTO,RTO,RTO,RTO,90411.553
2/29/2020 7:00:00 PM,2/29/2020 2:00:00 PM,RTO,RTO,RTO,RTO,88632.467
2/29/2020 8:00:00 PM,2/29/2020 3:00:00 PM,RTO,RTO,RTO,RTO,87979.498
2/29/2020 9:00:00 PM,2/29/2020 4:00:00 PM,RTO,RTO,RTO,RTO,89066.070
2/29/2020 10:00:00 PM,2/29/2020 5:00:00 PM,RTO,RTO,RTO,RTO,92231.844
2/29/2020 11:00:00 PM,2/29/2020 6:00:00 PM,RTO,RTO,RTO,RTO,97123.045
3/1/2020 12:00:00 AM,2/29/2020 7:00:00 PM,RTO,RTO,RTO,RTO,98819.412
3/1/2020 1:00:00 AM,2/29/2020 8:00:00 PM,RTO,RTO,RTO,RTO,98346.893
3/1/2020 2:00:00 AM,2/29/2020 9:00:00 PM,RTO,RTO,RTO,RTO,96595.548
3/1/2020 3:00:00 AM,2/29/2020 10:00:00 PM,RTO,RTO,RTO,RTO,94056.650
3/1/2020 4:00:00 AM,2/29/2020 11:00:00 PM,RTO,RTO,RTO,RTO,90966.394
3/1/2020 5:00:00 AM,3/1/2020 12:00:00 AM,RTO,RTO,RTO,RTO,88613.988
3/1/2020 6:00:00 AM,3/1/2020 1:00:00 AM,RTO,RTO,RTO,RTO,87425.504
3/1/2020 7:00:00 AM,3/1/2020 2:00:00 AM,RTO,RTO,RTO,RTO,86872.922
3/1/2020 8:00:00 AM,3/1/2020 3:00:00 AM,RTO,RTO,RTO,RTO,87109.524
3/1/2020 9:00:00 AM,3/1/2020 4:00:00 AM,RTO,RTO,RTO,RTO,88013.315
3/1/2020 10:00:00 AM,3/1/2020 5:00:00 AM,RTO,RTO,RTO,RTO,90038.033
3/1/2020 11:00:00 AM,3/1/2020 6:00:00 AM,RTO,RTO,RTO,RTO,92816.977
3/1/2020 12:00:00 PM,3/1/2020 7:00:00 AM,RTO,RTO,RTO,RTO,93912.965
3/1/2020 1:00:00 PM,3/1/2020 8:00:00 AM,RTO,RTO,RTO,RTO,92148.232
3/1/2020 2:00:00 PM,3/1/2020 9:00:00 AM,RTO,RTO,RTO,RTO,89407.515
3/1/2020 3:00:00 PM,3/1/2020 10:00:00 AM,RTO,RTO,RTO,RTO,86288.387
3/1/2020 4:00:00 PM,3/1/2020 11:00:00 AM,RTO,RTO,RTO,RTO,83675.734
3/1/2020 5:00:00 PM,3/1/2020 12:00:00 PM,RTO,RTO,RTO,RTO,81264.391
3/1/2020 6:00:00 PM,3/1/2020 1:00:00 PM,RTO,RTO,RTO,RTO,79132.076
3/1/2020 7:00:00 PM,3/1/2020 2:00:00 PM,RTO,RTO,RTO,RTO,77480.092
3/1/2020 8:00:00 PM,3/1/2020 3:00:00 PM,RTO,RTO,RTO,RTO,77127.513
3/1/2020 9:00:00 PM,3/1/2020 4:00:00 PM,RTO,RTO,RTO,RTO,78827.342
3/1/2020 10:00:00 PM,3/1/2020 5:00:00 PM,RTO,RTO,RTO,RTO,82587.639
3/1/2020 11:00:00 PM,3/1/2020 6:00:00 PM,RTO,RTO,RTO,RTO,87993.451
3/2/2020 12:00:00 AM,3/1/2020 7:00:00 PM,RTO,RTO,RTO,RTO,90525.689
3/2/2020 1:00:00 AM,3/1/2020 8:00:00 PM,RTO,RTO,RTO,RTO,90150.558
3/2/2020 2:00:00 AM,3/1/2020 9:00:00 PM,RTO,RTO,RTO,RTO,87731.306
3/2/2020 3:00:00 AM,3/1/2020 10:00:00 PM,RTO,RTO,RTO,RTO,83987.888
3/2/2020 4:00:00 AM,3/1/2020 11:00:00 PM,RTO,RTO,RTO,RTO,80406.513
3/2/2020 5:00:00 AM,3/2/2020 12:00:00 AM,RTO,RTO,RTO,RTO,78081.615
3/2/2020 6:00:00 AM,3/2/2020 1:00:00 AM,RTO,RTO,RTO,RTO,77140.841
3/2/2020 7:00:00 AM,3/2/2020 2:00:00 AM,RTO,RTO,RTO,RTO,76709.275
3/2/2020 8:00:00 AM,3/2/2020 3:00:00 AM,RTO,RTO,RTO,RTO,77439.188
3/2/2020 9:00:00 AM,3/2/2020 4:00:00 AM,RTO,RTO,RTO,RTO,79833.411
3/2/2020 10:00:00 AM,3/2/2020 5:00:00 AM,RTO,RTO,RTO,RTO,85202.411
3/2/2020 11:00:00 AM,3/2/2020 6:00:00 AM,RTO,RTO,RTO,RTO,93319.442
3/2/2020 12:00:00 PM,3/2/2020 7:00:00 AM,RTO,RTO,RTO,RTO,96454.882
3/2/2020 1:00:00 PM,3/2/2020 8:00:00 AM,RTO,RTO,RTO,RTO,94114.981
3/2/2020 2:00:00 PM,3/2/2020 9:00:00 AM,RTO,RTO,RTO,RTO,91204.940
3/2/2020 3:00:00 PM,3/2/2020 10:00:00 AM,RTO,RTO,RTO,RTO,89008.501
3/2/2020 4:00:00 PM,3/2/2020 11:00:00 AM,RTO,RTO,RTO,RTO,87210.181
3/2/2020 5:00:00 PM,3/2/2020 12:00:00 PM,RTO,RTO,RTO,RTO,86057.737
3/2/2020 6:00:00 PM,3/2/2020 1:00:00 PM,RTO,RTO,RTO,RTO,85375.276
3/2/2020 7:00:00 PM,3/2/2020 2:00:00 PM,RTO,RTO,RTO,RTO,85060.385
3/2/2020 8:00:00 PM,3/2/2020 3:00:00 PM,RTO,RTO,RTO,RTO,85279.086
3/2/2020 9:00:00 PM,3/2/2020 4:00:00 PM,RTO,RTO,RTO,RTO,86761.221
3/2/2020 10:00:00 PM,3/2/2020 5:00:00 PM,RTO,RTO,RTO,RTO,88932.616
3/2/2020 11:00:00 PM,3/2/2020 6:00:00 PM,RTO,RTO,RTO,RTO,92052.698
3/3/2020 12:00:00 AM,3/2/2020 7:00:00 PM,RTO,RTO,RTO,RTO,91944.277
3/3/2020 1:00:00 AM,3/2/2020 8:00:00 PM,RTO,RTO,RTO,RTO,89922.195
3/3/2020 2:00:00 AM,3/2/2020 9:00:00 PM,RTO,RTO,RTO,RTO,86006.421
3/3/2020 3:00:00 AM,3/2/2020 10:00:00 PM,RTO,RTO,RTO,RTO,81007.239
3/3/2020 4:00:00 AM,3/2/2020 11:00:00 PM,RTO,RTO,RTO,RTO,76253.920
3/3/2020 5:00:00 AM,3/3/2020 12:00:00 AM,RTO,RTO,RTO,RTO,73167.484
3/3/2020 6:00:00 AM,3/3/2020 1:00:00 AM,RTO,RTO,RTO,RTO,71232.365
3/3/2020 7:00:00 AM,3/3/2020 2:00:00 AM,RTO,RTO,RTO,RTO,70567.282
3/3/2020 8:00:00 AM,3/3/2020 3:00:00 AM,RTO,RTO,RTO,RTO,70684.825
3/3/2020 9:00:00 AM,3/3/2020 4:00:00 AM,RTO,RTO,RTO,RTO,72467.617
3/3/2020 10:00:00 AM,3/3/2020 5:00:00 AM,RTO,RTO,RTO,RTO,77677.508
3/3/2020 11:00:00 AM,3/3/2020 6:00:00 AM,RTO,RTO,RTO,RTO,85198.360
3/3/2020 12:00:00 PM,3/3/2020 7:00:00 AM,RTO,RTO,RTO,RTO,89078.623
3/3/2020 1:00:00 PM,3/3/2020 8:00:00 AM,RTO,RTO,RTO,RTO,88731.064
3/3/2020 2:00:00 PM,3/3/2020 9:00:00 AM,RTO,RTO,RTO,RTO,88202.321
3/3/2020 3:00:00 PM,3/3/2020 10:00:00 AM,RTO,RTO,RTO,RTO,88116.739
3/3/2020 4:00:00 PM,3/3/2020 11:00:00 AM,RTO,RTO,RTO,RTO,87511.015
3/3/2020 5:00:00 PM,3/3/2020 12:00:00 PM,RTO,RTO,RTO,RTO,87042.720
3/3/2020 6:00:00 PM,3/3/2020 1:00:00 PM,RTO,RTO,RTO,RTO,87059.601
3/3/2020 7:00:00 PM,3/3/2020 2:00:00 PM,RTO,RTO,RTO,RTO,86011.615
3/3/2020 8:00:00 PM,3/3/2020 3:00:00 PM,RTO,RTO,RTO,RTO,85140.997
3/3/2020 9:00:00 PM,3/3/2020 4:00:00 PM,RTO,RTO,RTO,RTO,85385.315
3/3/2020 10:00:00 PM,3/3/2020 5:00:00 PM,RTO,RTO,RTO,RTO,87062.084
3/3/2020 11:00:00 PM,3/3/2020 6:00:00 PM,RTO,RTO,RTO,RTO,90112.522
3/4/2020 12:00:00 AM,3/3/2020 7:00:00 PM,RTO,RTO,RTO,RTO,91361.261
3/4/2020 1:00:00 AM,3/3/2020 8:00:00 PM,RTO,RTO,RTO,RTO,89953.475
3/4/2020 2:00:00 AM,3/3/2020 9:00:00 PM,RTO,RTO,RTO,RTO,86757.687
3/4/2020 3:00:00 AM,3/3/2020 10:00:00 PM,RTO,RTO,RTO,RTO,82101.233
3/4/2020 4:00:00 AM,3/3/2020 11:00:00 PM,RTO,RTO,RTO,RTO,77901.836
3/4/2020 5:00:00 AM,3/4/2020 12:00:00 AM,RTO,RTO,RTO,RTO,75053.894
3/4/2020 6:00:00 AM,3/4/2020 1:00:00 AM,RTO,RTO,RTO,RTO,73700.164
3/4/2020 7:00:00 AM,3/4/2020 2:00:00 AM,RTO,RTO,RTO,RTO,73279.234
3/4/2020 8:00:00 AM,3/4/2020 3:00:00 AM,RTO,RTO,RTO,RTO,73625.367
3/4/2020 9:00:00 AM,3/4/2020 4:00:00 AM,RTO,RTO,RTO,RTO,75832.983
3/4/2020 10:00:00 AM,3/4/2020 5:00:00 AM,RTO,RTO,RTO,RTO,81239.116
3/4/2020 11:00:00 AM,3/4/2020 6:00:00 AM,RTO,RTO,RTO,RTO,89597.465
3/4/2020 12:00:00 PM,3/4/2020 7:00:00 AM,RTO,RTO,RTO,RTO,92745.696
3/4/2020 1:00:00 PM,3/4/2020 8:00:00 AM,RTO,RTO,RTO,RTO,90919.771
3/4/2020 2:00:00 PM,3/4/2020 9:00:00 AM,RTO,RTO,RTO,RTO,88279.772
3/4/2020 3:00:00 PM,3/4/2020 10:00:00 AM,RTO,RTO,RTO,RTO,86614.100
3/4/2020 4:00:00 PM,3/4/2020 11:00:00 AM,RTO,RTO,RTO,RTO,85091.445
3/4/2020 5:00:00 PM,3/4/2020 12:00:00 PM,RTO,RTO,RTO,RTO,83895.246
3/4/2020 6:00:00 PM,3/4/2020 1:00:00 PM,RTO,RTO,RTO,RTO,83388.705
3/4/2020 7:00:00 PM,3/4/2020 2:00:00 PM,RTO,RTO,RTO,RTO,82742.639
3/4/2020 8:00:00 PM,3/4/2020 3:00:00 PM,RTO,RTO,RTO,RTO,82586.451
3/4/2020 9:00:00 PM,3/4/2020 4:00:00 PM,RTO,RTO,RTO,RTO,83644.689
3/4/2020 10:00:00 PM,3/4/2020 5:00:00 PM,RTO,RTO,RTO,RTO,85949.403
3/4/2020 11:00:00 PM,3/4/2020 6:00:00 PM,RTO,RTO,RTO,RTO,89722.838
3/5/2020 12:00:00 AM,3/4/2020 7:00:00 PM,RTO,RTO,RTO,RTO,91312.159
