stage,model_rmse,persistence_rmse,seasonal_rmse,uplift_vs_persistence,defensible
Stage1_CPU,0.0003977687971353906,0.00027935171872532,0.0006824995750504588,-0.42389958776844805,False
Stage5_CarbonIntensity,14.043226943471472,12.019410479286108,19.018467771790892,-0.16837901223800855,False
Stage6_Emissions,14419.756157513539,14132.051070199734,14191.96374716327,-0.020358339060951244,False
