timestamp,horizon_step,pred_cpu,pred_carbon_intensity,pred_it_power,pred_pue,pred_total_power,pred_emissions
2019-05-27 15:00:00,1,0.009307122611618123,341.2266845703125,75.52889384426896,1.233665356130581,74.91034196903684,25561.407630122776
2019-05-27 16:00:00,2,0.009413422632118182,342.8165588378906,75.70313216661827,1.255270671131606,74.87179136056157,25667.289868256226
2019-05-27 17:00:00,3,0.009531660332730355,345.6799011230469,75.89693776041008,1.2768765830166366,74.83315999490331,25868.319347763325
2019-05-27 18:00:00,4,0.009623397304324894,350.1596984863281,76.04730552095089,1.2876811698652162,74.81366496937474,26196.73036833343
2019-05-27 19:00:00,5,0.0097586005449518,352.3143615722656,76.26891964399817,1.3006479300272478,74.79012693353016,26349.635822495387
2019-05-27 20:00:00,6,0.009721252778456391,355.8987121582031,76.20770223174327,1.298486062638923,74.79412951554532,26619.13437157643
2019-05-27 21:00:00,7,0.009580711830715228,364.41748046875,75.97733897460932,1.300639035591536,74.79107229213969,27255.174126257683
2019-05-27 22:00:00,8,0.009629425273844186,363.9888916015625,76.05718607686504,1.2876814712636921,74.81363324879841,27231.331442915936
2019-05-27 23:00:00,9,0.009679993916909001,362.251953125,76.14007407152053,1.2596039996958455,74.862815824792,27119.201248968056
2019-05-28 00:00:00,10,0.009586878722551075,364.5503845214844,75.98744724065227,1.1991193439361276,74.96977753377725,27330.261227428637
2019-05-28 01:00:00,11,0.009616152415034225,362.19183349609375,76.0354302894159,1.1775208076207517,75.00766581177436,27167.164006628824
2019-05-28 02:00:00,12,0.009706766799925097,365.5331115722656,76.1839579974054,1.1537653383399964,75.04907283409315,27432.92111365966
2019-05-28 03:00:00,13,0.009638174807016009,345.5623474121094,76.07152759791097,1.1408019087403507,75.07221716174749,25942.131587845106
2019-05-28 04:00:00,14,0.009625263307765645,327.4027099609375,76.05036412157483,1.1170412631653883,75.1141134506687,24592.564300062237
2019-05-28 05:00:00,15,0.00961371637506829,331.1158142089844,76.03143733141985,1.1105606858187536,75.12557580411966,24875.26620029986
2019-05-28 06:00:00,16,0.009601808476786843,333.7247009277344,76.01191887592461,1.1062400904238394,75.13323612332174,25073.816754988395
2019-05-28 07:00:00,17,0.009531614244263782,336.04620361328125,75.89686221595537,1.1040765807122133,75.13735678053156,25249.623495634267
2019-05-28 08:00:00,18,0.00935123018553249,337.7798156738281,75.60119138142454,1.1040675615092768,75.13817291231292,25380.158196389286
2019-05-28 09:00:00,19,0.009270853636212092,341.2951965332031,75.46944469836717,1.101903542681811,75.14233675829492,25645.718591886398
2019-05-28 10:00:00,20,0.009396606099274311,356.3079833984375,75.67556787776255,1.1062298303049638,75.13416632919113,26770.903289076876
2019-05-28 11:00:00,21,0.009516174952025417,367.5329284667969,75.87155538755383,1.1235158087476014,75.1032057294662,27602.90113899503
2019-05-28 12:00:00,22,0.009585889221316833,368.935546875,75.98582533094611,1.123519294461066,75.10288486464519,27708.123899428032
2019-05-28 13:00:00,23,0.009626020978076029,369.0591125488281,76.05160603294189,1.1386413010489038,75.07607722109942,27707.510432866246
2019-05-28 14:00:00,24,0.009665447254368551,368.40948486328125,76.1162303689049,1.1494432723627184,75.05687527003009,27651.66475367934
