stage,model_rmse,persistence_rmse,seasonal_rmse,uplift_vs_persistence,defensible
Stage1_CPU,0.00039043395218680264,0.00027935171872532,0.0006824995750504588,-0.39764292114739846,False
Stage5_CarbonIntensity,14.015087365086174,12.019410479286108,19.018467771790892,-0.16603783432135508,False
Stage6_Emissions,533.9224543426959,436.05823166979684,714.0897509295711,-0.224429251795449,False
