timestamp,station,temperature_c,dew_point_c,sea_level_pressure_hpa,wind_speed_mps,visibility_m
2021-01-01 00:00:00,72403093738,5.0,-1.1,1027.3,3.6,16000.0
2021-01-01 00:52:00,72403093738,5.0,-1.7,1027.7,4.1,16093.0
2021-01-01 01:52:00,72403093738,5.0,-1.7,1028.3,4.6,16093.0
2021-01-01 02:52:00,72403093738,4.4,-1.7,1029.4,4.1,16093.0
2021-01-01 03:52:00,72403093738,4.4,-2.2,1029.8,5.7,16093.0
2021-01-01 04:52:00,72403093738,3.9,-2.2,1030.1,4.1,16093.0
2021-01-01 04:59:00,72403093738,,,,,
2021-01-01 05:52:00,72403093738,3.3,-2.8,1030.7,3.6,16093.0
2021-01-01 06:00:00,72403093738,3.3,-2.8,1030.7,3.6,16000.0
2021-01-01 06:52:00,72403093738,2.8,-2.8,1031.1,3.1,16093.0
2021-01-01 07:52:00,72403093738,2.8,-2.8,1031.5,4.1,16093.0
2021-01-01 08:52:00,72403093738,2.2,-3.3,1031.8,3.1,16093.0
2021-01-01 09:52:00,72403093738,2.2,-3.3,1032.3,3.1,16093.0
2021-01-01 10:52:00,72403093738,1.7,-3.9,1032.7,2.6,16093.0
2021-01-01 11:52:00,72403093738,1.7,-3.9,1032.5,2.1,16093.0
2021-01-01 12:00:00,72403093738,1.7,-3.9,1032.5,2.1,16000.0
2021-01-01 12:52:00,72403093738,1.7,-3.9,1032.9,2.6,16093.0
2021-01-01 13:52:00,72403093738,1.7,-3.9,1032.6,3.1,16093.0
2021-01-01 14:52:00,72403093738,2.2,-4.4,1032.0,1.5,16093.0
2021-01-01 15:52:00,72403093738,2.2,-3.3,1031.9,2.1,16093.0
2021-01-01 16:52:00,72403093738,1.7,-1.7,1030.1,1.5,12875.0
2021-01-01 17:46:00,72403093738,2.0,-2.0,,2.1,16093.0
2021-01-01 17:52:00,72403093738,1.7,-1.7,1028.3,1.5,16093.0
2021-01-01 18:00:00,72403093738,1.7,-1.7,1028.3,1.5,16000.0
2021-01-01 18:52:00,72403093738,1.7,-1.1,1026.9,1.5,16093.0
