date,gas_pct,gas_pct_lower,gas_pct_upper
2036-12-01,58.26013044810951,47.98107182961046,45.606065846864944
2037-01-01,58.17505087253442,47.07244950865006,45.41299605431847
2037-02-01,57.445695094723426,45.80120364675367,45.30899482635669
2037-03-01,57.72610436382628,53.54891787577184,45.182800892868926
2037-04-01,49.93114681006946,16.02211357364241,43.24043639795161
2037-05-01,52.40834659364755,28.78109152428846,43.6812660341331
2037-06-01,58.16358267019519,54.88990006022916,44.86956295710792
2037-07-01,60.54458877897273,63.999825882575024,45.051010665862734
2037-08-01,60.72415907883879,63.92357119882689,45.12334134747082
2037-09-01,60.07852829357261,58.2183887374014,45.20018631574036
2037-10-01,51.745065990671065,16.92940507233919,42.915273415481714
2037-11-01,56.213343710397666,35.36466087169659,43.823664590365794
2037-12-01,57.48216654757358,39.664721927309635,43.808144637852806
2038-01-01,57.381931189637655,38.019623300115036,43.61949675003524
2038-02-01,56.6687698680025,36.35880185147899,43.513402793123454
2038-03-01,56.94304273591065,45.79293616729521,43.386866218536476
2038-04-01,49.359064705059886,0.0,41.58338342161382
2038-05-01,51.75145627780592,10.844517574821118,41.9812535054807
2038-06-01,57.322443268628206,46.55243108777136,43.067439759094334
2038-07-01,59.60031054348101,57.88125188443358,43.22415915522653
2038-08-01,59.76643996201466,58.05054810434067,43.280205715684296
2038-09-01,59.135134302049295,51.04423432384709,43.34186606167135
2038-10-01,51.04606095567989,0.0,41.26582214006882
2038-11-01,55.35632613808408,20.383753081050397,42.05511606604043
2038-12-01,56.56435864082737,25.213744168128716,42.030875463892926
