date,electricity_gwh,dc_energy_baseline_gwh,dc_energy_ai_gwh,dc_energy_adjusted_gwh,ai_multiplier,coal_pct,gas_pct,nuclear_pct,renewable_pct,renewable_share,intensity_factor,carbon_intensity,co2_coal_tons,co2_gas_tons,co2_nuclear_tons,co2_renewable_tons,co2_total_tons,grid_stress_pct,stress_penalty_pts,grid_stress_adjusted_pct
2024-11-01,28900.87504410636,7225.21876102659,9447.940330010462,9465.460988354664,1.3076338090928694,1.8589367313986964,73.1982467050728,15.670606043449652,9.272210520078843,0.09272210520078844,1.0018544421040159,0.711907057886722,196191.97818624388,3152490.9261428625,7416.475508407376,13164.862043042698,3369264.241880556,32.75146850712714,0.0,32.75146850712714
2024-12-01,28871.27486487343,7217.818716218358,9606.16985775333,9624.009712037398,1.3308965264212544,1.7985636034394905,73.22788261838286,15.687930814895156,9.285622963282496,0.09285622963282496,1.0018571245926564,0.7108361801544589,192999.7384974878,3206593.6334761935,7549.039926216087,13404.738837142233,3420547.1507370393,33.33420417726881,0.0,33.33420417726881
2025-01-01,28838.360537271757,7209.590134317939,9753.470475418068,9771.610159013124,1.3528467352105296,1.7374626158561508,73.25786785712187,15.705577659786185,9.299091867235791,0.09299091867235791,1.001859818373447,0.7097522991595504,189302.55193026114,3257105.332300333,7673.439110676813,13630.065083921636,3467711.3884251923,33.884069610628295,0.0,33.884069610628295
2025-02-01,28826.79169704754,7206.697924261885,9898.556842748358,9916.991640926852,1.373521819115538,1.7309316299546156,73.2529259222441,15.704280894974138,9.311861552827148,0.09311861552827148,1.0018623723105655,0.7095653877957548,191396.82473382528,3305341.375901696,7786.961118111289,13851.847977128245,3518377.009730761,34.40199570298542,0.0,34.40199570298542
2025-03-01,28816.590780558887,7204.147695139722,10035.11527423815,10053.829975115093,1.3929635675026957,1.7236152498897788,73.24809146088681,15.703686463337007,9.324606825886416,0.09324606825886417,1.0018649213651774,0.7093620030607117,193217.62151371696,3350728.551849933,7894.109684245338,14062.20174183895,3565902.484789734,34.88903337551613,0.0,34.88903337551613
2025-04-01,28805.102211349928,7201.275552837482,10162.563954103414,10181.54177691736,1.4112172044436089,1.715537403949093,73.24359824561434,15.70374091404098,9.337123436395594,0.09337123436395593,1.0018674246872792,0.7091447392654782,194754.99559211827,3393084.0372041045,7994.414708509731,14259.946851584386,3610093.394356317,35.3463136572575,0.017315682862874836,35.36362934012037
2025-05-01,28795.231848547355,7198.807962136839,10282.277031209635,10301.504107483937,1.4283305076744293,1.7067135235311586,73.23933629712027,15.704330335444478,9.349619843904083,0.09349619843904083,1.0018699239687807,0.7089129908652549,196036.13755844397,3432862.722808528,8088.911172793295,14447.272083808688,3651435.043623574,35.77503442815176,0.03875172140758814,35.81378614955935
2025-06-01,28784.70809244197,7196.177023110493,10393.82001424637,10413.281238284295,1.4443530197862922,1.6971656876679917,73.23549653877784,15.705416934415677,9.361920839138476,0.09361920839138475,1.0018723841678276,0.7086689312830577,197054.65929223053,3469929.290480788,8177.246175129161,14623.247194275515,3689784.443142423,36.176435087832346,0.05882175439161728,36.23525684222396
2025-07-01,28773.56043034196,7193.39010758549,10497.568479050089,10517.249533180024,1.4593353512108729,1.686910662058153,73.23205993079631,15.706928076341306,9.374101330804226,0.09374101330804226,1.001874820266161,0.7084127763410187,197819.5131594798,3504409.308950455,8259.68409892964,14788.464426807446,3725276.970635672,36.551783567561195,0.07758917837805974,36.62937274593926
2025-08-01,28763.385438004625,7190.846359501156,10594.479401412975,10614.367873446015,1.473328572430789,1.675964560498587,73.22899489505221,15.708797351420516,9.386243193028683,0.09386243193028683,1.0018772486386058,0.7081446159371444,198350.74392609156,3536621.6832254697,8336.94769686959,14944.35573006525,3758253.730578496,36.902359412190094,0.09511797060950472,36.9974773827996
2025-09-01,28753.132193929858,7188.283048482464,10684.546691198253,10704.629941097008,1.486383691228449,1.6643459271899612,73.22639215507503,15.71099239858971,9.3982695191453,0.093982695191453,1.001879653903829,0.7078656628831216,198650.71077662683,3566569.506234859,8409.017981714545,15090.749593371322,3788719.9845865723,37.22943945340636,0.11147197267031786,37.34091142607667
2025-10-01,28742.969404236508,7185.742351059127,10768.202892266534,10788.468832523818,1.4985512096296325,1.652073107727064,73.22435234878688,15.71348984316916,9.410084700316894,0.09410084700316894,1.0018820169400633,0.7075772110706862,198730.23243417082,3594402.8260896644,8476.224771160503,15228.060825116707,3816837.3441201127,37.53428770979269,0.12671438548963465,37.66100209528233
2025-11-01,28733.323876262344,7183.330969065586,10845.973182932301,10866.41104888001,1.509880754435453,1.639158937467855,73.22274924277899,15.716223628214683,9.421868191538469,0.09421868191538468,1.0018843736383076,0.707278445235105,198601.28889702796,3620291.6358750234,8538.947304015057,15357.28389264371,3842789.15596871,37.818148348152484,0.1409074174076242,37.95905576556011
2025-12-01,28723.408015614397,7180.852003903599,10917.916567526625,10938.515755310813,1.5204207748038132,1.6256183562893114,73.22156339946129,15.71915585235313,9.43366239189627,0.0943366239189627,1.0018867324783793,0.7069695305831536,198267.64982668307,3644255.2731744107,8597.211697557543,15478.539705606065,3866598.6744042574,38.082235051510956,0.15411175257554782,38.2363468040865
2026-01-01,28715.90699209656,7178.97674802414,10985.401596373458,11006.154678565086,1.530218300177244,1.610114438627587,73.22240619428845,15.721724467017806,9.445754900066168,0.09445754900066168,1.0018891509800132,0.706635347266142,197591.0294632473,3666831.934725328,8651.78656488896,15594.21592289135,3888668.9666763553,38.327727839466455,0.16638639197332275,38.49411423143978
2026-02-01,28683.51532596136,7170.87883149034,11038.2682529242,11059.154663124416,1.5393187519011655,1.5840169548765983,73.22557377727041,15.729500309292453,9.46090895856054,0.09460908958560539,1.0018921817917121,0.7060875221854064,195324.4566968571,3684648.9029298183,8697.748834706428,15694.448313969051,3904365.556775351,38.555785570378845,0.17778927851894225,38.73357484889779
2026-03-01,28651.48094326615,7162.870235816537,11086.44559576548,11107.457314981808,1.547765802084459,1.5556646719529978,73.23048875625717,15.737536498003449,9.476310073786395,0.09476310073786395,1.0018952620147572,0.7055054165384285,192666.19018259554,3700990.602469987,8740.20074472708,15788.656447217174,3918185.649844527,38.76748059542225,0.18837402977111248,38.95585462519336
2026-04-01,28620.99911273293,7155.249778183233,11130.715667715931,11151.845488939529,1.5556012735787537,1.525114372147206,73.23736866010744,15.745844619630573,9.491672348114786,0.09491672348114787,1.001898334469623,0.7048921914722579,189637.41411728528,3716129.7778787934,8779.761314548497,15877.449518672394,3930424.4028292997,38.96385812743444,0.1981929063717221,39.162051033806165
2026-05-01,28589.836712052464,7147.459178013116,11170.514326856452,11191.754453866348,1.5628650753569864,1.492412652145128,73.24600760036641,15.75435098952978,9.507228757958694,0.09507228757958694,1.0019014457515918,0.7042470750325113,186235.28280516673,3729868.559641448,8815.941392742183,15960.385469371564,3940880.169308728,39.14591946287088,0.20729597314354395,39.35321543601442
2026-06-01,28559.879121166552,7139.969780291638,11206.862066989715,11228.206021489892,1.5695951680249216,1.4576132257724028,73.25659762792945,15.763072451565863,9.522716694732273,0.09522716694732272,1.0019045433389464,0.7035729356024589,182485.15482462413,3742557.776228998,8849.551250892664,16038.453739910285,3949930.9360444252,39.31461325117564,0.21573066255878218,39.53034391373443
2026-07-01,28531.08697095177,7132.771742737942,11241.176175842633,11262.620218597169,1.5759898930296714,1.4207636146339415,73.26909093485247,15.77197861677138,9.53816683374222,0.0953816683374222,1.0019076333667485,0.7028704040252941,178416.9592840612,3754668.849573023,8881.690262826576,16113.712594508712,3958081.2117144195,39.47490759838183,0.22374537991909166,39.69865297830093
2026-08-01,28501.974237358405,7125.493559339601,11275.457043982253,11297.00163587582,1.5824106709356531,1.3819080007829476,73.28331955407737,15.781016970071212,9.553755475068476,0.09553755475068476,1.0019107510950136,0.7021389846990914,174067.2989420445,3766862.103025942,8913.908726333928,16189.318684590922,3966032.6293789116,39.63585659644761,0.2317928298223805,39.86764942626999
2026-09-01,28473.26306176637,7118.315765441593,11309.99015925396,11331.63612316571,1.588857607885611,1.3410935895973952,73.29932343207993,15.790183002303673,9.569399976019008,0.09569399976019008,1.0019138799952039,0.7013800685729854,169444.14789337013,3779235.7384898653,8946.430405015075,16265.54376679171,3973891.8605550425,39.797462266914266,0.23987311334571332,40.03733538025998
2026-10-01,28445.15400856873,7111.288502142183,11344.857649499882,11366.605405549457,1.5953308104547286,1.2983687301582632,73.3172756408593,15.799503742129586,9.584851886852864,0.09584851886852863,1.0019169703773705,0.7005962369546177,164552.20204673827,3791826.864368956,8979.336232014453,16342.084390273902,3981700.487037983,39.959725309011915,0.24798626545059577,40.20771157446251
2026-11-01,28416.6038886727,7104.150972168175,11379.644891480943,11401.49506556562,1.601830385652389,1.2537706618933555,73.33678946940071,15.808888053142072,9.600551815563868,0.09600551815563868,1.0019201103631128,0.6997849242817518,159387.68916644756,3804478.1468320754,9012.24795649893,16419.09662277877,3989297.1805778006,40.12265191939573,0.25613259596978644,40.37878451536552
2026-12-01,28389.71322350884,7097.42830587721,11415.19452975354,11437.1489856556,1.608356440923946,1.207344608257768,73.35797194528305,15.818353280190117,9.616330166269066,0.09616330166269066,1.0019232660332538,0.6989480638441239,153965.66880264378,3817477.5476280446,9045.843158663416,16497.510121031035,3996986.5697103827,40.286243455903495,0.26431217279517477,40.55055562869867
2027-01-01,28360.856085380157,7090.214021345039,11450.05103165552,11472.108735292593,1.6149090841524982,1.159844112808287,73.38016795670687,15.827845865749657,9.632142064735175,0.09632142064735176,1.001926428412947,0.6980964793276528,148360.31422610083,3830304.959450854,9078.938440866568,16575.147168064148,4004319.3592858855,40.450502272413395,0.2725251136206698,40.72302738603406
2027-02-01,28343.033662392118,7085.758415598029,11489.475243748402,11511.643820625775,1.6214884236606737,1.149940076715657,73.37361362061813,15.82910540716461,9.64734089550159,0.0964734089550159,1.0019294681791002,0.697820660467751,147600.361447083,3843161.6215391117,9110.951172321025,16658.51283077568,4016531.4469892913,40.615425849422664,0.2807712924711332,40.89619714189379
2027-03-01,28326.41057853957,7081.602644634892,11529.518799968777,11551.79964707841,1.6280945682124202,1.138840886923704,73.36775071916955,15.830885830653235,9.662522563253509,0.09662522563253509,1.0019325045126508,0.6975245286748829,146685.6285754273,3856259.48373411,9143.76106757393,16742.928710411856,4028831.802087523,40.78102170781282,0.28905108539064095,41.07007279320346
