datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw
2/28/2024 5:00:00 AM,2/28/2024 12:00:00 AM,RTO,RTO,RTO,RTO,72866.865
2/28/2024 6:00:00 AM,2/28/2024 1:00:00 AM,RTO,RTO,RTO,RTO,70984.882
2/28/2024 7:00:00 AM,2/28/2024 2:00:00 AM,RTO,RTO,RTO,RTO,70078.412
2/28/2024 8:00:00 AM,2/28/2024 3:00:00 AM,RTO,RTO,RTO,RTO,69822.533
2/28/2024 9:00:00 AM,2/28/2024 4:00:00 AM,RTO,RTO,RTO,RTO,70994.456
2/28/2024 10:00:00 AM,2/28/2024 5:00:00 AM,RTO,RTO,RTO,RTO,74951.142
2/28/2024 11:00:00 AM,2/28/2024 6:00:00 AM,RTO,RTO,RTO,RTO,81595.575
2/28/2024 12:00:00 PM,2/28/2024 7:00:00 AM,RTO,RTO,RTO,RTO,86113.113
2/28/2024 1:00:00 PM,2/28/2024 8:00:00 AM,RTO,RTO,RTO,RTO,87850.063
2/28/2024 2:00:00 PM,2/28/2024 9:00:00 AM,RTO,RTO,RTO,RTO,88771.285
2/28/2024 3:00:00 PM,2/28/2024 10:00:00 AM,RTO,RTO,RTO,RTO,89434.151
2/28/2024 4:00:00 PM,2/28/2024 11:00:00 AM,RTO,RTO,RTO,RTO,89707.196
2/28/2024 5:00:00 PM,2/28/2024 12:00:00 PM,RTO,RTO,RTO,RTO,89795.619
2/28/2024 6:00:00 PM,2/28/2024 1:00:00 PM,RTO,RTO,RTO,RTO,90172.206
2/28/2024 7:00:00 PM,2/28/2024 2:00:00 PM,RTO,RTO,RTO,RTO,89912.713
2/28/2024 8:00:00 PM,2/28/2024 3:00:00 PM,RTO,RTO,RTO,RTO,90221.700
2/28/2024 9:00:00 PM,2/28/2024 4:00:00 PM,RTO,RTO,RTO,RTO,91447.985
2/28/2024 10:00:00 PM,2/28/2024 5:00:00 PM,RTO,RTO,RTO,RTO,93606.314
2/28/2024 11:00:00 PM,2/28/2024 6:00:00 PM,RTO,RTO,RTO,RTO,96065.739
2/29/2024 12:00:00 AM,2/28/2024 7:00:00 PM,RTO,RTO,RTO,RTO,96529.958
2/29/2024 1:00:00 AM,2/28/2024 8:00:00 PM,RTO,RTO,RTO,RTO,95370.109
2/29/2024 2:00:00 AM,2/28/2024 9:00:00 PM,RTO,RTO,RTO,RTO,93097.283
2/29/2024 3:00:00 AM,2/28/2024 10:00:00 PM,RTO,RTO,RTO,RTO,89797.678
2/29/2024 4:00:00 AM,2/28/2024 11:00:00 PM,RTO,RTO,RTO,RTO,86931.847
2/29/2024 5:00:00 AM,2/29/2024 12:00:00 AM,RTO,RTO,RTO,RTO,85195.827
2/29/2024 6:00:00 AM,2/29/2024 1:00:00 AM,RTO,RTO,RTO,RTO,84693.826
2/29/2024 7:00:00 AM,2/29/2024 2:00:00 AM,RTO,RTO,RTO,RTO,85083.096
2/29/2024 8:00:00 AM,2/29/2024 3:00:00 AM,RTO,RTO,RTO,RTO,85939.638
2/29/2024 9:00:00 AM,2/29/2024 4:00:00 AM,RTO,RTO,RTO,RTO,88578.137
2/29/2024 10:00:00 AM,2/29/2024 5:00:00 AM,RTO,RTO,RTO,RTO,94352.126
2/29/2024 11:00:00 AM,2/29/2024 6:00:00 AM,RTO,RTO,RTO,RTO,102311.934
2/29/2024 12:00:00 PM,2/29/2024 7:00:00 AM,RTO,RTO,RTO,RTO,105934.341
2/29/2024 1:00:00 PM,2/29/2024 8:00:00 AM,RTO,RTO,RTO,RTO,102993.156
2/29/2024 2:00:00 PM,2/29/2024 9:00:00 AM,RTO,RTO,RTO,RTO,99156.852
2/29/2024 3:00:00 PM,2/29/2024 10:00:00 AM,RTO,RTO,RTO,RTO,96346.964
2/29/2024 4:00:00 PM,2/29/2024 11:00:00 AM,RTO,RTO,RTO,RTO,93766.754
2/29/2024 5:00:00 PM,2/29/2024 12:00:00 PM,RTO,RTO,RTO,RTO,91319.347
2/29/2024 6:00:00 PM,2/29/2024 1:00:00 PM,RTO,RTO,RTO,RTO,89849.608
2/29/2024 7:00:00 PM,2/29/2024 2:00:00 PM,RTO,RTO,RTO,RTO,88358.876
2/29/2024 8:00:00 PM,2/29/2024 3:00:00 PM,RTO,RTO,RTO,RTO,88181.132
2/29/2024 9:00:00 PM,2/29/2024 4:00:00 PM,RTO,RTO,RTO,RTO,90345.335
2/29/2024 10:00:00 PM,2/29/2024 5:00:00 PM,RTO,RTO,RTO,RTO,94407.307
2/29/2024 11:00:00 PM,2/29/2024 6:00:00 PM,RTO,RTO,RTO,RTO,99445.021
3/1/2024 12:00:00 AM,2/29/2024 7:00:00 PM,RTO,RTO,RTO,RTO,101383.305
3/1/2024 1:00:00 AM,2/29/2024 8:00:00 PM,RTO,RTO,RTO,RTO,101038.393
3/1/2024 2:00:00 AM,2/29/2024 9:00:00 PM,RTO,RTO,RTO,RTO,98975.166
3/1/2024 3:00:00 AM,2/29/2024 10:00:00 PM,RTO,RTO,RTO,RTO,95379.223
3/1/2024 4:00:00 AM,2/29/2024 11:00:00 PM,RTO,RTO,RTO,RTO,92001.275
3/1/2024 5:00:00 AM,3/1/2024 12:00:00 AM,RTO,RTO,RTO,RTO,89881.141
3/1/2024 6:00:00 AM,3/1/2024 1:00:00 AM,RTO,RTO,RTO,RTO,88689.669
3/1/2024 7:00:00 AM,3/1/2024 2:00:00 AM,RTO,RTO,RTO,RTO,88602.034
3/1/2024 8:00:00 AM,3/1/2024 3:00:00 AM,RTO,RTO,RTO,RTO,89231.067
3/1/2024 9:00:00 AM,3/1/2024 4:00:00 AM,RTO,RTO,RTO,RTO,91475.403
3/1/2024 10:00:00 AM,3/1/2024 5:00:00 AM,RTO,RTO,RTO,RTO,96429.084
3/1/2024 11:00:00 AM,3/1/2024 6:00:00 AM,RTO,RTO,RTO,RTO,103636.465
3/1/2024 12:00:00 PM,3/1/2024 7:00:00 AM,RTO,RTO,RTO,RTO,105681.220
3/1/2024 1:00:00 PM,3/1/2024 8:00:00 AM,RTO,RTO,RTO,RTO,101674.104
3/1/2024 2:00:00 PM,3/1/2024 9:00:00 AM,RTO,RTO,RTO,RTO,97156.797
3/1/2024 3:00:00 PM,3/1/2024 10:00:00 AM,RTO,RTO,RTO,RTO,93704.594
3/1/2024 4:00:00 PM,3/1/2024 11:00:00 AM,RTO,RTO,RTO,RTO,91224.681
3/1/2024 5:00:00 PM,3/1/2024 12:00:00 PM,RTO,RTO,RTO,RTO,89651.890
3/1/2024 6:00:00 PM,3/1/2024 1:00:00 PM,RTO,RTO,RTO,RTO,88937.437
3/1/2024 7:00:00 PM,3/1/2024 2:00:00 PM,RTO,RTO,RTO,RTO,88456.536
3/1/2024 8:00:00 PM,3/1/2024 3:00:00 PM,RTO,RTO,RTO,RTO,89299.011
3/1/2024 9:00:00 PM,3/1/2024 4:00:00 PM,RTO,RTO,RTO,RTO,91817.857
3/1/2024 10:00:00 PM,3/1/2024 5:00:00 PM,RTO,RTO,RTO,RTO,94181.775
3/1/2024 11:00:00 PM,3/1/2024 6:00:00 PM,RTO,RTO,RTO,RTO,96266.724
3/2/2024 12:00:00 AM,3/1/2024 7:00:00 PM,RTO,RTO,RTO,RTO,95655.472
3/2/2024 1:00:00 AM,3/1/2024 8:00:00 PM,RTO,RTO,RTO,RTO,93912.541
3/2/2024 2:00:00 AM,3/1/2024 9:00:00 PM,RTO,RTO,RTO,RTO,91228.267
3/2/2024 3:00:00 AM,3/1/2024 10:00:00 PM,RTO,RTO,RTO,RTO,87416.958
3/2/2024 4:00:00 AM,3/1/2024 11:00:00 PM,RTO,RTO,RTO,RTO,83635.798
3/2/2024 5:00:00 AM,3/2/2024 12:00:00 AM,RTO,RTO,RTO,RTO,80768.976
3/2/2024 6:00:00 AM,3/2/2024 1:00:00 AM,RTO,RTO,RTO,RTO,78738.669
3/2/2024 7:00:00 AM,3/2/2024 2:00:00 AM,RTO,RTO,RTO,RTO,77525.621
3/2/2024 8:00:00 AM,3/2/2024 3:00:00 AM,RTO,RTO,RTO,RTO,76836.918
3/2/2024 9:00:00 AM,3/2/2024 4:00:00 AM,RTO,RTO,RTO,RTO,77103.603
3/2/2024 10:00:00 AM,3/2/2024 5:00:00 AM,RTO,RTO,RTO,RTO,78476.148
3/2/2024 11:00:00 AM,3/2/2024 6:00:00 AM,RTO,RTO,RTO,RTO,80977.116
3/2/2024 12:00:00 PM,3/2/2024 7:00:00 AM,RTO,RTO,RTO,RTO,83295.677
3/2/2024 1:00:00 PM,3/2/2024 8:00:00 AM,RTO,RTO,RTO,RTO,86061.650
3/2/2024 2:00:00 PM,3/2/2024 9:00:00 AM,RTO,RTO,RTO,RTO,87627.336
3/2/2024 3:00:00 PM,3/2/2024 10:00:00 AM,RTO,RTO,RTO,RTO,87713.792
3/2/2024 4:00:00 PM,3/2/2024 11:00:00 AM,RTO,RTO,RTO,RTO,86787.712
3/2/2024 5:00:00 PM,3/2/2024 12:00:00 PM,RTO,RTO,RTO,RTO,85291.193
3/2/2024 6:00:00 PM,3/2/2024 1:00:00 PM,RTO,RTO,RTO,RTO,83560.533
3/2/2024 7:00:00 PM,3/2/2024 2:00:00 PM,RTO,RTO,RTO,RTO,81842.557
3/2/2024 8:00:00 PM,3/2/2024 3:00:00 PM,RTO,RTO,RTO,RTO,81210.280
3/2/2024 9:00:00 PM,3/2/2024 4:00:00 PM,RTO,RTO,RTO,RTO,81878.779
3/2/2024 10:00:00 PM,3/2/2024 5:00:00 PM,RTO,RTO,RTO,RTO,83498.392
3/2/2024 11:00:00 PM,3/2/2024 6:00:00 PM,RTO,RTO,RTO,RTO,85891.979
3/3/2024 12:00:00 AM,3/2/2024 7:00:00 PM,RTO,RTO,RTO,RTO,86181.819
3/3/2024 1:00:00 AM,3/2/2024 8:00:00 PM,RTO,RTO,RTO,RTO,84736.440
3/3/2024 2:00:00 AM,3/2/2024 9:00:00 PM,RTO,RTO,RTO,RTO,82882.943
3/3/2024 3:00:00 AM,3/2/2024 10:00:00 PM,RTO,RTO,RTO,RTO,80052.525
3/3/2024 4:00:00 AM,3/2/2024 11:00:00 PM,RTO,RTO,RTO,RTO,77184.564
3/3/2024 5:00:00 AM,3/3/2024 12:00:00 AM,RTO,RTO,RTO,RTO,74848.037
3/3/2024 6:00:00 AM,3/3/2024 1:00:00 AM,RTO,RTO,RTO,RTO,73167.118
3/3/2024 7:00:00 AM,3/3/2024 2:00:00 AM,RTO,RTO,RTO,RTO,72210.744
3/3/2024 8:00:00 AM,3/3/2024 3:00:00 AM,RTO,RTO,RTO,RTO,71860.143
3/3/2024 9:00:00 AM,3/3/2024 4:00:00 AM,RTO,RTO,RTO,RTO,72410.339
3/3/2024 10:00:00 AM,3/3/2024 5:00:00 AM,RTO,RTO,RTO,RTO,73954.654
3/3/2024 11:00:00 AM,3/3/2024 6:00:00 AM,RTO,RTO,RTO,RTO,76019.252
3/3/2024 12:00:00 PM,3/3/2024 7:00:00 AM,RTO,RTO,RTO,RTO,77385.676
3/3/2024 1:00:00 PM,3/3/2024 8:00:00 AM,RTO,RTO,RTO,RTO,77418.314
3/3/2024 2:00:00 PM,3/3/2024 9:00:00 AM,RTO,RTO,RTO,RTO,76352.033
3/3/2024 3:00:00 PM,3/3/2024 10:00:00 AM,RTO,RTO,RTO,RTO,74903.368
3/3/2024 4:00:00 PM,3/3/2024 11:00:00 AM,RTO,RTO,RTO,RTO,73699.120
3/3/2024 5:00:00 PM,3/3/2024 12:00:00 PM,RTO,RTO,RTO,RTO,72877.722
3/3/2024 6:00:00 PM,3/3/2024 1:00:00 PM,RTO,RTO,RTO,RTO,72278.094
3/3/2024 7:00:00 PM,3/3/2024 2:00:00 PM,RTO,RTO,RTO,RTO,72356.449
3/3/2024 8:00:00 PM,3/3/2024 3:00:00 PM,RTO,RTO,RTO,RTO,73133.298
3/3/2024 9:00:00 PM,3/3/2024 4:00:00 PM,RTO,RTO,RTO,RTO,75193.309
3/3/2024 10:00:00 PM,3/3/2024 5:00:00 PM,RTO,RTO,RTO,RTO,78214.521
3/3/2024 11:00:00 PM,3/3/2024 6:00:00 PM,RTO,RTO,RTO,RTO,82037.754
3/4/2024 12:00:00 AM,3/3/2024 7:00:00 PM,RTO,RTO,RTO,RTO,83596.408
3/4/2024 1:00:00 AM,3/3/2024 8:00:00 PM,RTO,RTO,RTO,RTO,82368.152
3/4/2024 2:00:00 AM,3/3/2024 9:00:00 PM,RTO,RTO,RTO,RTO,79723.779
3/4/2024 3:00:00 AM,3/3/2024 10:00:00 PM,RTO,RTO,RTO,RTO,76313.746
3/4/2024 4:00:00 AM,3/3/2024 11:00:00 PM,RTO,RTO,RTO,RTO,73070.491
3/4/2024 5:00:00 AM,3/4/2024 12:00:00 AM,RTO,RTO,RTO,RTO,70843.081
