datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw
2/28/2023 5:00:00 AM,2/28/2023 12:00:00 AM,RTO,RTO,RTO,RTO,79399.421
2/28/2023 6:00:00 AM,2/28/2023 1:00:00 AM,RTO,RTO,RTO,RTO,77349.440
2/28/2023 7:00:00 AM,2/28/2023 2:00:00 AM,RTO,RTO,RTO,RTO,76390.990
2/28/2023 8:00:00 AM,2/28/2023 3:00:00 AM,RTO,RTO,RTO,RTO,76338.686
2/28/2023 9:00:00 AM,2/28/2023 4:00:00 AM,RTO,RTO,RTO,RTO,78150.217
2/28/2023 10:00:00 AM,2/28/2023 5:00:00 AM,RTO,RTO,RTO,RTO,82421.235
2/28/2023 11:00:00 AM,2/28/2023 6:00:00 AM,RTO,RTO,RTO,RTO,89417.676
2/28/2023 12:00:00 PM,2/28/2023 7:00:00 AM,RTO,RTO,RTO,RTO,93585.074
2/28/2023 1:00:00 PM,2/28/2023 8:00:00 AM,RTO,RTO,RTO,RTO,94572.327
2/28/2023 2:00:00 PM,2/28/2023 9:00:00 AM,RTO,RTO,RTO,RTO,94034.888
2/28/2023 3:00:00 PM,2/28/2023 10:00:00 AM,RTO,RTO,RTO,RTO,93266.685
2/28/2023 4:00:00 PM,2/28/2023 11:00:00 AM,RTO,RTO,RTO,RTO,91845.013
2/28/2023 5:00:00 PM,2/28/2023 12:00:00 PM,RTO,RTO,RTO,RTO,90235.972
2/28/2023 6:00:00 PM,2/28/2023 1:00:00 PM,RTO,RTO,RTO,RTO,88645.129
2/28/2023 7:00:00 PM,2/28/2023 2:00:00 PM,RTO,RTO,RTO,RTO,87236.184
2/28/2023 8:00:00 PM,2/28/2023 3:00:00 PM,RTO,RTO,RTO,RTO,86465.109
2/28/2023 9:00:00 PM,2/28/2023 4:00:00 PM,RTO,RTO,RTO,RTO,87111.516
2/28/2023 10:00:00 PM,2/28/2023 5:00:00 PM,RTO,RTO,RTO,RTO,89702.905
2/28/2023 11:00:00 PM,2/28/2023 6:00:00 PM,RTO,RTO,RTO,RTO,93309.202
3/1/2023 12:00:00 AM,2/28/2023 7:00:00 PM,RTO,RTO,RTO,RTO,94360.428
3/1/2023 1:00:00 AM,2/28/2023 8:00:00 PM,RTO,RTO,RTO,RTO,93179.264
3/1/2023 2:00:00 AM,2/28/2023 9:00:00 PM,RTO,RTO,RTO,RTO,90524.789
3/1/2023 3:00:00 AM,2/28/2023 10:00:00 PM,RTO,RTO,RTO,RTO,86752.615
3/1/2023 4:00:00 AM,2/28/2023 11:00:00 PM,RTO,RTO,RTO,RTO,83217.967
3/1/2023 5:00:00 AM,3/1/2023 12:00:00 AM,RTO,RTO,RTO,RTO,80767.446
3/1/2023 6:00:00 AM,3/1/2023 1:00:00 AM,RTO,RTO,RTO,RTO,79821.738
3/1/2023 7:00:00 AM,3/1/2023 2:00:00 AM,RTO,RTO,RTO,RTO,79546.199
3/1/2023 8:00:00 AM,3/1/2023 3:00:00 AM,RTO,RTO,RTO,RTO,80151.862
3/1/2023 9:00:00 AM,3/1/2023 4:00:00 AM,RTO,RTO,RTO,RTO,82289.774
3/1/2023 10:00:00 AM,3/1/2023 5:00:00 AM,RTO,RTO,RTO,RTO,87320.327
3/1/2023 11:00:00 AM,3/1/2023 6:00:00 AM,RTO,RTO,RTO,RTO,94750.077
3/1/2023 12:00:00 PM,3/1/2023 7:00:00 AM,RTO,RTO,RTO,RTO,97599.267
3/1/2023 1:00:00 PM,3/1/2023 8:00:00 AM,RTO,RTO,RTO,RTO,94666.000
3/1/2023 2:00:00 PM,3/1/2023 9:00:00 AM,RTO,RTO,RTO,RTO,90903.064
3/1/2023 3:00:00 PM,3/1/2023 10:00:00 AM,RTO,RTO,RTO,RTO,88150.821
3/1/2023 4:00:00 PM,3/1/2023 11:00:00 AM,RTO,RTO,RTO,RTO,86226.123
3/1/2023 5:00:00 PM,3/1/2023 12:00:00 PM,RTO,RTO,RTO,RTO,84996.136
3/1/2023 6:00:00 PM,3/1/2023 1:00:00 PM,RTO,RTO,RTO,RTO,84194.035
3/1/2023 7:00:00 PM,3/1/2023 2:00:00 PM,RTO,RTO,RTO,RTO,83707.190
3/1/2023 8:00:00 PM,3/1/2023 3:00:00 PM,RTO,RTO,RTO,RTO,83960.968
3/1/2023 9:00:00 PM,3/1/2023 4:00:00 PM,RTO,RTO,RTO,RTO,85014.581
3/1/2023 10:00:00 PM,3/1/2023 5:00:00 PM,RTO,RTO,RTO,RTO,87310.165
3/1/2023 11:00:00 PM,3/1/2023 6:00:00 PM,RTO,RTO,RTO,RTO,90462.130
3/2/2023 12:00:00 AM,3/1/2023 7:00:00 PM,RTO,RTO,RTO,RTO,91274.641
3/2/2023 1:00:00 AM,3/1/2023 8:00:00 PM,RTO,RTO,RTO,RTO,89874.464
3/2/2023 2:00:00 AM,3/1/2023 9:00:00 PM,RTO,RTO,RTO,RTO,86920.230
3/2/2023 3:00:00 AM,3/1/2023 10:00:00 PM,RTO,RTO,RTO,RTO,82611.790
3/2/2023 4:00:00 AM,3/1/2023 11:00:00 PM,RTO,RTO,RTO,RTO,78601.797
3/2/2023 5:00:00 AM,3/2/2023 12:00:00 AM,RTO,RTO,RTO,RTO,75440.148
3/2/2023 6:00:00 AM,3/2/2023 1:00:00 AM,RTO,RTO,RTO,RTO,73592.700
3/2/2023 7:00:00 AM,3/2/2023 2:00:00 AM,RTO,RTO,RTO,RTO,72659.609
3/2/2023 8:00:00 AM,3/2/2023 3:00:00 AM,RTO,RTO,RTO,RTO,72299.983
3/2/2023 9:00:00 AM,3/2/2023 4:00:00 AM,RTO,RTO,RTO,RTO,73775.755
3/2/2023 10:00:00 AM,3/2/2023 5:00:00 AM,RTO,RTO,RTO,RTO,77974.309
3/2/2023 11:00:00 AM,3/2/2023 6:00:00 AM,RTO,RTO,RTO,RTO,85017.931
3/2/2023 12:00:00 PM,3/2/2023 7:00:00 AM,RTO,RTO,RTO,RTO,89073.394
3/2/2023 1:00:00 PM,3/2/2023 8:00:00 AM,RTO,RTO,RTO,RTO,90157.279
3/2/2023 2:00:00 PM,3/2/2023 9:00:00 AM,RTO,RTO,RTO,RTO,89496.004
3/2/2023 3:00:00 PM,3/2/2023 10:00:00 AM,RTO,RTO,RTO,RTO,88499.233
3/2/2023 4:00:00 PM,3/2/2023 11:00:00 AM,RTO,RTO,RTO,RTO,87595.329
3/2/2023 5:00:00 PM,3/2/2023 12:00:00 PM,RTO,RTO,RTO,RTO,86171.867
3/2/2023 6:00:00 PM,3/2/2023 1:00:00 PM,RTO,RTO,RTO,RTO,85797.429
3/2/2023 7:00:00 PM,3/2/2023 2:00:00 PM,RTO,RTO,RTO,RTO,84980.888
3/2/2023 8:00:00 PM,3/2/2023 3:00:00 PM,RTO,RTO,RTO,RTO,84830.019
3/2/2023 9:00:00 PM,3/2/2023 4:00:00 PM,RTO,RTO,RTO,RTO,85553.664
3/2/2023 10:00:00 PM,3/2/2023 5:00:00 PM,RTO,RTO,RTO,RTO,87616.851
3/2/2023 11:00:00 PM,3/2/2023 6:00:00 PM,RTO,RTO,RTO,RTO,90768.938
