stage,param_idx,params,fold,MAE,RMSE,MAPE,sMAPE,R2
stage1_cpu,1,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",1,0.000587413033646005,0.0007301962609813644,6.9816908985994015,6.642104797131799,0.4459086438567631
stage1_cpu,1,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",2,0.0005414653841409229,0.0007485821501554303,6.012483913171125,6.031347359770175,0.5496786529800907
stage1_cpu,1,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",3,0.000454318590779103,0.0005873687015528415,5.4360098337768115,5.303291165648659,0.4071948242943476
stage1_cpu,1,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",4,0.00040996136623658693,0.0004982081179529755,4.192628917125435,4.294193507515627,0.5201502967419573
stage1_cpu,1,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",5,0.00034104783172268983,0.00041926423303626875,3.8968683098442987,3.8974147409813664,0.6433621338029509
stage1_cpu,2,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",1,0.0005882842683208942,0.0007316692118440409,6.990228547761344,6.652678295936649,0.44367096461260536
stage1_cpu,2,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",2,0.0005363050858176219,0.0007463261053779319,5.955105333160344,5.972133424713237,0.5523888811548087
stage1_cpu,2,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",3,0.00045269251200331505,0.0005775563817822634,5.405961054331209,5.286707818279492,0.426835665036153
stage1_cpu,2,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",4,0.0004109756705188203,0.000497509531890824,4.2014250307074885,4.306353567351728,0.5214950411684418
stage1_cpu,2,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 300}",5,0.00033839240891512704,0.0004155504317915466,3.8654004213019113,3.86767510796727,0.6496522772558483
stage1_cpu,3,"{""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 400}",1,0.0005993592034190058,0.0007441859572810677,7.105931477988136,6.768545544575187,0.4244737895162849
stage1_cpu,3,"{""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 400}",2,0.0005323610107425381,0.0007451586787961769,5.902615051390739,5.928379748511955,0.5537881204892494
stage1_cpu,3,"{""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 400}",3,0.0004488741703272325,0.0005736418715060168,5.349791793377403,5.239459591784286,0.43457881987953273
