stage,param_idx,params,fold,MAE,RMSE,MAPE,sMAPE,R2
stage1_cpu,3,"{""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 400}",4,0.00040023826687957966,0.0004902362267634445,4.090781268186321,4.190946179829633,0.5353837096596041
stage1_cpu,3,"{""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 400}",5,0.0003358429616020826,0.0004106601007023241,3.836752891979173,3.8394474436148163,0.6578497657018707
stage5_ci,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.9}",1,11.606626109246383,14.674282292814928,3.3874714839895903,3.3675466664336593,0.657229135874803
stage5_ci,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.9}",2,11.464559730348745,15.266349610807312,3.5007387079829875,3.4218499350259264,0.5865790600465938
stage5_ci,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.9}",3,7.82569648436033,10.756549009100079,2.461729984033868,2.4136494065715715,0.8542043727406861
stage5_ci,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.9}",4,6.72192919364203,8.836380026698247,2.038194503024787,2.0173156339122595,0.8849293523914197
stage5_ci,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.9}",5,8.883012353138048,11.735363959063129,2.657357996218367,2.6303057664164955,0.8405551273344332
stage5_ci,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 5, ""n_estimators"": 500, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.9}",1,12.183441311686177,15.091372758068688,3.5628528767938366,3.534748153925981,0.6374669096339
stage5_ci,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 5, ""n_estimators"": 500, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.9}",2,11.527817184334488,15.471704868054388,3.533558224326218,3.44999534133344,0.575381993379904
stage5_ci,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 5, ""n_estimators"": 500, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.9}",3,7.587717059942619,10.89266880538426,2.3910448795204804,2.341187499210983,0.8504910552904839
stage5_ci,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 5, ""n_estimators"": 500, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.9}",4,6.962976356639409,8.781120722984605,2.116165171015987,2.0946819377411563,0.8863640669115037
stage5_ci,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 5, ""n_estimators"": 500, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.9}",5,9.104715035315264,11.97579202650421,2.7222282881383144,2.69269976357422,0.8339549542521463
stage5_ci,3,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.02, ""max_depth"": 6, ""n_estimators"": 700, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0, ""subsample"": 0.85}",1,12.174507558024889,14.863766863552684,3.5648770336204407,3.5317571958423812,0.6483197899528659
stage5_ci,3,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.02, ""max_depth"": 6, ""n_estimators"": 700, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0, ""subsample"": 0.85}",2,11.64769730830691,15.652216747480944,3.569340035604561,3.493121502491741,0.565415963997505
stage5_ci,3,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.02, ""max_depth"": 6, ""n_estimators"": 700, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0, ""subsample"": 0.85}",3,7.841679713921786,11.302357500272736,2.4779742513340075,2.4219452052301174,0.839033071006661
stage5_ci,3,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.02, ""max_depth"": 6, ""n_estimators"": 700, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0, ""subsample"": 0.85}",4,7.595526066427338,9.319333388293286,2.317679348205353,2.2912177227839003,0.8720072166502483
stage5_ci,3,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.02, ""max_depth"": 6, ""n_estimators"": 700, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0, ""subsample"": 0.85}",5,9.432663886025885,11.983376442952656,2.810835220231872,2.784386546128894,0.8337445709128561
