stage,model_rmse,persistence_rmse,seasonal_rmse,uplift_vs_persistence,defensible
Stage1_CPU,0.00042956550722233913,0.00027935171872532,0.0006824995750504588,-0.5377228004268012,False
Stage5_CarbonIntensity,14.22081983663547,12.019410479286108,19.018467771790892,-0.183154520027684,False
Stage6_Emissions,14403.126993599844,14105.802603331917,14165.861884835056,-0.021078161847926123,False
