datetime_utc,respondent,demand_mwh
2019-09-15T19,PJM,98281.0
2019-09-15T20,PJM,101992.0
2019-09-15T21,PJM,105087.0
2019-09-15T22,PJM,106420.0
2019-09-15T23,PJM,104852.0
2019-09-16T00,PJM,102830.0
2019-09-16T01,PJM,101184.0
2019-09-16T02,PJM,95547.0
2019-09-16T03,PJM,89499.0
2019-09-16T04,PJM,83996.0
2019-09-16T05,PJM,79005.0
2019-09-16T06,PJM,75707.0
2019-09-16T07,PJM,73752.0
2019-09-16T08,PJM,72823.0
2019-09-16T09,PJM,73083.0
2019-09-16T10,PJM,76452.0
2019-09-16T11,PJM,82914.0
2019-09-16T12,PJM,87136.0
2019-09-16T13,PJM,90243.0
2019-09-16T14,PJM,94429.0
2019-09-16T15,PJM,98720.0
2019-09-16T16,PJM,103327.0
2019-09-16T17,PJM,108307.0
2019-09-16T18,PJM,112992.0
2019-09-16T19,PJM,116421.0
2019-09-16T20,PJM,118688.0
2019-09-16T21,PJM,120489.0
2019-09-16T22,PJM,120363.0
2019-09-16T23,PJM,117605.0
2019-09-17T00,PJM,114745.0
2019-09-17T01,PJM,111780.0
2019-09-17T02,PJM,104782.0
2019-09-17T03,PJM,96515.0
2019-09-17T04,PJM,89235.0
2019-09-17T05,PJM,83881.0
2019-09-17T06,PJM,80311.0
2019-09-17T07,PJM,77456.0
2019-09-17T08,PJM,75677.0
2019-09-17T09,PJM,75764.0
2019-09-17T10,PJM,78919.0
2019-09-17T11,PJM,85092.0
2019-09-17T12,PJM,89193.0
2019-09-17T13,PJM,91560.0
2019-09-17T14,PJM,93232.0
2019-09-17T15,PJM,95918.0
2019-09-17T16,PJM,99016.0
2019-09-17T17,PJM,102177.0
2019-09-17T18,PJM,105291.0
2019-09-17T19,PJM,107997.0
2019-09-17T20,PJM,110134.0
2019-09-17T21,PJM,111658.0
2019-09-17T22,PJM,111768.0
2019-09-17T23,PJM,108799.0
2019-09-18T00,PJM,105595.0
2019-09-18T01,PJM,103106.0
2019-09-18T02,PJM,96643.0
2019-09-18T03,PJM,88891.0
2019-09-18T04,PJM,82826.0
2019-09-18T05,PJM,77883.0
2019-09-18T06,PJM,74299.0
2019-09-18T07,PJM,71773.0
2019-09-18T08,PJM,70382.0
2019-09-18T09,PJM,70801.0
2019-09-18T10,PJM,74105.0
2019-09-18T11,PJM,79419.0
2019-09-18T12,PJM,82973.0
2019-09-18T13,PJM,85050.0
2019-09-18T14,PJM,87044.0
2019-09-18T15,PJM,90079.0
2019-09-18T16,PJM,92877.0
2019-09-18T17,PJM,95700.0
2019-09-18T18,PJM,98293.0
2019-09-18T19,PJM,100538.0
2019-09-18T20,PJM,102937.0
2019-09-18T21,PJM,105209.0
2019-09-18T22,PJM,105710.0
2019-09-18T23,PJM,103127.0
2019-09-19T00,PJM,100675.0
2019-09-19T01,PJM,98517.0
2019-09-19T02,PJM,92963.0
2019-09-19T03,PJM,85937.0
2019-09-19T04,PJM,79877.0
2019-09-19T05,PJM,75183.0
2019-09-19T06,PJM,71927.0
2019-09-19T07,PJM,69780.0
2019-09-19T08,PJM,68555.0
2019-09-19T09,PJM,69123.0
2019-09-19T10,PJM,71887.0
2019-09-19T11,PJM,77675.0
2019-09-19T12,PJM,80903.0
2019-09-19T13,PJM,82454.0
2019-09-19T14,PJM,84371.0
2019-09-19T15,PJM,86553.0
2019-09-19T16,PJM,88982.0
2019-09-19T17,PJM,91113.0
2019-09-19T18,PJM,94214.0
2019-09-19T19,PJM,96682.0
2019-09-19T20,PJM,98818.0
2019-09-19T21,PJM,101028.0
2019-09-19T22,PJM,101764.0
2019-09-19T23,PJM,100004.0
2019-09-20T00,PJM,98363.0
2019-09-20T01,PJM,96938.0
2019-09-20T02,PJM,91785.0
2019-09-20T03,PJM,84935.0
2019-09-20T04,PJM,79318.0
2019-09-20T05,PJM,75060.0
2019-09-20T06,PJM,71854.0
2019-09-20T07,PJM,69867.0
2019-09-20T08,PJM,68825.0
2019-09-20T09,PJM,68943.0
2019-09-20T10,PJM,71569.0
2019-09-20T11,PJM,77496.0
2019-09-20T12,PJM,81560.0
2019-09-20T13,PJM,83371.0
2019-09-20T14,PJM,85765.0
2019-09-20T15,PJM,88539.0
2019-09-20T16,PJM,90940.0
2019-09-20T17,PJM,93916.0
2019-09-20T18,PJM,97602.0
2019-09-20T19,PJM,100832.0
2019-09-20T20,PJM,103730.0
2019-09-20T21,PJM,106119.0
2019-09-20T22,PJM,106715.0
2019-09-20T23,PJM,103809.0
2019-09-21T00,PJM,100769.0
2019-09-21T01,PJM,97833.0
2019-09-21T02,PJM,93055.0
2019-09-21T03,PJM,87426.0
2019-09-21T04,PJM,82123.0
2019-09-21T05,PJM,77064.0
2019-09-21T06,PJM,73581.0
2019-09-21T07,PJM,71278.0
2019-09-21T08,PJM,69477.0
2019-09-21T09,PJM,68333.0
2019-09-21T10,PJM,69086.0
2019-09-21T11,PJM,70720.0
2019-09-21T12,PJM,72143.0
2019-09-21T13,PJM,75673.0
2019-09-21T14,PJM,80199.0
2019-09-21T15,PJM,84347.0
2019-09-21T16,PJM,88389.0
2019-09-21T17,PJM,92873.0
2019-09-21T18,PJM,96857.0
2019-09-21T19,PJM,100472.0
2019-09-21T20,PJM,103661.0
2019-09-21T21,PJM,105773.0
2019-09-21T22,PJM,106101.0
2019-09-21T23,PJM,103510.0
2019-09-22T00,PJM,101119.0
2019-09-22T01,PJM,98537.0
2019-09-22T02,PJM,94029.0
2019-09-22T03,PJM,88316.0
2019-09-22T04,PJM,83734.0
2019-09-22T05,PJM,78763.0
2019-09-22T06,PJM,74363.0
2019-09-22T07,PJM,71499.0
2019-09-22T08,PJM,69693.0
2019-09-22T09,PJM,68758.0
2019-09-22T10,PJM,69089.0
2019-09-22T11,PJM,69896.0
2019-09-22T12,PJM,71330.0
2019-09-22T13,PJM,74698.0
2019-09-22T14,PJM,80202.0
2019-09-22T15,PJM,86496.0
2019-09-22T16,PJM,93293.0
2019-09-22T17,PJM,99790.0
2019-09-22T18,PJM,104859.0
2019-09-22T19,PJM,108873.0
2019-09-22T20,PJM,111947.0
2019-09-22T21,PJM,114209.0
2019-09-22T22,PJM,114839.0
2019-09-22T23,PJM,112414.0
2019-09-23T00,PJM,110538.0
2019-09-23T01,PJM,107749.0
2019-09-23T02,PJM,101434.0
2019-09-23T03,PJM,94716.0
2019-09-23T04,PJM,88749.0
2019-09-23T05,PJM,83352.0
2019-09-23T06,PJM,79636.0
2019-09-23T07,PJM,77142.0
2019-09-23T08,PJM,75823.0
2019-09-23T09,PJM,76164.0
2019-09-23T10,PJM,79413.0
2019-09-23T11,PJM,85985.0
2019-09-23T12,PJM,90451.0
2019-09-23T13,PJM,92599.0
2019-09-23T14,PJM,95921.0
2019-09-23T15,PJM,100195.0
2019-09-23T16,PJM,104554.0
2019-09-23T17,PJM,109048.0
2019-09-23T18,PJM,113470.0
2019-09-23T19,PJM,116473.0
2019-09-23T20,PJM,118503.0
2019-09-23T21,PJM,119223.0
2019-09-23T22,PJM,117610.0
2019-09-23T23,PJM,114480.0
2019-09-24T00,PJM,112348.0
2019-09-24T01,PJM,109294.0
2019-09-24T02,PJM,102645.0
2019-09-24T03,PJM,94780.0
2019-09-24T04,PJM,88412.0
2019-09-24T05,PJM,82691.0
2019-09-24T06,PJM,78448.0
2019-09-24T07,PJM,75476.0
2019-09-24T08,PJM,73819.0
2019-09-24T09,PJM,73840.0
2019-09-24T10,PJM,76650.0
2019-09-24T11,PJM,82331.0
2019-09-24T12,PJM,84899.0
2019-09-24T13,PJM,87056.0
2019-09-24T14,PJM,89267.0
2019-09-24T15,PJM,92217.0
2019-09-24T16,PJM,94527.0
2019-09-24T17,PJM,96779.0
2019-09-24T18,PJM,99035.0
2019-09-24T19,PJM,100894.0
2019-09-24T20,PJM,102426.0
2019-09-24T21,PJM,103700.0
2019-09-24T22,PJM,103616.0
2019-09-24T23,PJM,101182.0
2019-09-25T00,PJM,99592.0
2019-09-25T01,PJM,97380.0
2019-09-25T02,PJM,91327.0
2019-09-25T03,PJM,84357.0
2019-09-25T04,PJM,78947.0
2019-09-25T05,PJM,74222.0
2019-09-25T06,PJM,70936.0
2019-09-25T07,PJM,69112.0
2019-09-25T08,PJM,68003.0
2019-09-25T09,PJM,68465.0
2019-09-25T10,PJM,72063.0
2019-09-25T11,PJM,78212.0
2019-09-25T12,PJM,81558.0
2019-09-25T13,PJM,82729.0
2019-09-25T14,PJM,84568.0
2019-09-25T15,PJM,87059.0
2019-09-25T16,PJM,89567.0
2019-09-25T17,PJM,92025.0
2019-09-25T18,PJM,95460.0
2019-09-25T19,PJM,98474.0
2019-09-25T20,PJM,101418.0
2019-09-25T21,PJM,104137.0
2019-09-25T22,PJM,104670.0
2019-09-25T23,PJM,101979.0
2019-09-26T00,PJM,100436.0
2019-09-26T01,PJM,98082.0
2019-09-26T02,PJM,92465.0
2019-09-26T03,PJM,85908.0
2019-09-26T04,PJM,80016.0
2019-09-26T05,PJM,75928.0
2019-09-26T06,PJM,73052.0
2019-09-26T07,PJM,70987.0
2019-09-26T08,PJM,70157.0
2019-09-26T09,PJM,70867.0
2019-09-26T10,PJM,73894.0
2019-09-26T11,PJM,80284.0
2019-09-26T12,PJM,84209.0
2019-09-26T13,PJM,85554.0
2019-09-26T14,PJM,88113.0
2019-09-26T15,PJM,91186.0
2019-09-26T16,PJM,94545.0
2019-09-26T17,PJM,97731.0
2019-09-26T18,PJM,101477.0
2019-09-26T19,PJM,104055.0
2019-09-26T20,PJM,105235.0
2019-09-26T21,PJM,105327.0
2019-09-26T22,PJM,104376.0
2019-09-26T23,PJM,101435.0
2019-09-27T00,PJM,99931.0
2019-09-27T01,PJM,97319.0
2019-09-27T02,PJM,91481.0
2019-09-27T03,PJM,85066.0
2019-09-27T04,PJM,79062.0
2019-09-27T05,PJM,74478.0
2019-09-27T06,PJM,71656.0
2019-09-27T07,PJM,69335.0
2019-09-27T08,PJM,68283.0
2019-09-27T09,PJM,68506.0
2019-09-27T10,PJM,71621.0
2019-09-27T11,PJM,76962.0
2019-09-27T12,PJM,80921.0
2019-09-27T13,PJM,82756.0
2019-09-27T14,PJM,84890.0
2019-09-27T15,PJM,87010.0
2019-09-27T16,PJM,89123.0
2019-09-27T17,PJM,91659.0
2019-09-27T18,PJM,94445.0
2019-09-27T19,PJM,97147.0
2019-09-27T20,PJM,99490.0
2019-09-27T21,PJM,101223.0
2019-09-27T22,PJM,100799.0
2019-09-27T23,PJM,97980.0
2019-09-28T00,PJM,96564.0
2019-09-28T01,PJM,94046.0
2019-09-28T02,PJM,89795.0
2019-09-28T03,PJM,84977.0
2019-09-28T04,PJM,79993.0
2019-09-28T05,PJM,75957.0
2019-09-28T06,PJM,72658.0
2019-09-28T07,PJM,70364.0
2019-09-28T08,PJM,68825.0
2019-09-28T09,PJM,68547.0
2019-09-28T10,PJM,69338.0
2019-09-28T11,PJM,71107.0
2019-09-28T12,PJM,73671.0
2019-09-28T13,PJM,77478.0
2019-09-28T14,PJM,81995.0
2019-09-28T15,PJM,85966.0
2019-09-28T16,PJM,89199.0
2019-09-28T17,PJM,92392.0
2019-09-28T18,PJM,96201.0
2019-09-28T19,PJM,99459.0
2019-09-28T20,PJM,102070.0
2019-09-28T21,PJM,103599.0
2019-09-28T22,PJM,103307.0
2019-09-28T23,PJM,101090.0
2019-09-29T00,PJM,100191.0
2019-09-29T01,PJM,97700.0
2019-09-29T02,PJM,93391.0
2019-09-29T03,PJM,89054.0
2019-09-29T04,PJM,83689.0
2019-09-29T05,PJM,78234.0
2019-09-29T06,PJM,74420.0
2019-09-29T07,PJM,72288.0
2019-09-29T08,PJM,70549.0
2019-09-29T09,PJM,69139.0
2019-09-29T10,PJM,69086.0
2019-09-29T11,PJM,70040.0
2019-09-29T12,PJM,71138.0
2019-09-29T13,PJM,75308.0
2019-09-29T14,PJM,79825.0
2019-09-29T15,PJM,84316.0
2019-09-29T16,PJM,88617.0
2019-09-29T17,PJM,92659.0
2019-09-29T18,PJM,95913.0
2019-09-29T19,PJM,98314.0
2019-09-29T20,PJM,100026.0
2019-09-29T21,PJM,101335.0
2019-09-29T22,PJM,101297.0
2019-09-29T23,PJM,99343.0
2019-09-30T00,PJM,99316.0
2019-09-30T01,PJM,96897.0
2019-09-30T02,PJM,91919.0
2019-09-30T03,PJM,86255.0
2019-09-30T04,PJM,80882.0
2019-09-30T05,PJM,76849.0
2019-09-30T06,PJM,73960.0
2019-09-30T07,PJM,71898.0
2019-09-30T08,PJM,70886.0
2019-09-30T09,PJM,71631.0
2019-09-30T10,PJM,75181.0
2019-09-30T11,PJM,81117.0
2019-09-30T12,PJM,85923.0
2019-09-30T13,PJM,88378.0
2019-09-30T14,PJM,91100.0
2019-09-30T15,PJM,94406.0
2019-09-30T16,PJM,97652.0
2019-09-30T17,PJM,100859.0
2019-09-30T18,PJM,104095.0
2019-09-30T19,PJM,106278.0
2019-09-30T20,PJM,107774.0
2019-09-30T21,PJM,108801.0
2019-09-30T22,PJM,109050.0
2019-09-30T23,PJM,108208.0
2019-10-01T00,PJM,107780.0
2019-10-01T01,PJM,105216.0
2019-10-01T02,PJM,99615.0
2019-10-01T03,PJM,93096.0
2019-10-01T04,PJM,86116.0
2019-10-01T05,PJM,81133.0
2019-10-01T06,PJM,77638.0
2019-10-01T07,PJM,75351.0
2019-10-01T08,PJM,74079.0
2019-10-01T09,PJM,74783.0
2019-10-01T10,PJM,78569.0
2019-10-01T11,PJM,85414.0
2019-10-01T12,PJM,89697.0
2019-10-01T13,PJM,91375.0
2019-10-01T14,PJM,94342.0
2019-10-01T15,PJM,99240.0
2019-10-01T16,PJM,104303.0
2019-10-01T17,PJM,109616.0
2019-10-01T18,PJM,115199.0
2019-10-01T19,PJM,119605.0
2019-10-01T20,PJM,123128.0
2019-10-01T21,PJM,125325.0
2019-10-01T22,PJM,125411.0
2019-10-01T23,PJM,122615.0
2019-10-02T00,PJM,120777.0
2019-10-02T01,PJM,116793.0
2019-10-02T02,PJM,109887.0
2019-10-02T03,PJM,101807.0
2019-10-02T04,PJM,95322.0
2019-10-02T05,PJM,89128.0
2019-10-02T06,PJM,84588.0
2019-10-02T07,PJM,81164.0
2019-10-02T08,PJM,79160.0
2019-10-02T09,PJM,79340.0
2019-10-02T10,PJM,82855.0
2019-10-02T11,PJM,89558.0
2019-10-02T12,PJM,93955.0
2019-10-02T13,PJM,96083.0
2019-10-02T14,PJM,99070.0
2019-10-02T15,PJM,105200.0
2019-10-02T16,PJM,111571.0
2019-10-02T17,PJM,117433.0
2019-10-02T18,PJM,121807.0
2019-10-02T19,PJM,124002.0
2019-10-02T20,PJM,125688.0
2019-10-02T21,PJM,126537.0
2019-10-02T22,PJM,125629.0
2019-10-02T23,PJM,122534.0
2019-10-03T00,PJM,120462.0
2019-10-03T01,PJM,115519.0
2019-10-03T02,PJM,108431.0
2019-10-03T03,PJM,100243.0
2019-10-03T04,PJM,92879.0
2019-10-03T05,PJM,86739.0
2019-10-03T06,PJM,83115.0
2019-10-03T07,PJM,80222.0
2019-10-03T08,PJM,78116.0
2019-10-03T09,PJM,78072.0
2019-10-03T10,PJM,81468.0
2019-10-03T11,PJM,87065.0
2019-10-03T12,PJM,90966.0
2019-10-03T13,PJM,92841.0
2019-10-03T14,PJM,95626.0
2019-10-03T15,PJM,98718.0
2019-10-03T16,PJM,102205.0
2019-10-03T17,PJM,105362.0
2019-10-03T18,PJM,108163.0
2019-10-03T19,PJM,109375.0
2019-10-03T20,PJM,109581.0
2019-10-03T21,PJM,109388.0
2019-10-03T22,PJM,107954.0
2019-10-03T23,PJM,105553.0
2019-10-04T00,PJM,104401.0
2019-10-04T01,PJM,101288.0
2019-10-04T02,PJM,95728.0
2019-10-04T03,PJM,88849.0
2019-10-04T04,PJM,82618.0
2019-10-04T05,PJM,77487.0
2019-10-04T06,PJM,73968.0
2019-10-04T07,PJM,71932.0
2019-10-04T08,PJM,71029.0
2019-10-04T09,PJM,71338.0
2019-10-04T10,PJM,74531.0
2019-10-04T11,PJM,79601.0
2019-10-04T12,PJM,83117.0
2019-10-04T13,PJM,84502.0
2019-10-04T14,PJM,85774.0
2019-10-04T15,PJM,87403.0
2019-10-04T16,PJM,88220.0
2019-10-04T17,PJM,88624.0
2019-10-04T18,PJM,89355.0
2019-10-04T19,PJM,89676.0
2019-10-04T20,PJM,89481.0
2019-10-04T21,PJM,89201.0
2019-10-04T22,PJM,87934.0
2019-10-04T23,PJM,85613.0
2019-10-05T00,PJM,85409.0
2019-10-05T01,PJM,82990.0
2019-10-05T02,PJM,79466.0
2019-10-05T03,PJM,74819.0
2019-10-05T04,PJM,70304.0
2019-10-05T05,PJM,67195.0
2019-10-05T06,PJM,64756.0
2019-10-05T07,PJM,63500.0
2019-10-05T08,PJM,62558.0
2019-10-05T09,PJM,62532.0
2019-10-05T10,PJM,63094.0
2019-10-05T11,PJM,64906.0
2019-10-05T12,PJM,67372.0
2019-10-05T13,PJM,69763.0
2019-10-05T14,PJM,71111.0
2019-10-05T15,PJM,71849.0
2019-10-05T16,PJM,71890.0
2019-10-05T17,PJM,71796.0
2019-10-05T18,PJM,71795.0
2019-10-05T19,PJM,72138.0
2019-10-05T20,PJM,73115.0
2019-10-05T21,PJM,74220.0
2019-10-05T22,PJM,75447.0
2019-10-05T23,PJM,76539.0
2019-10-06T00,PJM,78017.0
2019-10-06T01,PJM,76968.0
2019-10-06T02,PJM,74398.0
2019-10-06T03,PJM,71489.0
2019-10-06T04,PJM,68538.0
2019-10-06T05,PJM,65532.0
2019-10-06T06,PJM,63373.0
2019-10-06T07,PJM,62204.0
2019-10-06T08,PJM,61336.0
2019-10-06T09,PJM,61340.0
2019-10-06T10,PJM,61564.0
2019-10-06T11,PJM,62790.0
2019-10-06T12,PJM,64032.0
2019-10-06T13,PJM,66996.0
2019-10-06T14,PJM,70201.0
2019-10-06T15,PJM,72504.0
2019-10-06T16,PJM,74130.0
2019-10-06T17,PJM,75170.0
2019-10-06T18,PJM,75909.0
2019-10-06T19,PJM,76253.0
2019-10-06T20,PJM,76851.0
2019-10-06T21,PJM,77940.0
2019-10-06T22,PJM,79344.0
2019-10-06T23,PJM,80828.0
2019-10-07T00,PJM,83019.0
2019-10-07T01,PJM,82057.0
2019-10-07T02,PJM,78918.0
2019-10-07T03,PJM,74502.0
2019-10-07T04,PJM,70687.0
2019-10-07T05,PJM,68123.0
2019-10-07T06,PJM,66601.0
2019-10-07T07,PJM,65546.0
2019-10-07T08,PJM,65175.0
2019-10-07T09,PJM,66119.0
2019-10-07T10,PJM,69376.0
2019-10-07T11,PJM,76275.0
2019-10-07T12,PJM,81300.0
2019-10-07T13,PJM,83180.0
2019-10-07T14,PJM,84825.0
2019-10-07T15,PJM,86617.0
2019-10-07T16,PJM,88378.0
2019-10-07T17,PJM,89417.0
2019-10-07T18,PJM,90199.0
2019-10-07T19,PJM,90664.0
2019-10-07T20,PJM,90824.0
2019-10-07T21,PJM,91265.0
2019-10-07T22,PJM,91507.0
2019-10-07T23,PJM,91730.0
2019-10-08T00,PJM,92798.0
2019-10-08T01,PJM,90315.0
2019-10-08T02,PJM,85419.0
2019-10-08T03,PJM,79226.0
2019-10-08T04,PJM,74187.0
2019-10-08T05,PJM,70837.0
2019-10-08T06,PJM,68562.0
2019-10-08T07,PJM,67001.0
2019-10-08T08,PJM,66198.0
2019-10-08T09,PJM,67032.0
2019-10-08T10,PJM,69448.0
2019-10-08T11,PJM,76034.0
2019-10-08T12,PJM,81004.0
2019-10-08T13,PJM,82135.0
2019-10-08T14,PJM,82901.0
2019-10-08T15,PJM,83950.0
2019-10-08T16,PJM,84279.0
2019-10-08T17,PJM,84389.0
2019-10-08T18,PJM,84423.0
2019-10-08T19,PJM,84281.0
2019-10-08T20,PJM,83910.0
2019-10-08T21,PJM,83941.0
2019-10-08T22,PJM,84129.0
2019-10-08T23,PJM,85079.0
2019-10-09T00,PJM,86576.0
2019-10-09T01,PJM,85177.0
2019-10-09T02,PJM,81238.0
2019-10-09T03,PJM,75732.0
2019-10-09T04,PJM,71269.0
2019-10-09T05,PJM,68400.0
2019-10-09T06,PJM,66401.0
2019-10-09T07,PJM,65778.0
2019-10-09T08,PJM,65463.0
2019-10-09T09,PJM,66526.0
2019-10-09T10,PJM,69661.0
2019-10-09T11,PJM,75322.0
2019-10-09T12,PJM,79571.0
2019-10-09T13,PJM,80760.0
2019-10-09T14,PJM,81435.0
2019-10-09T15,PJM,82533.0
2019-10-09T16,PJM,83054.0
2019-10-09T17,PJM,83365.0
2019-10-09T18,PJM,84144.0
2019-10-09T19,PJM,84394.0
2019-10-09T20,PJM,84481.0
2019-10-09T21,PJM,84837.0
2019-10-09T22,PJM,85194.0
2019-10-09T23,PJM,85459.0
2019-10-10T00,PJM,86956.0
2019-10-10T01,PJM,85449.0
2019-10-10T02,PJM,81718.0
2019-10-10T03,PJM,76053.0
2019-10-10T04,PJM,71374.0
2019-10-10T05,PJM,68613.0
2019-10-10T06,PJM,66977.0
2019-10-10T07,PJM,65862.0
2019-10-10T08,PJM,65411.0
2019-10-10T09,PJM,66675.0
2019-10-10T10,PJM,69599.0
2019-10-10T11,PJM,75832.0
2019-10-10T12,PJM,80038.0
2019-10-10T13,PJM,80828.0
2019-10-10T14,PJM,81321.0
2019-10-10T15,PJM,82271.0
2019-10-10T16,PJM,82927.0
2019-10-10T17,PJM,83627.0
2019-10-10T18,PJM,84583.0
2019-10-10T19,PJM,85531.0
2019-10-10T20,PJM,86395.0
2019-10-10T21,PJM,87368.0
2019-10-10T22,PJM,87813.0
2019-10-10T23,PJM,87702.0
2019-10-11T00,PJM,89248.0
2019-10-11T01,PJM,87275.0
2019-10-11T02,PJM,83670.0
2019-10-11T03,PJM,78180.0
2019-10-11T04,PJM,73020.0
2019-10-11T05,PJM,68943.0
2019-10-11T06,PJM,66700.0
2019-10-11T07,PJM,65554.0
2019-10-11T08,PJM,64913.0
2019-10-11T09,PJM,65965.0
2019-10-11T10,PJM,69630.0
2019-10-11T11,PJM,76039.0
2019-10-11T12,PJM,79610.0
2019-10-11T13,PJM,80974.0
2019-10-11T14,PJM,81657.0
2019-10-11T15,PJM,82819.0
2019-10-11T16,PJM,83138.0
2019-10-11T17,PJM,83440.0
2019-10-11T18,PJM,84093.0
2019-10-11T19,PJM,84524.0
2019-10-11T20,PJM,84388.0
2019-10-11T21,PJM,84554.0
2019-10-11T22,PJM,84372.0
2019-10-11T23,PJM,83971.0
2019-10-12T00,PJM,84503.0
2019-10-12T01,PJM,82247.0
2019-10-12T02,PJM,79150.0
2019-10-12T03,PJM,74796.0
2019-10-12T04,PJM,71030.0
2019-10-12T05,PJM,67264.0
2019-10-12T06,PJM,65103.0
2019-10-12T07,PJM,63531.0
2019-10-12T08,PJM,62926.0
2019-10-12T09,PJM,62990.0
2019-10-12T10,PJM,63350.0
2019-10-12T11,PJM,64566.0
2019-10-12T12,PJM,67537.0
2019-10-12T13,PJM,70146.0
2019-10-12T14,PJM,72104.0
2019-10-12T15,PJM,73041.0
2019-10-12T16,PJM,72720.0
2019-10-12T17,PJM,71962.0
2019-10-12T18,PJM,71797.0
2019-10-12T19,PJM,71721.0
2019-10-12T20,PJM,71894.0
2019-10-12T21,PJM,72436.0
2019-10-12T22,PJM,73253.0
2019-10-12T23,PJM,74485.0
2019-10-13T00,PJM,76850.0
2019-10-13T01,PJM,76204.0
2019-10-13T02,PJM,73965.0
2019-10-13T03,PJM,70975.0
2019-10-13T04,PJM,68850.0
2019-10-13T05,PJM,66280.0
2019-10-13T06,PJM,64290.0
2019-10-13T07,PJM,62834.0
2019-10-13T08,PJM,62166.0
2019-10-13T09,PJM,62056.0
2019-10-13T10,PJM,63108.0
2019-10-13T11,PJM,64999.0
2019-10-13T12,PJM,66117.0
2019-10-13T13,PJM,68458.0
2019-10-13T14,PJM,69962.0
2019-10-13T15,PJM,70370.0
2019-10-13T16,PJM,70468.0
2019-10-13T17,PJM,70659.0
2019-10-13T18,PJM,70894.0
2019-10-13T19,PJM,70798.0
2019-10-13T20,PJM,71320.0
2019-10-13T21,PJM,72443.0
2019-10-13T22,PJM,73985.0
2019-10-13T23,PJM,75959.0
2019-10-14T00,PJM,78086.0
2019-10-14T01,PJM,77563.0
2019-10-14T02,PJM,74625.0
2019-10-14T03,PJM,71141.0
2019-10-14T04,PJM,67788.0
2019-10-14T05,PJM,65467.0
2019-10-14T06,PJM,64025.0
2019-10-14T07,PJM,64051.0
2019-10-14T08,PJM,64259.0
2019-10-14T09,PJM,64850.0
2019-10-14T10,PJM,67571.0
2019-10-14T11,PJM,74605.0
2019-10-14T12,PJM,79799.0
2019-10-14T13,PJM,81523.0
2019-10-14T14,PJM,82078.0
2019-10-14T15,PJM,82332.0
2019-10-14T16,PJM,81899.0
2019-10-14T17,PJM,81739.0
2019-10-14T18,PJM,82036.0
2019-10-14T19,PJM,82199.0
2019-10-14T20,PJM,82515.0
2019-10-14T21,PJM,83228.0
2019-10-14T22,PJM,84130.0
2019-10-14T23,PJM,84778.0
2019-10-15T00,PJM,86947.0
2019-10-15T01,PJM,85030.0
2019-10-15T02,PJM,80938.0
2019-10-15T03,PJM,75701.0
2019-10-15T04,PJM,71034.0
2019-10-15T05,PJM,68089.0
2019-10-15T06,PJM,66723.0
2019-10-15T07,PJM,66019.0
2019-10-15T08,PJM,66052.0
2019-10-15T09,PJM,67016.0
2019-10-15T10,PJM,70045.0
2019-10-15T11,PJM,78077.0
2019-10-15T12,PJM,82900.0
2019-10-15T13,PJM,83378.0
2019-10-15T14,PJM,82547.0
2019-10-15T15,PJM,81961.0
2019-10-15T16,PJM,81582.0
2019-10-15T17,PJM,82011.0
2019-10-15T18,PJM,82086.0
2019-10-15T19,PJM,82194.0
2019-10-15T20,PJM,82554.0
2019-10-15T21,PJM,83180.0
2019-10-15T22,PJM,83764.0
2019-10-15T23,PJM,84828.0
2019-10-16T00,PJM,86845.0
2019-10-16T01,PJM,84942.0
2019-10-16T02,PJM,80946.0
2019-10-16T03,PJM,75751.0
2019-10-16T04,PJM,71454.0
2019-10-16T05,PJM,68643.0
2019-10-16T06,PJM,66553.0
2019-10-16T07,PJM,65376.0
2019-10-16T08,PJM,65075.0
2019-10-16T09,PJM,66215.0
2019-10-16T10,PJM,69939.0
2019-10-16T11,PJM,76868.0
2019-10-16T12,PJM,81764.0
2019-10-16T13,PJM,82787.0
2019-10-16T14,PJM,83787.0
2019-10-16T15,PJM,84598.0
2019-10-16T16,PJM,85070.0
2019-10-16T17,PJM,85335.0
2019-10-16T18,PJM,85374.0
2019-10-16T19,PJM,84912.0
2019-10-16T20,PJM,84477.0
2019-10-16T21,PJM,84717.0
2019-10-16T22,PJM,85248.0
2019-10-16T23,PJM,86553.0
2019-10-17T00,PJM,87769.0
2019-10-17T01,PJM,86094.0
2019-10-17T02,PJM,82568.0
2019-10-17T03,PJM,77601.0
2019-10-17T04,PJM,73529.0
2019-10-17T05,PJM,70716.0
2019-10-17T06,PJM,69025.0
2019-10-17T07,PJM,68217.0
2019-10-17T08,PJM,67771.0
2019-10-17T09,PJM,69154.0
2019-10-17T10,PJM,72866.0
2019-10-17T11,PJM,79977.0
2019-10-17T12,PJM,84886.0
2019-10-17T13,PJM,85453.0
2019-10-17T14,PJM,85152.0
2019-10-17T15,PJM,84659.0
2019-10-17T16,PJM,83679.0
2019-10-17T17,PJM,82861.0
2019-10-17T18,PJM,82668.0
2019-10-17T19,PJM,81928.0
2019-10-17T20,PJM,81351.0
2019-10-17T21,PJM,81736.0
2019-10-17T22,PJM,82806.0
2019-10-17T23,PJM,85184.0
2019-10-18T00,PJM,87462.0
2019-10-18T01,PJM,86188.0
2019-10-18T02,PJM,83083.0
