datetime_utc,respondent,demand_mwh
2022-06-08T12,PJM,89188.0
2022-06-08T13,PJM,91545.0
2022-06-08T14,PJM,93588.0
2022-06-08T15,PJM,96733.0
2022-06-08T16,PJM,100782.0
2022-06-08T17,PJM,104542.0
2022-06-08T18,PJM,107812.0
2022-06-08T19,PJM,110450.0
2022-06-08T20,PJM,112661.0
2022-06-08T21,PJM,114356.0
2022-06-08T22,PJM,115132.0
2022-06-08T23,PJM,112977.0
2022-06-09T00,PJM,108522.0
2022-06-09T01,PJM,104988.0
2022-06-09T02,PJM,101414.0
2022-06-09T03,PJM,94855.0
2022-06-09T04,PJM,89277.0
2022-06-09T05,PJM,84936.0
2022-06-09T06,PJM,81926.0
2022-06-09T07,PJM,80020.0
2022-06-09T08,PJM,78631.0
2022-06-09T09,PJM,78848.0
2022-06-09T10,PJM,81327.0
2022-06-09T11,PJM,84852.0
2022-06-09T12,PJM,89518.0
2022-06-09T13,PJM,91828.0
2022-06-09T14,PJM,94031.0
2022-06-09T15,PJM,96723.0
2022-06-09T16,PJM,98593.0
2022-06-09T17,PJM,100175.0
2022-06-09T18,PJM,101844.0
2022-06-09T19,PJM,102942.0
2022-06-09T20,PJM,104043.0
2022-06-09T21,PJM,105083.0
2022-06-09T22,PJM,105326.0
2022-06-09T23,PJM,103591.0
2022-06-10T00,PJM,100510.0
2022-06-10T01,PJM,96540.0
2022-06-10T02,PJM,93864.0
2022-06-10T03,PJM,88203.0
2022-06-10T04,PJM,83488.0
2022-06-10T05,PJM,79647.0
2022-06-10T06,PJM,76018.0
2022-06-10T07,PJM,73621.0
2022-06-10T08,PJM,72185.0
2022-06-10T09,PJM,72413.0
2022-06-10T10,PJM,74411.0
2022-06-10T11,PJM,77571.0
2022-06-10T12,PJM,82009.0
2022-06-10T13,PJM,84184.0
2022-06-10T14,PJM,85708.0
2022-06-10T15,PJM,88787.0
2022-06-10T16,PJM,91807.0
2022-06-10T17,PJM,94217.0
2022-06-10T18,PJM,96728.0
2022-06-10T19,PJM,98453.0
2022-06-10T20,PJM,99731.0
2022-06-10T21,PJM,100585.0
2022-06-10T22,PJM,100186.0
2022-06-10T23,PJM,97731.0
2022-06-11T00,PJM,94451.0
2022-06-11T01,PJM,92041.0
2022-06-11T02,PJM,90206.0
2022-06-11T03,PJM,86427.0
2022-06-11T04,PJM,81900.0
2022-06-11T05,PJM,77510.0
2022-06-11T06,PJM,73968.0
2022-06-11T07,PJM,72152.0
2022-06-11T08,PJM,71707.0
2022-06-11T09,PJM,71743.0
2022-06-11T10,PJM,71824.0
2022-06-11T11,PJM,71701.0
2022-06-11T12,PJM,72259.0
2022-06-11T13,PJM,74917.0
2022-06-11T14,PJM,78327.0
2022-06-11T15,PJM,81252.0
2022-06-11T16,PJM,83912.0
2022-06-11T17,PJM,85420.0
2022-06-11T18,PJM,86879.0
2022-06-11T19,PJM,87554.0
2022-06-11T20,PJM,88501.0
2022-06-11T21,PJM,89327.0
2022-06-11T22,PJM,89948.0
2022-06-11T23,PJM,89868.0
2022-06-12T00,PJM,88586.0
2022-06-12T01,PJM,86740.0
2022-06-12T02,PJM,85787.0
2022-06-12T03,PJM,82680.0
2022-06-12T04,PJM,79628.0
2022-06-12T05,PJM,75704.0
2022-06-12T06,PJM,72204.0
2022-06-12T07,PJM,70328.0
2022-06-12T08,PJM,69414.0
2022-06-12T09,PJM,69030.0
2022-06-12T10,PJM,69308.0
2022-06-12T11,PJM,69315.0
2022-06-12T12,PJM,70028.0
2022-06-12T13,PJM,72809.0
2022-06-12T14,PJM,76825.0
2022-06-12T15,PJM,80752.0
2022-06-12T16,PJM,83940.0
2022-06-12T17,PJM,86482.0
2022-06-12T18,PJM,88812.0
2022-06-12T19,PJM,91662.0
2022-06-12T20,PJM,94539.0
2022-06-12T21,PJM,97692.0
2022-06-12T22,PJM,100660.0
2022-06-12T23,PJM,101560.0
2022-06-13T00,PJM,100140.0
2022-06-13T01,PJM,98194.0
2022-06-13T02,PJM,96289.0
2022-06-13T03,PJM,92245.0
2022-06-13T04,PJM,87622.0
2022-06-13T05,PJM,83215.0
2022-06-13T06,PJM,80542.0
2022-06-13T07,PJM,79064.0
2022-06-13T08,PJM,77908.0
2022-06-13T09,PJM,78220.0
2022-06-13T10,PJM,80300.0
2022-06-13T11,PJM,85136.0
2022-06-13T12,PJM,91184.0
2022-06-13T13,PJM,96115.0
2022-06-13T14,PJM,100519.0
2022-06-13T15,PJM,106865.0
2022-06-13T16,PJM,113488.0
2022-06-13T17,PJM,120380.0
2022-06-13T18,PJM,125596.0
2022-06-13T19,PJM,129507.0
2022-06-13T20,PJM,132066.0
2022-06-13T21,PJM,134517.0
2022-06-13T22,PJM,135773.0
2022-06-13T23,PJM,133185.0
2022-06-14T00,PJM,128988.0
2022-06-14T01,PJM,123462.0
2022-06-14T02,PJM,118476.0
2022-06-14T03,PJM,110574.0
2022-06-14T04,PJM,104013.0
2022-06-14T05,PJM,97232.0
2022-06-14T06,PJM,91853.0
2022-06-14T07,PJM,88419.0
2022-06-14T08,PJM,86103.0
2022-06-14T09,PJM,85753.0
2022-06-14T10,PJM,87638.0
2022-06-14T11,PJM,91684.0
2022-06-14T12,PJM,96201.0
2022-06-14T13,PJM,99787.0
2022-06-14T14,PJM,103333.0
2022-06-14T15,PJM,107550.0
2022-06-14T16,PJM,111430.0
2022-06-14T17,PJM,115369.0
2022-06-14T18,PJM,118847.0
2022-06-14T19,PJM,121333.0
2022-06-14T20,PJM,124887.0
2022-06-14T21,PJM,127984.0
2022-06-14T22,PJM,130438.0
2022-06-14T23,PJM,130652.0
2022-06-15T00,PJM,127962.0
2022-06-15T01,PJM,123263.0
2022-06-15T02,PJM,119182.0
2022-06-15T03,PJM,111897.0
2022-06-15T04,PJM,105278.0
2022-06-15T05,PJM,99722.0
2022-06-15T06,PJM,94393.0
2022-06-15T07,PJM,90575.0
2022-06-15T08,PJM,88575.0
2022-06-15T09,PJM,88013.0
2022-06-15T10,PJM,89829.0
2022-06-15T11,PJM,93855.0
2022-06-15T12,PJM,99137.0
2022-06-15T13,PJM,105786.0
2022-06-15T14,PJM,111366.0
2022-06-15T15,PJM,116742.0
2022-06-15T16,PJM,122200.0
2022-06-15T17,PJM,127534.0
2022-06-15T18,PJM,132271.0
2022-06-15T19,PJM,135571.0
2022-06-15T20,PJM,137938.0
2022-06-15T21,PJM,139443.0
2022-06-15T22,PJM,139955.0
2022-06-15T23,PJM,138614.0
2022-06-16T00,PJM,135465.0
2022-06-16T01,PJM,130459.0
2022-06-16T02,PJM,126274.0
2022-06-16T03,PJM,119133.0
2022-06-16T04,PJM,112380.0
2022-06-16T05,PJM,106452.0
2022-06-16T06,PJM,101105.0
2022-06-16T07,PJM,96598.0
2022-06-16T08,PJM,93824.0
2022-06-16T09,PJM,93016.0
2022-06-16T10,PJM,94798.0
2022-06-16T11,PJM,98377.0
2022-06-16T12,PJM,103965.0
2022-06-16T13,PJM,107592.0
2022-06-16T14,PJM,110892.0
2022-06-16T15,PJM,114933.0
2022-06-16T16,PJM,119196.0
2022-06-16T17,PJM,123172.0
2022-06-16T18,PJM,126379.0
2022-06-16T19,PJM,128733.0
2022-06-16T20,PJM,130421.0
2022-06-16T21,PJM,131295.0
2022-06-16T22,PJM,130952.0
2022-06-16T23,PJM,128987.0
2022-06-17T00,PJM,126183.0
2022-06-17T01,PJM,122291.0
2022-06-17T02,PJM,117995.0
2022-06-17T03,PJM,112217.0
2022-06-17T04,PJM,106322.0
2022-06-17T05,PJM,100751.0
2022-06-17T06,PJM,95128.0
2022-06-17T07,PJM,90887.0
2022-06-17T08,PJM,89429.0
2022-06-17T09,PJM,88652.0
2022-06-17T10,PJM,90501.0
2022-06-17T11,PJM,93036.0
2022-06-17T12,PJM,99287.0
2022-06-17T13,PJM,105721.0
2022-06-17T14,PJM,111087.0
2022-06-17T15,PJM,117974.0
2022-06-17T16,PJM,123605.0
2022-06-17T17,PJM,127480.0
2022-06-17T18,PJM,130128.0
2022-06-17T19,PJM,131656.0
2022-06-17T20,PJM,132445.0
2022-06-17T21,PJM,132886.0
2022-06-17T22,PJM,133052.0
2022-06-17T23,PJM,130063.0
2022-06-18T00,PJM,124837.0
2022-06-18T01,PJM,118096.0
2022-06-18T02,PJM,112110.0
2022-06-18T03,PJM,104207.0
2022-06-18T04,PJM,96497.0
2022-06-18T05,PJM,88944.0
2022-06-18T06,PJM,83299.0
2022-06-18T07,PJM,79593.0
2022-06-18T08,PJM,76770.0
2022-06-18T09,PJM,75451.0
2022-06-18T10,PJM,74858.0
2022-06-18T11,PJM,75251.0
2022-06-18T12,PJM,78202.0
2022-06-18T13,PJM,81054.0
2022-06-18T14,PJM,82251.0
2022-06-18T15,PJM,84229.0
2022-06-18T16,PJM,85343.0
2022-06-18T17,PJM,85888.0
2022-06-18T18,PJM,86456.0
2022-06-18T19,PJM,87093.0
2022-06-18T20,PJM,87838.0
2022-06-18T21,PJM,89106.0
2022-06-18T22,PJM,90554.0
2022-06-18T23,PJM,89999.0
2022-06-19T00,PJM,88151.0
2022-06-19T01,PJM,84949.0
2022-06-19T02,PJM,82819.0
2022-06-19T03,PJM,79085.0
2022-06-19T04,PJM,75593.0
2022-06-19T05,PJM,72190.0
2022-06-19T06,PJM,69152.0
2022-06-19T07,PJM,66962.0
2022-06-19T08,PJM,66305.0
2022-06-19T09,PJM,65856.0
2022-06-19T10,PJM,65677.0
2022-06-19T11,PJM,65234.0
2022-06-19T12,PJM,67043.0
2022-06-19T13,PJM,69657.0
2022-06-19T14,PJM,70080.0
2022-06-19T15,PJM,71177.0
2022-06-19T16,PJM,72957.0
2022-06-19T17,PJM,74797.0
2022-06-19T18,PJM,76530.0
2022-06-19T19,PJM,78876.0
2022-06-19T20,PJM,81931.0
2022-06-19T21,PJM,85897.0
2022-06-19T22,PJM,89273.0
2022-06-19T23,PJM,90349.0
2022-06-20T00,PJM,89656.0
2022-06-20T01,PJM,87680.0
2022-06-20T02,PJM,86258.0
2022-06-20T03,PJM,82920.0
2022-06-20T04,PJM,78041.0
2022-06-20T05,PJM,75652.0
2022-06-20T06,PJM,73319.0
2022-06-20T07,PJM,71337.0
2022-06-20T08,PJM,70382.0
2022-06-20T09,PJM,70712.0
2022-06-20T10,PJM,72802.0
2022-06-20T11,PJM,74806.0
2022-06-20T12,PJM,77361.0
2022-06-20T13,PJM,81187.0
2022-06-20T14,PJM,84737.0
2022-06-20T15,PJM,87826.0
2022-06-20T16,PJM,90686.0
2022-06-20T17,PJM,93804.0
2022-06-20T18,PJM,97214.0
2022-06-20T19,PJM,100279.0
2022-06-20T20,PJM,103443.0
2022-06-20T21,PJM,106887.0
2022-06-20T22,PJM,109267.0
2022-06-20T23,PJM,109334.0
2022-06-21T00,PJM,107116.0
2022-06-21T01,PJM,103667.0
2022-06-21T02,PJM,100516.0
2022-06-21T03,PJM,96164.0
2022-06-21T04,PJM,90491.0
2022-06-21T05,PJM,85247.0
2022-06-21T06,PJM,80992.0
2022-06-21T07,PJM,78058.0
2022-06-21T08,PJM,76290.0
2022-06-21T09,PJM,76154.0
2022-06-21T10,PJM,78473.0
2022-06-21T11,PJM,82356.0
2022-06-21T12,PJM,87415.0
2022-06-21T13,PJM,92112.0
2022-06-21T14,PJM,94218.0
2022-06-21T15,PJM,98682.0
2022-06-21T16,PJM,103867.0
2022-06-21T17,PJM,109013.0
2022-06-21T18,PJM,113986.0
2022-06-21T19,PJM,118426.0
2022-06-21T20,PJM,122955.0
2022-06-21T21,PJM,126850.0
2022-06-21T22,PJM,129047.0
2022-06-21T23,PJM,128501.0
2022-06-22T00,PJM,125839.0
2022-06-22T01,PJM,121302.0
2022-06-22T02,PJM,116837.0
2022-06-22T03,PJM,111124.0
2022-06-22T04,PJM,103766.0
2022-06-22T05,PJM,97939.0
2022-06-22T06,PJM,92697.0
2022-06-22T07,PJM,88781.0
2022-06-22T08,PJM,86132.0
2022-06-22T09,PJM,85129.0
2022-06-22T10,PJM,86748.0
2022-06-22T11,PJM,90834.0
2022-06-22T12,PJM,94785.0
2022-06-22T13,PJM,99774.0
2022-06-22T14,PJM,104133.0
2022-06-22T15,PJM,110381.0
2022-06-22T16,PJM,116329.0
2022-06-22T17,PJM,121750.0
2022-06-22T18,PJM,125755.0
2022-06-22T19,PJM,127619.0
2022-06-22T20,PJM,128126.0
2022-06-22T21,PJM,126497.0
2022-06-22T22,PJM,124106.0
2022-06-22T23,PJM,121293.0
2022-06-23T00,PJM,117371.0
2022-06-23T01,PJM,113168.0
2022-06-23T02,PJM,108432.0
2022-06-23T03,PJM,102201.0
2022-06-23T04,PJM,96082.0
2022-06-23T05,PJM,91209.0
2022-06-23T06,PJM,87035.0
2022-06-23T07,PJM,83767.0
2022-06-23T08,PJM,81844.0
2022-06-23T09,PJM,81383.0
2022-06-23T10,PJM,83002.0
2022-06-23T11,PJM,86570.0
2022-06-23T12,PJM,91900.0
2022-06-23T13,PJM,95155.0
2022-06-23T14,PJM,96337.0
2022-06-23T15,PJM,99512.0
2022-06-23T16,PJM,102200.0
2022-06-23T17,PJM,104767.0
2022-06-23T18,PJM,106269.0
2022-06-23T19,PJM,106782.0
2022-06-23T20,PJM,108750.0
2022-06-23T21,PJM,111221.0
2022-06-23T22,PJM,112593.0
2022-06-23T23,PJM,111972.0
2022-06-24T00,PJM,109447.0
2022-06-24T01,PJM,105674.0
2022-06-24T02,PJM,101816.0
2022-06-24T03,PJM,96515.0
2022-06-24T04,PJM,91535.0
2022-06-24T05,PJM,86180.0
2022-06-24T06,PJM,82012.0
2022-06-24T07,PJM,78868.0
2022-06-24T08,PJM,77071.0
2022-06-24T09,PJM,76910.0
2022-06-24T10,PJM,78913.0
2022-06-24T11,PJM,82131.0
2022-06-24T12,PJM,86697.0
2022-06-24T13,PJM,90204.0
2022-06-24T14,PJM,93734.0
2022-06-24T15,PJM,97489.0
2022-06-24T16,PJM,101646.0
2022-06-24T17,PJM,106292.0
2022-06-24T18,PJM,110663.0
2022-06-24T19,PJM,114818.0
2022-06-24T20,PJM,118410.0
2022-06-24T21,PJM,121788.0
2022-06-24T22,PJM,123771.0
2022-06-24T23,PJM,122689.0
2022-06-25T00,PJM,119241.0
2022-06-25T01,PJM,113274.0
2022-06-25T02,PJM,107966.0
2022-06-25T03,PJM,101813.0
2022-06-25T04,PJM,96090.0
2022-06-25T05,PJM,89361.0
2022-06-25T06,PJM,84373.0
2022-06-25T07,PJM,80825.0
2022-06-25T08,PJM,78115.0
2022-06-25T09,PJM,76747.0
2022-06-25T10,PJM,76432.0
2022-06-25T11,PJM,77060.0
2022-06-25T12,PJM,80471.0
2022-06-25T13,PJM,85416.0
2022-06-25T14,PJM,90425.0
2022-06-25T15,PJM,96286.0
2022-06-25T16,PJM,101786.0
2022-06-25T17,PJM,106605.0
2022-06-25T18,PJM,110455.0
2022-06-25T19,PJM,113475.0
2022-06-25T20,PJM,116584.0
2022-06-25T21,PJM,119295.0
2022-06-25T22,PJM,120632.0
2022-06-25T23,PJM,119751.0
2022-06-26T00,PJM,116385.0
2022-06-26T01,PJM,111475.0
2022-06-26T02,PJM,107689.0
2022-06-26T03,PJM,102250.0
2022-06-26T04,PJM,97355.0
2022-06-26T05,PJM,91985.0
2022-06-26T06,PJM,87890.0
2022-06-26T07,PJM,84412.0
2022-06-26T08,PJM,81940.0
2022-06-26T09,PJM,80543.0
2022-06-26T10,PJM,79759.0
2022-06-26T11,PJM,79754.0
2022-06-26T12,PJM,82834.0
2022-06-26T13,PJM,88377.0
2022-06-26T14,PJM,93383.0
2022-06-26T15,PJM,98112.0
2022-06-26T16,PJM,103367.0
2022-06-26T17,PJM,108179.0
2022-06-26T18,PJM,112148.0
2022-06-26T19,PJM,115473.0
2022-06-26T20,PJM,118338.0
2022-06-26T21,PJM,120336.0
2022-06-26T22,PJM,120724.0
2022-06-26T23,PJM,118752.0
2022-06-27T00,PJM,115091.0
2022-06-27T01,PJM,110822.0
2022-06-27T02,PJM,107244.0
2022-06-27T03,PJM,101918.0
2022-06-27T04,PJM,96957.0
2022-06-27T05,PJM,92362.0
2022-06-27T06,PJM,87901.0
2022-06-27T07,PJM,84868.0
2022-06-27T08,PJM,83163.0
2022-06-27T09,PJM,83375.0
2022-06-27T10,PJM,85525.0
2022-06-27T11,PJM,89682.0
2022-06-27T12,PJM,94563.0
2022-06-27T13,PJM,98074.0
2022-06-27T14,PJM,99985.0
2022-06-27T15,PJM,103431.0
2022-06-27T16,PJM,106488.0
2022-06-27T17,PJM,108619.0
2022-06-27T18,PJM,110413.0
2022-06-27T19,PJM,111293.0
2022-06-27T20,PJM,111861.0
2022-06-27T21,PJM,112981.0
2022-06-27T22,PJM,113950.0
2022-06-27T23,PJM,112752.0
2022-06-28T00,PJM,109556.0
2022-06-28T01,PJM,104626.0
2022-06-28T02,PJM,100584.0
2022-06-28T03,PJM,94930.0
2022-06-28T04,PJM,89732.0
2022-06-28T05,PJM,84468.0
2022-06-28T06,PJM,80672.0
2022-06-28T07,PJM,77547.0
2022-06-28T08,PJM,75583.0
2022-06-28T09,PJM,75461.0
2022-06-28T10,PJM,77333.0
2022-06-28T11,PJM,80921.0
2022-06-28T12,PJM,85356.0
2022-06-28T13,PJM,88637.0
2022-06-28T14,PJM,90259.0
2022-06-28T15,PJM,91629.0
2022-06-28T16,PJM,94480.0
2022-06-28T17,PJM,98052.0
2022-06-28T18,PJM,101894.0
2022-06-28T19,PJM,105135.0
2022-06-28T20,PJM,108279.0
2022-06-28T21,PJM,111505.0
2022-06-28T22,PJM,113613.0
2022-06-28T23,PJM,113032.0
2022-06-29T00,PJM,109737.0
2022-06-29T01,PJM,104981.0
2022-06-29T02,PJM,100882.0
2022-06-29T03,PJM,95441.0
2022-06-29T04,PJM,90150.0
2022-06-29T05,PJM,84853.0
2022-06-29T06,PJM,80560.0
2022-06-29T07,PJM,77669.0
2022-06-29T08,PJM,75834.0
2022-06-29T09,PJM,76081.0
2022-06-29T10,PJM,78170.0
2022-06-29T11,PJM,81716.0
2022-06-29T12,PJM,86526.0
2022-06-29T13,PJM,89585.0
2022-06-29T14,PJM,92463.0
2022-06-29T15,PJM,96698.0
2022-06-29T16,PJM,101689.0
2022-06-29T17,PJM,106465.0
2022-06-29T18,PJM,111371.0
2022-06-29T19,PJM,115899.0
2022-06-29T20,PJM,120072.0
2022-06-29T21,PJM,123709.0
2022-06-29T22,PJM,125988.0
2022-06-29T23,PJM,125313.0
2022-06-30T00,PJM,121930.0
2022-06-30T01,PJM,116270.0
2022-06-30T02,PJM,111398.0
2022-06-30T03,PJM,105309.0
2022-06-30T04,PJM,98648.0
2022-06-30T05,PJM,92162.0
2022-06-30T06,PJM,87730.0
2022-06-30T07,PJM,84226.0
2022-06-30T08,PJM,81899.0
2022-06-30T09,PJM,81499.0
2022-06-30T10,PJM,83089.0
2022-06-30T11,PJM,86763.0
2022-06-30T12,PJM,92785.0
2022-06-30T13,PJM,97970.0
2022-06-30T14,PJM,102100.0
2022-06-30T15,PJM,107543.0
2022-06-30T16,PJM,113684.0
2022-06-30T17,PJM,119380.0
2022-06-30T18,PJM,124564.0
2022-06-30T19,PJM,128900.0
2022-06-30T20,PJM,132329.0
2022-06-30T21,PJM,135402.0
2022-06-30T22,PJM,136940.0
2022-06-30T23,PJM,135608.0
2022-07-01T00,PJM,131929.0
2022-07-01T01,PJM,125500.0
2022-07-01T02,PJM,119888.0
2022-07-01T03,PJM,113320.0
2022-07-01T04,PJM,106199.0
2022-07-01T05,PJM,99804.0
2022-07-01T06,PJM,93803.0
2022-07-01T07,PJM,89980.0
2022-07-01T08,PJM,87423.0
2022-07-01T09,PJM,86685.0
2022-07-01T10,PJM,88348.0
2022-07-01T11,PJM,91765.0
2022-07-01T12,PJM,98142.0
2022-07-01T13,PJM,103738.0
2022-07-01T14,PJM,109028.0
2022-07-01T15,PJM,116310.0
2022-07-01T16,PJM,123378.0
2022-07-01T17,PJM,128933.0
2022-07-01T18,PJM,132387.0
2022-07-01T19,PJM,133451.0
2022-07-01T20,PJM,133055.0
2022-07-01T21,PJM,132419.0
2022-07-01T22,PJM,130724.0
2022-07-01T23,PJM,127814.0
2022-07-02T00,PJM,123650.0
2022-07-02T01,PJM,119318.0
2022-07-02T02,PJM,115255.0
2022-07-02T03,PJM,109508.0
2022-07-02T04,PJM,103508.0
2022-07-02T05,PJM,97364.0
2022-07-02T06,PJM,92565.0
2022-07-02T07,PJM,89058.0
2022-07-02T08,PJM,86404.0
2022-07-02T09,PJM,84861.0
2022-07-02T10,PJM,84465.0
2022-07-02T11,PJM,84031.0
2022-07-02T12,PJM,86735.0
2022-07-02T13,PJM,91663.0
2022-07-02T14,PJM,95962.0
2022-07-02T15,PJM,101495.0
2022-07-02T16,PJM,107970.0
2022-07-02T17,PJM,112888.0
2022-07-02T18,PJM,116895.0
2022-07-02T19,PJM,120089.0
2022-07-02T20,PJM,122463.0
2022-07-02T21,PJM,123857.0
2022-07-02T22,PJM,123811.0
2022-07-02T23,PJM,121415.0
2022-07-03T00,PJM,116800.0
2022-07-03T01,PJM,111362.0
2022-07-03T02,PJM,107057.0
2022-07-03T03,PJM,102187.0
2022-07-03T04,PJM,97515.0
2022-07-03T05,PJM,92037.0
2022-07-03T06,PJM,87961.0
2022-07-03T07,PJM,84371.0
2022-07-03T08,PJM,81643.0
2022-07-03T09,PJM,79719.0
2022-07-03T10,PJM,78811.0
2022-07-03T11,PJM,78071.0
2022-07-03T12,PJM,80139.0
2022-07-03T13,PJM,84801.0
2022-07-03T14,PJM,88944.0
2022-07-03T15,PJM,94347.0
2022-07-03T16,PJM,98687.0
2022-07-03T17,PJM,103210.0
2022-07-03T18,PJM,107232.0
2022-07-03T19,PJM,110755.0
2022-07-03T20,PJM,114009.0
2022-07-03T21,PJM,116989.0
2022-07-03T22,PJM,118939.0
2022-07-03T23,PJM,118202.0
2022-07-04T00,PJM,114443.0
2022-07-04T01,PJM,108222.0
2022-07-04T02,PJM,102782.0
2022-07-04T03,PJM,97141.0
2022-07-04T04,PJM,92699.0
2022-07-04T05,PJM,87048.0
2022-07-04T06,PJM,82496.0
2022-07-04T07,PJM,78340.0
2022-07-04T08,PJM,75906.0
2022-07-04T09,PJM,74440.0
2022-07-04T10,PJM,73627.0
2022-07-04T11,PJM,73093.0
2022-07-04T12,PJM,75563.0
2022-07-04T13,PJM,80711.0
2022-07-04T14,PJM,85917.0
2022-07-04T15,PJM,92274.0
2022-07-04T16,PJM,98925.0
2022-07-04T17,PJM,104601.0
2022-07-04T18,PJM,108854.0
2022-07-04T19,PJM,112130.0
2022-07-04T20,PJM,115258.0
2022-07-04T21,PJM,117616.0
2022-07-04T22,PJM,119155.0
2022-07-04T23,PJM,118021.0
2022-07-05T00,PJM,114134.0
2022-07-05T01,PJM,108697.0
2022-07-05T02,PJM,104240.0
2022-07-05T03,PJM,99922.0
2022-07-05T04,PJM,95895.0
2022-07-05T05,PJM,91588.0
2022-07-05T06,PJM,86968.0
2022-07-05T07,PJM,83254.0
2022-07-05T08,PJM,81362.0
2022-07-05T09,PJM,81382.0
2022-07-05T10,PJM,83866.0
2022-07-05T11,PJM,87991.0
2022-07-05T12,PJM,91766.0
2022-07-05T13,PJM,96415.0
2022-07-05T14,PJM,102128.0
2022-07-05T15,PJM,108752.0
2022-07-05T16,PJM,115169.0
2022-07-05T17,PJM,120432.0
2022-07-05T18,PJM,123949.0
2022-07-05T19,PJM,125932.0
2022-07-05T20,PJM,127191.0
2022-07-05T21,PJM,128814.0
2022-07-05T22,PJM,129623.0
2022-07-05T23,PJM,128214.0
2022-07-06T00,PJM,125079.0
2022-07-06T01,PJM,121140.0
2022-07-06T02,PJM,117478.0
2022-07-06T03,PJM,111040.0
2022-07-06T04,PJM,105231.0
2022-07-06T05,PJM,99897.0
2022-07-06T06,PJM,95344.0
2022-07-06T07,PJM,91465.0
2022-07-06T08,PJM,89172.0
2022-07-06T09,PJM,88816.0
2022-07-06T10,PJM,91038.0
2022-07-06T11,PJM,95035.0
2022-07-06T12,PJM,100349.0
2022-07-06T13,PJM,105522.0
2022-07-06T14,PJM,109170.0
2022-07-06T15,PJM,113898.0
2022-07-06T16,PJM,118466.0
2022-07-06T17,PJM,122758.0
2022-07-06T18,PJM,125899.0
2022-07-06T19,PJM,127295.0
2022-07-06T20,PJM,127406.0
2022-07-06T21,PJM,128524.0
2022-07-06T22,PJM,128557.0
2022-07-06T23,PJM,126042.0
2022-07-07T00,PJM,122288.0
2022-07-07T01,PJM,118007.0
2022-07-07T02,PJM,113877.0
2022-07-07T03,PJM,107432.0
2022-07-07T04,PJM,101641.0
2022-07-07T05,PJM,96636.0
2022-07-07T06,PJM,92717.0
2022-07-07T07,PJM,89268.0
2022-07-07T08,PJM,87199.0
2022-07-07T09,PJM,86846.0
2022-07-07T10,PJM,88808.0
2022-07-07T11,PJM,92055.0
2022-07-07T12,PJM,96695.0
2022-07-07T13,PJM,100929.0
2022-07-07T14,PJM,103872.0
2022-07-07T15,PJM,108116.0
2022-07-07T16,PJM,112370.0
2022-07-07T17,PJM,116884.0
2022-07-07T18,PJM,121214.0
2022-07-07T19,PJM,123995.0
2022-07-07T20,PJM,125844.0
2022-07-07T21,PJM,127111.0
2022-07-07T22,PJM,127566.0
2022-07-07T23,PJM,125624.0
2022-07-08T00,PJM,121676.0
2022-07-08T01,PJM,116997.0
2022-07-08T02,PJM,113087.0
2022-07-08T03,PJM,107698.0
2022-07-08T04,PJM,101984.0
2022-07-08T05,PJM,96076.0
2022-07-08T06,PJM,91191.0
2022-07-08T07,PJM,87578.0
2022-07-08T08,PJM,85368.0
2022-07-08T09,PJM,85157.0
2022-07-08T10,PJM,87003.0
2022-07-08T11,PJM,90630.0
2022-07-08T12,PJM,95515.0
2022-07-08T13,PJM,99402.0
2022-07-08T14,PJM,102259.0
2022-07-08T15,PJM,105819.0
2022-07-08T16,PJM,110179.0
2022-07-08T17,PJM,114445.0
2022-07-08T18,PJM,117900.0
2022-07-08T19,PJM,119601.0
2022-07-08T20,PJM,120565.0
2022-07-08T21,PJM,121227.0
2022-07-08T22,PJM,120569.0
2022-07-08T23,PJM,117778.0
2022-07-09T00,PJM,113891.0
2022-07-09T01,PJM,110669.0
2022-07-09T02,PJM,107876.0
2022-07-09T03,PJM,102720.0
2022-07-09T04,PJM,97076.0
2022-07-09T05,PJM,92307.0
2022-07-09T06,PJM,88463.0
2022-07-09T07,PJM,85474.0
2022-07-09T08,PJM,82889.0
2022-07-09T09,PJM,81788.0
2022-07-09T10,PJM,81667.0
2022-07-09T11,PJM,81972.0
2022-07-09T12,PJM,84400.0
2022-07-09T13,PJM,87713.0
2022-07-09T14,PJM,91130.0
2022-07-09T15,PJM,94380.0
2022-07-09T16,PJM,97654.0
2022-07-09T17,PJM,100038.0
2022-07-09T18,PJM,101500.0
2022-07-09T19,PJM,101941.0
2022-07-09T20,PJM,102802.0
2022-07-09T21,PJM,103748.0
2022-07-09T22,PJM,104426.0
2022-07-09T23,PJM,103564.0
2022-07-10T00,PJM,101048.0
2022-07-10T01,PJM,97752.0
2022-07-10T02,PJM,95248.0
2022-07-10T03,PJM,91581.0
2022-07-10T04,PJM,87053.0
2022-07-10T05,PJM,82063.0
2022-07-10T06,PJM,78520.0
2022-07-10T07,PJM,76074.0
2022-07-10T08,PJM,74290.0
2022-07-10T09,PJM,72975.0
2022-07-10T10,PJM,72459.0
2022-07-10T11,PJM,72267.0
2022-07-10T12,PJM,74529.0
2022-07-10T13,PJM,78141.0
2022-07-10T14,PJM,80863.0
2022-07-10T15,PJM,84710.0
2022-07-10T16,PJM,89638.0
2022-07-10T17,PJM,94266.0
2022-07-10T18,PJM,98246.0
2022-07-10T19,PJM,101646.0
