period,location,statedescription,sectorid,sectordescription,fueltypeid,fueltypedescription
2022-12-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2022-12-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2022-12-01,VA,Virginia,98,Electric Power,SUN,solar
2022-12-01,VA,Virginia,98,Electric Power,WND,wind
2022-12-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2022-12-01,VA,Virginia,99,All Sectors,SUN,solar
2022-12-01,VA,Virginia,99,All Sectors,WND,wind
2023-01-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2023-01-01,VA,Virginia,1,Electric Utility,SUN,solar
2023-01-01,VA,Virginia,1,Electric Utility,WND,wind
2023-01-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2023-01-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2023-01-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2023-01-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2023-01-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2023-01-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2023-01-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2023-01-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2023-01-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2023-01-01,VA,Virginia,96,All Commercial,SUN,solar
2023-01-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2023-01-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2023-01-01,VA,Virginia,98,Electric Power,SUN,solar
2023-01-01,VA,Virginia,98,Electric Power,WND,wind
2023-01-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2023-01-01,VA,Virginia,99,All Sectors,SUN,solar
2023-01-01,VA,Virginia,99,All Sectors,WND,wind
2023-02-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2023-02-01,VA,Virginia,1,Electric Utility,SUN,solar
2023-02-01,VA,Virginia,1,Electric Utility,WND,wind
2023-02-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2023-02-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2023-02-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2023-02-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2023-02-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2023-02-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2023-02-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2023-02-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2023-02-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2023-02-01,VA,Virginia,96,All Commercial,SUN,solar
2023-02-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2023-02-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2023-02-01,VA,Virginia,98,Electric Power,SUN,solar
2023-02-01,VA,Virginia,98,Electric Power,WND,wind
2023-02-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2023-02-01,VA,Virginia,99,All Sectors,SUN,solar
2023-02-01,VA,Virginia,99,All Sectors,WND,wind
2023-03-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2023-03-01,VA,Virginia,1,Electric Utility,SUN,solar
2023-03-01,VA,Virginia,1,Electric Utility,WND,wind
2023-03-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2023-03-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2023-03-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2023-03-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2023-03-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2023-03-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2023-03-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2023-03-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2023-03-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2023-03-01,VA,Virginia,96,All Commercial,SUN,solar
2023-03-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2023-03-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2023-03-01,VA,Virginia,98,Electric Power,SUN,solar
2023-03-01,VA,Virginia,98,Electric Power,WND,wind
2023-03-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2023-03-01,VA,Virginia,99,All Sectors,SUN,solar
2023-03-01,VA,Virginia,99,All Sectors,WND,wind
2023-04-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2023-04-01,VA,Virginia,1,Electric Utility,SUN,solar
2023-04-01,VA,Virginia,1,Electric Utility,WND,wind
2023-04-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2023-04-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2023-04-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2023-04-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2023-04-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2023-04-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2023-04-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2023-04-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2023-04-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2023-04-01,VA,Virginia,96,All Commercial,SUN,solar
2023-04-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2023-04-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2023-04-01,VA,Virginia,98,Electric Power,SUN,solar
2023-04-01,VA,Virginia,98,Electric Power,WND,wind
2023-04-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2023-04-01,VA,Virginia,99,All Sectors,SUN,solar
2023-04-01,VA,Virginia,99,All Sectors,WND,wind
2023-05-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2023-05-01,VA,Virginia,1,Electric Utility,SUN,solar
2023-05-01,VA,Virginia,1,Electric Utility,WND,wind
2023-05-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2023-05-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2023-05-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2023-05-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2023-05-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2023-05-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2023-05-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2023-05-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2023-05-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2023-05-01,VA,Virginia,96,All Commercial,SUN,solar
2023-05-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2023-05-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2023-05-01,VA,Virginia,98,Electric Power,SUN,solar
2023-05-01,VA,Virginia,98,Electric Power,WND,wind
2023-05-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2023-05-01,VA,Virginia,99,All Sectors,SUN,solar
2023-05-01,VA,Virginia,99,All Sectors,WND,wind
2023-06-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2023-06-01,VA,Virginia,1,Electric Utility,SUN,solar
2023-06-01,VA,Virginia,1,Electric Utility,WND,wind
2023-06-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2023-06-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2023-06-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2023-06-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2023-06-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2023-06-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2023-06-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2023-06-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2023-06-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2023-06-01,VA,Virginia,96,All Commercial,SUN,solar
2023-06-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2023-06-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2023-06-01,VA,Virginia,98,Electric Power,SUN,solar
2023-06-01,VA,Virginia,98,Electric Power,WND,wind
2023-06-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2023-06-01,VA,Virginia,99,All Sectors,SUN,solar
2023-06-01,VA,Virginia,99,All Sectors,WND,wind
2023-07-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2023-07-01,VA,Virginia,1,Electric Utility,SUN,solar
2023-07-01,VA,Virginia,1,Electric Utility,WND,wind
2023-07-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2023-07-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2023-07-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2023-07-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2023-07-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2023-07-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2023-07-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2023-07-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2023-07-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2023-07-01,VA,Virginia,96,All Commercial,SUN,solar
2023-07-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2023-07-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2023-07-01,VA,Virginia,98,Electric Power,SUN,solar
2023-07-01,VA,Virginia,98,Electric Power,WND,wind
2023-07-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2023-07-01,VA,Virginia,99,All Sectors,SUN,solar
2023-07-01,VA,Virginia,99,All Sectors,WND,wind
2023-08-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2023-08-01,VA,Virginia,1,Electric Utility,SUN,solar
2023-08-01,VA,Virginia,1,Electric Utility,WND,wind
2023-08-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2023-08-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2023-08-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2023-08-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2023-08-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2023-08-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2023-08-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2023-08-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2023-08-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2023-08-01,VA,Virginia,96,All Commercial,SUN,solar
2023-08-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2023-08-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2023-08-01,VA,Virginia,98,Electric Power,SUN,solar
2023-08-01,VA,Virginia,98,Electric Power,WND,wind
2023-08-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2023-08-01,VA,Virginia,99,All Sectors,SUN,solar
2023-08-01,VA,Virginia,99,All Sectors,WND,wind
2023-09-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2023-09-01,VA,Virginia,1,Electric Utility,SUN,solar
2023-09-01,VA,Virginia,1,Electric Utility,WND,wind
2023-09-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2023-09-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2023-09-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2023-09-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2023-09-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2023-09-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2023-09-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2023-09-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2023-09-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2023-09-01,VA,Virginia,96,All Commercial,SUN,solar
2023-09-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2023-09-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2023-09-01,VA,Virginia,98,Electric Power,SUN,solar
2023-09-01,VA,Virginia,98,Electric Power,WND,wind
2023-09-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2023-09-01,VA,Virginia,99,All Sectors,SUN,solar
2023-09-01,VA,Virginia,99,All Sectors,WND,wind
2023-10-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2023-10-01,VA,Virginia,1,Electric Utility,SUN,solar
2023-10-01,VA,Virginia,1,Electric Utility,WND,wind
2023-10-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2023-10-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2023-10-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2023-10-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2023-10-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2023-10-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2023-10-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2023-10-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2023-10-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2023-10-01,VA,Virginia,96,All Commercial,SUN,solar
2023-10-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2023-10-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2023-10-01,VA,Virginia,98,Electric Power,SUN,solar
2023-10-01,VA,Virginia,98,Electric Power,WND,wind
2023-10-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2023-10-01,VA,Virginia,99,All Sectors,SUN,solar
2023-10-01,VA,Virginia,99,All Sectors,WND,wind
2023-11-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2023-11-01,VA,Virginia,1,Electric Utility,SUN,solar
2023-11-01,VA,Virginia,1,Electric Utility,WND,wind
2023-11-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2023-11-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2023-11-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2023-11-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2023-11-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2023-11-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2023-11-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2023-11-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2023-11-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2023-11-01,VA,Virginia,96,All Commercial,SUN,solar
2023-11-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2023-11-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2023-11-01,VA,Virginia,98,Electric Power,SUN,solar
2023-11-01,VA,Virginia,98,Electric Power,WND,wind
2023-11-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2023-11-01,VA,Virginia,99,All Sectors,SUN,solar
2023-11-01,VA,Virginia,99,All Sectors,WND,wind
2023-12-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2023-12-01,VA,Virginia,1,Electric Utility,SUN,solar
2023-12-01,VA,Virginia,1,Electric Utility,WND,wind
2023-12-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2023-12-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2023-12-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2023-12-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2023-12-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2023-12-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2023-12-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2023-12-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2023-12-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2023-12-01,VA,Virginia,96,All Commercial,SUN,solar
2023-12-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2023-12-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2023-12-01,VA,Virginia,98,Electric Power,SUN,solar
2023-12-01,VA,Virginia,98,Electric Power,WND,wind
2023-12-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2023-12-01,VA,Virginia,99,All Sectors,SUN,solar
2023-12-01,VA,Virginia,99,All Sectors,WND,wind
2024-01-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2024-01-01,VA,Virginia,1,Electric Utility,SUN,solar
2024-01-01,VA,Virginia,1,Electric Utility,WND,wind
2024-01-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-01-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2024-01-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2024-01-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2024-01-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-01-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2024-01-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2024-01-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2024-01-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2024-01-01,VA,Virginia,96,All Commercial,SUN,solar
2024-01-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2024-01-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2024-01-01,VA,Virginia,98,Electric Power,SUN,solar
2024-01-01,VA,Virginia,98,Electric Power,WND,wind
2024-01-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2024-01-01,VA,Virginia,99,All Sectors,SUN,solar
2024-01-01,VA,Virginia,99,All Sectors,WND,wind
2024-02-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2024-02-01,VA,Virginia,1,Electric Utility,SUN,solar
2024-02-01,VA,Virginia,1,Electric Utility,WND,wind
2024-02-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-02-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2024-02-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2024-02-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2024-02-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-02-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2024-02-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2024-02-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2024-02-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2024-02-01,VA,Virginia,96,All Commercial,SUN,solar
2024-02-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2024-02-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2024-02-01,VA,Virginia,98,Electric Power,SUN,solar
2024-02-01,VA,Virginia,98,Electric Power,WND,wind
2024-02-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2024-02-01,VA,Virginia,99,All Sectors,SUN,solar
2024-02-01,VA,Virginia,99,All Sectors,WND,wind
2024-03-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2024-03-01,VA,Virginia,1,Electric Utility,SUN,solar
2024-03-01,VA,Virginia,1,Electric Utility,WND,wind
2024-03-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-03-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2024-03-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2024-03-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2024-03-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-03-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2024-03-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2024-03-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2024-03-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2024-03-01,VA,Virginia,96,All Commercial,SUN,solar
2024-03-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2024-03-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2024-03-01,VA,Virginia,98,Electric Power,SUN,solar
2024-03-01,VA,Virginia,98,Electric Power,WND,wind
2024-03-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2024-03-01,VA,Virginia,99,All Sectors,SUN,solar
2024-03-01,VA,Virginia,99,All Sectors,WND,wind
2024-04-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2024-04-01,VA,Virginia,1,Electric Utility,SUN,solar
2024-04-01,VA,Virginia,1,Electric Utility,WND,wind
2024-04-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-04-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2024-04-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2024-04-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2024-04-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-04-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2024-04-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2024-04-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2024-04-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2024-04-01,VA,Virginia,96,All Commercial,SUN,solar
2024-04-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2024-04-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2024-04-01,VA,Virginia,98,Electric Power,SUN,solar
2024-04-01,VA,Virginia,98,Electric Power,WND,wind
2024-04-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2024-04-01,VA,Virginia,99,All Sectors,SUN,solar
2024-04-01,VA,Virginia,99,All Sectors,WND,wind
2024-05-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2024-05-01,VA,Virginia,1,Electric Utility,SUN,solar
2024-05-01,VA,Virginia,1,Electric Utility,WND,wind
2024-05-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-05-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2024-05-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2024-05-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2024-05-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-05-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2024-05-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2024-05-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2024-05-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2024-05-01,VA,Virginia,96,All Commercial,SUN,solar
2024-05-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2024-05-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2024-05-01,VA,Virginia,98,Electric Power,SUN,solar
2024-05-01,VA,Virginia,98,Electric Power,WND,wind
2024-05-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2024-05-01,VA,Virginia,99,All Sectors,SUN,solar
2024-05-01,VA,Virginia,99,All Sectors,WND,wind
2024-06-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2024-06-01,VA,Virginia,1,Electric Utility,SUN,solar
2024-06-01,VA,Virginia,1,Electric Utility,WND,wind
2024-06-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-06-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2024-06-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2024-06-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2024-06-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-06-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2024-06-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2024-06-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2024-06-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2024-06-01,VA,Virginia,96,All Commercial,SUN,solar
2024-06-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2024-06-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2024-06-01,VA,Virginia,98,Electric Power,SUN,solar
2024-06-01,VA,Virginia,98,Electric Power,WND,wind
2024-06-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2024-06-01,VA,Virginia,99,All Sectors,SUN,solar
2024-06-01,VA,Virginia,99,All Sectors,WND,wind
2024-07-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2024-07-01,VA,Virginia,1,Electric Utility,SUN,solar
2024-07-01,VA,Virginia,1,Electric Utility,WND,wind
2024-07-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-07-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2024-07-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2024-07-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2024-07-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-07-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2024-07-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2024-07-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2024-07-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2024-07-01,VA,Virginia,96,All Commercial,SUN,solar
2024-07-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2024-07-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2024-07-01,VA,Virginia,98,Electric Power,SUN,solar
2024-07-01,VA,Virginia,98,Electric Power,WND,wind
2024-07-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2024-07-01,VA,Virginia,99,All Sectors,SUN,solar
2024-07-01,VA,Virginia,99,All Sectors,WND,wind
2024-08-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2024-08-01,VA,Virginia,1,Electric Utility,SUN,solar
2024-08-01,VA,Virginia,1,Electric Utility,WND,wind
2024-08-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-08-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2024-08-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2024-08-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2024-08-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-08-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2024-08-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
