period,location,statedescription,sectorid,sectordescription,fueltypeid,fueltypedescription
2024-08-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2024-08-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2024-08-01,VA,Virginia,96,All Commercial,SUN,solar
2024-08-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2024-08-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2024-08-01,VA,Virginia,98,Electric Power,SUN,solar
2024-08-01,VA,Virginia,98,Electric Power,WND,wind
2024-08-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2024-08-01,VA,Virginia,99,All Sectors,SUN,solar
2024-08-01,VA,Virginia,99,All Sectors,WND,wind
2024-09-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2024-09-01,VA,Virginia,1,Electric Utility,SUN,solar
2024-09-01,VA,Virginia,1,Electric Utility,WND,wind
2024-09-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-09-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2024-09-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2024-09-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2024-09-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-09-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2024-09-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2024-09-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2024-09-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2024-09-01,VA,Virginia,96,All Commercial,SUN,solar
2024-09-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2024-09-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2024-09-01,VA,Virginia,98,Electric Power,SUN,solar
2024-09-01,VA,Virginia,98,Electric Power,WND,wind
2024-09-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2024-09-01,VA,Virginia,99,All Sectors,SUN,solar
2024-09-01,VA,Virginia,99,All Sectors,WND,wind
2024-10-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2024-10-01,VA,Virginia,1,Electric Utility,SUN,solar
2024-10-01,VA,Virginia,1,Electric Utility,WND,wind
2024-10-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-10-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2024-10-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2024-10-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2024-10-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-10-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2024-10-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2024-10-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2024-10-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2024-10-01,VA,Virginia,96,All Commercial,SUN,solar
2024-10-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2024-10-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2024-10-01,VA,Virginia,98,Electric Power,SUN,solar
2024-10-01,VA,Virginia,98,Electric Power,WND,wind
2024-10-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2024-10-01,VA,Virginia,99,All Sectors,SUN,solar
2024-10-01,VA,Virginia,99,All Sectors,WND,wind
2024-11-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2024-11-01,VA,Virginia,1,Electric Utility,SUN,solar
2024-11-01,VA,Virginia,1,Electric Utility,WND,wind
2024-11-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-11-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2024-11-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2024-11-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2024-11-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-11-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2024-11-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2024-11-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2024-11-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2024-11-01,VA,Virginia,96,All Commercial,SUN,solar
2024-11-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2024-11-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2024-11-01,VA,Virginia,98,Electric Power,SUN,solar
2024-11-01,VA,Virginia,98,Electric Power,WND,wind
2024-11-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2024-11-01,VA,Virginia,99,All Sectors,SUN,solar
2024-11-01,VA,Virginia,99,All Sectors,WND,wind
2024-12-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2024-12-01,VA,Virginia,1,Electric Utility,SUN,solar
2024-12-01,VA,Virginia,1,Electric Utility,WND,wind
2024-12-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2024-12-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2024-12-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2024-12-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2024-12-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2024-12-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2024-12-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2024-12-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2024-12-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2024-12-01,VA,Virginia,96,All Commercial,SUN,solar
2024-12-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2024-12-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2024-12-01,VA,Virginia,98,Electric Power,SUN,solar
2024-12-01,VA,Virginia,98,Electric Power,WND,wind
2024-12-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2024-12-01,VA,Virginia,99,All Sectors,SUN,solar
2024-12-01,VA,Virginia,99,All Sectors,WND,wind
