stage,model_rmse,persistence_rmse,seasonal_rmse,uplift_vs_persistence,defensible
Stage1_CPU,0.001510800343349123,0.0013390588274825037,0.002137964010137155,-0.12825539277426806,False
Stage5_CarbonIntensity,9.129067279900482e-06,0.0,0.0,,False
Stage6_Emissions,43.8330742313121,38.851105247653585,62.03077354664743,-0.12823236177970504,False
