stage,split,model,mae,rmse,mape,smape,r2,ci_mae_low,ci_mae_high,ci_rmse_low,ci_rmse_high,ci_mape_low,ci_mape_high,ci_smape_low,ci_smape_high,ci_r2_low,ci_r2_high,defensible,uplift_vs_persistence_rmse
Stage1_CPU,holdout,RandomForest,0.001077062742433687,0.001510800343349123,46.513251114443094,35.610452911513974,-0.030443819048983745,0.0008870484568796569,0.001239064083219477,0.0011537754967370071,0.0018501052676614773,39.91374606947861,52.03549913023957,31.18076096592523,39.355911669683856,-0.2792736519093022,0.05872209285199878,False,-0.12825539277426806
Stage2_ITPower,holdout,Physics,0.07539439197035798,0.10575602403443853,0.24924029167114653,0.24930262626117125,-0.030443819048979526,0.06209339198157598,0.08673448582536336,0.08076428477159076,0.12950736873630359,0.20980379053873255,0.2907763626516459,0.20728577126618367,0.2871478044994341,-0.2792736519092944,0.05872209285200266,,
Stage3_PUE,holdout,Physics,5.385313712169623e-05,7.554001716746515e-05,0.004704073443185911,0.0047040982642770415,-0.030443819049059906,4.435242284399381e-05,6.195320416098163e-05,5.768877483685809e-05,9.250526338308458e-05,0.003949405128797484,0.005499361702115983,0.003912714650590206,0.005422153108643959,-0.27927365190932146,0.05872209285190932,,
Stage4_TotalPower,holdout,Physics,0.08794114586514025,0.12336715987329197,0.2539419256356618,0.25400667259873516,-0.030403658922578236,0.07242610844009559,0.10117337094226898,0.09420461405149859,0.15108427415289083,0.21375920842564866,0.2962594212331549,0.21119842823135437,0.2925698664740937,-0.27923350463611935,0.05878369331237503,,
Stage5_CarbonIntensity,holdout,XGBoost,9.129067279900482e-06,9.129067279900482e-06,2.5693589017012033e-06,2.569358868693178e-06,-2.57924403000625e+16,9.129067279900482e-06,9.129067279900482e-06,9.129067279900482e-06,9.129067279900482e-06,2.5693589017012033e-06,2.5693589017012033e-06,2.569358868693178e-06,2.569358868693178e-06,-2.57924403000625e+16,-2.57924403000625e+16,False,
Stage6_Emissions,holdout,PhysicsFromPredictions,31.246094181372012,43.8330742313121,0.2539430922387756,0.2540078326780226,-0.030407121038704465,25.733544461328112,35.94754411044901,33.47150823152641,53.68104925812137,0.2137606773353519,0.29626060009468186,0.21119983794339128,0.2925709041045802,-0.2792370122088758,0.05877789466690985,False,-0.12823236177970504
