2026_electricity_gwh,2026_dc_share_pct,2026_carbon_intensity,2038_electricity_gwh,2038_dc_share_pct,2038_carbon_intensity,energy_growth_pct,dc_share_change_pp,carbon_reduction_pct,renewable_growth_pp,max_dc_share_pct,max_dc_share_date,months_dc_over_100,months_dc_over_50
9600.506152382686,32.413512879362735,0.5480042819556423,12079.682757799506,125.25063076696352,0.5198731228538581,25.82339478842508,92.83711788760078,5.133383082590814,13.660492176074897,125.25063076696352,2038-12-01,37,77
